bioguideId,district,partyName,state,chamber,startYear,endYear,name
V000029,5.0,Democratic,Michigan,House of Representatives,1973,1977,"Vander Veen, Richard F."
V000027,9.0,Republican,Michigan,House of Representatives,1965,1993,"Vander Jagt, Guy"
V000024,42.0,Democratic,California,House of Representatives,1963,1981,"Van Deerlin, Lionel"
V000006,2.0,Democratic,North Carolina,House of Representatives,1983,1995,"Valentine, Tim"
U000017,3.0,Democratic,Washington,House of Representatives,1989,1995,"Unsoeld, Jolene"
U000014,,Democratic,Guam,House of Representatives,1993,2003,"Underwood, Robert A."
U000004,2.0,Democratic,Oregon,House of Representatives,1957,1981,"Ullman, Al"
U000001,2.0,Democratic,Arizona,House of Representatives,1961,1993,"Udall, Morris K."
T000405,37.0,Democratic,California,House of Representatives,1993,1997,"Tucker, Walter R., III"
T000400,2.0,Democratic,Arkansas,House of Representatives,1977,1979,"Tucker, James G., Jr. (Jim Guy)"
T000393,,Democratic,Massachusetts,Senate,1979,1985,"Tsongas, Paul E."
T000367,,Republican,Virginia,Senate,1983,1989,"Trible, Paul S., Jr."
T000362,3.0,Republican,Louisiana,House of Representatives,1973,1981,"Treen, David C."
T000356,8.0,Democratic,Michigan,House of Representatives,1973,1993,"Traxler, Bob"
T000350,17.0,Democratic,Ohio,House of Representatives,1985,2002,"Traficant, James A., Jr."
T000326,10.0,Democratic,New York,House of Representatives,1983,2013,"Towns, Edolphus"
T000321,98.0,Republican,Nevada,House of Representatives,1973,1975,"Towell, David"
T000317,,Democratic,New Jersey,Senate,1997,2003,"Torricelli, Robert G."
T000316,34.0,Democratic,California,House of Representatives,1983,1999,"Torres, Estaban Edward"
T000314,6.0,Republican,Massachusetts,House of Representatives,1993,1997,"Torkildsen, Peter G."
T000310,1.0,Democratic,Louisiana,House of Representatives,1977,1979,"Tonry, Richard A."
T000265,2.0,Democratic,Rhode Island,House of Representatives,1967,1975,"Tiernan, Robert O."
T000260,4.0,Republican,Kansas,House of Representatives,1995,2011,"Tiahrt, Todd"
T000253,5.0,Democratic,Florida,House of Representatives,1993,2003,"Thurman, Karen L."
T000243,2.0,Democratic,Arkansas,House of Representatives,1991,1997,"Thornton, Ray"
T000238,13.0,Republican,Texas,House of Representatives,1995,2021,"Thornberry, Mac"
T000234,1.0,Republican,Nebraska,House of Representatives,1971,1979,"Thone, Charles"
T000233,3.0,Republican,Wisconsin,House of Representatives,1961,1975,"Thomson, Vernon W."
T000200,4.0,Democratic,New Jersey,House of Representatives,1955,1981,"Thompson, Frank, Jr."
T000184,1.0,Democratic,Georgia,House of Representatives,1983,1993,"Thomas, Lindsay"
T000162,,Republican,Wyoming,Senate,1995,2007,"Thomas, Craig"
T000188,22.0,Republican,California,House of Representatives,1979,2007,"Thomas, William M."
T000113,28.0,Democratic,Texas,House of Representatives,1993,1999,"Tejeda, Frank"
T000110,6.0,Democratic,Texas,House of Representatives,1945,1979,"Teague, Olin E."
T000109,13.0,Republican,California,House of Representatives,1955,1975,"Teague, Charles M."
T000099,11.0,Democratic,North Carolina,House of Representatives,1959,1977,"Taylor, Roy A."
T000075,7.0,Republican,Missouri,House of Representatives,1973,1989,"Taylor, G."
T000074,4.0,Democratic,Mississippi,House of Representatives,1989,2011,"Taylor, Gene"
T000067,11.0,Republican,North Carolina,House of Representatives,1991,2007,"Taylor, Charles H."
T000058,3.0,Republican,Louisiana,House of Representatives,1979,2005,"Tauzin, W. J. (Billy)"
T000053,2.0,Republican,Iowa,House of Representatives,1979,1991,"Tauke, Thomas Joseph"
T000048,9.0,Republican,Washington,House of Representatives,1995,1997,"Tate, Randy"
T000038,8.0,Democratic,Tennessee,House of Representatives,1989,2011,"Tanner, John S."
T000034,6.0,Democratic,South Carolina,House of Representatives,1983,1993,"Tallon, Robert M. (Robin)"
T000024,,Republican,Missouri,Senate,2002,2007,"Talent, Jim"
T000022,16.0,Republican,California,House of Representatives,1963,1977,"Talcott, Burt L."
S001139,2.0,Democratic,Oklahoma,House of Representatives,1979,1995,"Synar, Mike"
S001138,,Republican,Idaho,Senate,1981,1993,"Symms, Steven D."
S001134,2.0,Democratic,Missouri,House of Representatives,1969,1977,"Symington, James W."
S001122,4.0,Republican,Georgia,House of Representatives,1985,1989,"Swindall, Patrick L."
S001115,2.0,Democratic,Washington,House of Representatives,1979,1995,"Swift, Al"
S001113,2.0,Democratic,New Hampshire,House of Representatives,1991,1995,"Swett, Dick"
S001101,14.0,Republican,Texas,House of Representatives,1985,1989,"Sweeney, David McCann"
S001077,,Democratic,American Samoa,House of Representatives,1981,1989,"Sunia, Foto I. F."
S001057,3.0,Democratic,Missouri,House of Representatives,1953,1977,"Sullivan, Leonor K. (Mrs. John B.)"
S001045,1.0,Democratic,Michigan,House of Representatives,1993,2011,"Stupak, Bart"
S001044,3.0,Republican,Arizona,House of Representatives,1977,2003,"Stump, Bob"
S001040,10.0,Democratic,Massachusetts,House of Representatives,1973,1997,"Studds, Gerry E."
S001039,8.0,Democratic,Georgia,House of Representatives,1967,1977,"Stuckey, W. S. (Bill), Jr."
S001037,1.0,Democratic,Kentucky,House of Representatives,1959,1975,"Stubblefield, Frank A."
S001004,6.0,Democratic,Ohio,House of Representatives,1997,2007,"Strickland, Ted"
S000997,23.0,Democratic,New York,House of Representatives,1959,1989,"Stratton, Samuel S."
S000991,3.0,Republican,Colorado,House of Representatives,1985,1987,"Strang, Michael L."
S000948,11.0,Democratic,Ohio,House of Representatives,1969,1999,"Stokes, Louis"
S000937,36.0,Republican,Texas,House of Representatives,2013,2015,"Stockman, Steve"
S000935,4.0,Republican,Michigan,House of Representatives,1977,1983,"Stockman, David A."
S000902,1.0,Democratic,Illinois,House of Representatives,1979,1981,"Stewart, Bennett McVey"
S000860,10.0,Democratic,Georgia,House of Representatives,1961,1977,"Stephens, Robert G., Jr."
S000847,6.0,Republican,Wisconsin,House of Representatives,1967,1981,"Steiger, William A."
S000846,3.0,Republican,Arizona,House of Representatives,1967,1977,"Steiger, Sam"
S000844,8.0,Republican,Maryland,House of Representatives,1977,1979,"Steers, Newton I., Jr."
S000841,5.0,Republican,Texas,House of Representatives,1973,1977,"Steelman, Alan"
S000836,2.0,Republican,Connecticut,House of Representatives,1969,1975,"Steele, Robert H."
S000829,4.0,Democratic,Oklahoma,House of Representatives,1949,1981,"Steed, Tom"
S000822,6.0,Republican,Florida,House of Representatives,1989,2013,"Stearns, Cliff"
S000818,3.0,Republican,West Virginia,House of Representatives,1981,1983,"Staton, David Michael"
S000810,13.0,Democratic,California,House of Representatives,1973,2013,"Stark, Fortney Pete"
S000803,20.0,Independent,Ohio,House of Representatives,1971,1977,"Stanton, James V."
S000804,11.0,Republican,Ohio,House of Representatives,1965,1983,"Stanton, J. William"
S000795,7.0,Republican,Minnesota,House of Representatives,1977,1991,"Stangeland, Arlan"
S000785,2.0,Democratic,Idaho,House of Representatives,1985,1993,"Stallings, Richard H."
S000778,2.0,Democratic,West Virginia,House of Representatives,1949,1981,"Staggers, Harley O."
S000779,2.0,Democratic,West Virginia,House of Representatives,1983,1993,"Staggers, Harley O., Jr."
S000772,12.0,Democratic,Florida,House of Representatives,1979,1981,"Stack, Edward J."
S000762,1.0,Democratic,Rhode Island,House of Representatives,1961,1989,"St Germain, Fernand J."
S000749,5.0,Democratic,South Carolina,House of Representatives,1983,2011,"Spratt, John M., Jr."
S000718,2.0,Republican,South Carolina,House of Representatives,1971,2001,"Spence, Floyd"
S000716,5.0,Democratic,Maryland,House of Representatives,1975,1983,"Spellman, Gladys Noon"
S001143,3.0,Republican,Indiana,House of Representatives,1995,2010,"Souder, Mark E."
S000675,22.0,Republican,New York,House of Representatives,1979,1999,"Solomon, Gerald B. H."
S000673,13.0,Democratic,New York,House of Representatives,1975,1993,"Solarz, Stephen J."
S000669,4.0,Republican,Kentucky,House of Representatives,1967,1987,"Snyder, M. G. (Gene)"
S000663,,Republican,Maine,Senate,1995,2013,"Snowe, Olympia J."
S000622,3.0,Republican,Nebraska,House of Representatives,1975,1991,"Smith, Virginia"
S000607,2.0,Republican,Oregon,House of Representatives,1997,1999,"Smith, Robert"
S000606,,Republican,New Hampshire,Senate,1991,2003,"Smith, Bob"
S000601,,Republican,Vermont,House of Representatives,1989,1991,"Smith, Peter"
S000597,7.0,Republican,Michigan,House of Representatives,1993,2005,"Smith, Nick"
S000596,4.0,Democratic,Iowa,House of Representatives,1959,1995,"Smith, Neal Edward"
S000587,3.0,Republican,Washington,House of Representatives,1995,1999,"Smith, Linda"
S000586,16.0,Democratic,Florida,House of Representatives,1983,1993,"Smith, Lawrence"
S000584,5.0,Republican,Mississippi,House of Representatives,1989,1991,"Smith, Larkin"
S000583,21.0,Republican,Texas,House of Representatives,1987,2019,"Smith, Lamar"
S000579,3.0,Democratic,Pennsylvania,House of Representatives,1981,1983,"Smith, Joseph F."
S000548,36.0,Republican,New York,House of Representatives,1965,1975,"Smith, Henry P., III"
S000527,5.0,Republican,Oregon,House of Representatives,1981,1991,"Smith, Denny"
S000514,6.0,Republican,Alabama,House of Representatives,1981,1983,"Smith, Albert L., Jr."
S000480,25.0,Democratic,New York,House of Representatives,1987,2018,"Slaughter, Louise McIntosh"
S000479,7.0,Republican,Virginia,House of Representatives,1985,1993,"Slaughter, D. French, Jr."
S000477,2.0,Democratic,Kansas,House of Representatives,1983,1995,"Slattery, Jim"
S000473,3.0,Democratic,West Virginia,House of Representatives,1959,1981,"Slack, John"
S000472,5.0,Republican,Kansas,House of Representatives,1963,1979,"Skubitz, Joe"
S000465,4.0,Democratic,Missouri,House of Representatives,1977,2011,"Skelton, Ike"
S000463,2.0,Republican,New Mexico,House of Representatives,1981,2003,"Skeen, Joe"
S000462,2.0,Democratic,Colorado,House of Representatives,1987,1999,"Skaggs, David E."
S000454,15.0,Democratic,California,House of Representatives,1955,1979,"Sisk, B. F."
S000453,4.0,Democratic,Virginia,House of Representatives,1983,2001,"Sisisky, Norman"
S000423,,Democratic,Illinois,Senate,1985,1997,"Simon, Paul"
S000409,4.0,Republican,Michigan,House of Representatives,1981,1987,"Siljander, Mark D."
S000407,6.0,Democratic,Minnesota,House of Representatives,1983,1993,"Sikorski, Gerry E."
S000406,1.0,Democratic,Florida,House of Representatives,1941,1979,"Sikes, Robert L. F."
S000388,4.0,Republican,Kansas,House of Representatives,1961,1977,"Shriver, Garner E."
S000383,1.0,Republican,Montana,House of Representatives,1971,1975,"Shoup, Dick"
S000367,22.0,Democratic,Illinois,House of Representatives,1959,1979,"Shipley, George E."
S000332,2.0,Democratic,Utah,House of Representatives,1993,1995,"Shepherd, Karen"
S001144,4.0,Republican,Connecticut,House of Representatives,1987,2009,"Shays, Christopher"
S000303,22.0,Republican,Florida,House of Representatives,1981,2007,"Shaw, E. Clay, Jr."
S000294,2.0,Democratic,Indiana,House of Representatives,1975,1995,"Sharp, Philip R."
S000286,5.0,Democratic,Massachusetts,House of Representatives,1979,1985,"Shannon, James M."
S000282,12.0,Democratic,Ohio,House of Representatives,1981,1983,"Shamansky, Bob"
S000275,3.0,Republican,Arizona,House of Representatives,1995,2011,"Shadegg, John B."
S000248,15.0,Democratic,New York,House of Representatives,1989,2021,"Serrano, Jose E."
S000244,5.0,Republican,Wisconsin,House of Representatives,1979,2021,"Sensenbrenner, F. James, Jr."
S000230,14.0,Democratic,Ohio,House of Representatives,1971,1987,"Seiberling, John F."
S000217,1.0,Republican,Kansas,House of Representatives,1969,1981,"Sebelius, Keith G."
S000213,22.0,Republican,California,House of Representatives,1995,1997,"Seastrand, Andrea H."
S000146,5.0,Republican,Pennsylvania,House of Representatives,1975,1993,"Schulze, Richard T."
S000143,10.0,Republican,Michigan,House of Representatives,1985,1991,"Schuette, Bill"
S000136,2.0,Republican,Rhode Island,House of Representatives,1981,1991,"Schneider, Claudine"
S000135,17.0,Republican,Pennsylvania,House of Representatives,1959,1977,"Schneebeli, Herman T."
S000125,1.0,Republican,New Mexico,House of Representatives,1989,1999,"Schiff, Steven"
S000124,8.0,Democratic,New York,House of Representatives,1975,1993,"Scheuer, James H."
S000121,5.0,Republican,Iowa,House of Representatives,1967,1975,"Scherle, William J."
S000119,49.0,Democratic,California,House of Representatives,1993,1995,"Schenk, Lynn"
S000109,6.0,Republican,Colorado,House of Representatives,1983,1999,"Schaefer, Dan"
S000106,1.0,Republican,Florida,House of Representatives,1995,2001,"Scarborough, Joe"
S000102,12.0,Republican,Pennsylvania,House of Representatives,1949,1975,"Saylor, John P."
S000097,3.0,Republican,New Jersey,House of Representatives,1985,2009,"Saxton, Jim"
S000087,5.0,Republican,Michigan,House of Representatives,1977,1985,"Sawyer, Harold S."
S000081,2.0,Democratic,Illinois,House of Representatives,1981,1993,"Savage, Gus"
S000070,3.0,Democratic,Virginia,House of Representatives,1965,1981,"Satterfield, David E., III"
S000066,13.0,Democratic,Texas,House of Representatives,1989,1995,"Sarpalius, Bill"
S000064,,Democratic,Maryland,Senate,1977,2007,"Sarbanes, Paul S."
S000059,,Republican,Pennsylvania,Senate,1995,2007,"Santorum, Rick"
S000058,98.0,Democratic,Nevada,House of Representatives,1975,1983,"Santini, James D."
S000056,11.0,Democratic,Illinois,House of Representatives,1989,1995,"Sangmeister, George E."
S000051,1.0,Republican,South Carolina,House of Representatives,2013,2019,"Sanford, Mark"
S000045,2.0,Republican,New Jersey,House of Representatives,1967,1975,"Sandman, Charles W., Jr."
S000018,5.0,Republican,Arizona,House of Representatives,2013,2017,"Salmon, Matt"
S000014,1.0,Republican,Hawaii,House of Representatives,1987,1991,"Saiki, Patricia"
S000005,5.0,Democratic,Minnesota,House of Representatives,1979,2007,"Sabo, Martin Olav"
R000558,11.0,Democratic,California,House of Representatives,1973,1979,"Ryan, Leo J."
R000545,8.0,Republican,North Carolina,House of Representatives,1969,1975,"Ruth, Earl B."
R000543,3.0,Democratic,Illinois,House of Representatives,1975,1993,"Russo, Martin A."
R000512,11.0,Republican,Michigan,House of Representatives,1967,1979,"Ruppe, Philip E."
R000510,2.0,Democratic,New Mexico,House of Representatives,1971,1981,"Runnels, Harold L."
R000495,4.0,Republican,Arizona,House of Representatives,1977,1987,"Rudd, Eldon D."
R000489,11.0,Republican,California,House of Representatives,1979,1981,"Royer, William"
R000487,39.0,Republican,California,House of Representatives,1993,2019,"Royce, Edward R."
R000485,25.0,Democratic,California,House of Representatives,1963,1993,"Roybal, Edward R."
R000484,2.0,Democratic,Kansas,House of Representatives,1971,1975,"Roy, William R."
R000482,5.0,Republican,Connecticut,House of Representatives,1985,1991,"Rowland, John G."
R000481,8.0,Democratic,Georgia,House of Representatives,1983,1995,"Rowland, J. Roy"
R000469,26.0,Republican,California,House of Representatives,1969,1983,"Rousselot, John H."
R000467,4.0,Democratic,Indiana,House of Representatives,1971,1977,"Roush, J. Edward"
R000465,5.0,Republican,New Jersey,House of Representatives,1981,2003,"Roukema, Marge"
R000459,8.0,Republican,Wisconsin,House of Representatives,1979,1997,"Roth, Toby"
R000458,5.0,Democratic,Illinois,House of Representatives,1959,1995,"Rostenkowski, Dan"
R000442,8.0,Democratic,New York,House of Representatives,1961,1983,"Rosenthal, Benjamin S."
R000436,7.0,Democratic,North Carolina,House of Representatives,1973,1997,"Rose, Charlie"
R000435,27.0,Republican,Florida,House of Representatives,1989,2019,"Ros-Lehtinen, Ileana"
R000424,14.0,Democratic,New York,House of Representatives,1943,1975,"Rooney, John J."
R000423,15.0,Democratic,Pennsylvania,House of Representatives,1963,1979,"Rooney, Fred B."
R000422,3.0,Republican,New York,House of Representatives,1973,1975,"Roncallo, Angelo D."
R000421,,Democratic,Wyoming,House of Representatives,1971,1979,"Roncalio, Teno"
R000417,,Democratic,Puerto Rico,House of Representatives,1993,2001,"Romero-Barcelo, Carlos A."
R000409,48.0,Republican,California,House of Representatives,1989,2019,"Rohrabacher, Dana"
R000401,11.0,Democratic,Florida,House of Representatives,1955,1979,"Rogers, Paul G."
R000385,3.0,Democratic,Indiana,House of Representatives,1991,2003,"Roemer, Tim"
R000384,4.0,Democratic,Louisiana,House of Representatives,1981,1989,"Roemer, Buddy"
R000383,8.0,Democratic,New Jersey,House of Representatives,1969,1993,"Roe, Robert A."
R000374,10.0,Democratic,New Jersey,House of Representatives,1949,1989,"Rodino, Peter W., Jr."
R000357,27.0,Republican,New York,House of Representatives,1957,1975,"Robison, Howard W."
R000337,7.0,Republican,Virginia,House of Representatives,1971,1985,"Robinson, J. Kenneth"
R000312,4.0,Democratic,Texas,House of Representatives,1961,1981,"Roberts, Ray"
R000307,,Republican,Kansas,Senate,1997,2021,"Roberts, Pat"
R000308,2.0,Republican,South Dakota,House of Representatives,1981,1983,"Roberts, Clint"
R000281,13.0,Democratic,Michigan,House of Representatives,1995,2003,"Rivers, Lynn N."
R000277,15.0,Republican,Pennsylvania,House of Representatives,1979,1993,"Ritter, Don"
R000268,2.0,Democratic,Oklahoma,House of Representatives,1975,1979,"Risenhoover, Theodore M."
R000262,7.0,Republican,New Jersey,House of Representatives,1973,1993,"Rinaldo, Matthew J."
R000249,,Democratic,Michigan,Senate,1977,1995,"Riegle, Donald W., Jr."
B000839,3.0,Democratic,Georgia,House of Representatives,1967,1983,"Brinkley, Jack"
B000817,3.0,Democratic,Oklahoma,House of Representatives,1991,1997,"Brewster, Bill K."
B000788,6.0,Democratic,Kentucky,House of Representatives,1973,1979,"Breckinridge, John B."
B000780,,Democratic,Louisiana,Senate,1987,2005,"Breaux, John B."
B000778,6.0,Republican,Indiana,House of Representatives,1951,1975,"Bray, William G."
B000771,11.0,Democratic,New York,House of Representatives,1967,1975,"Brasco, Frank"
B000736,3.0,Democratic,Indiana,House of Representatives,1959,1981,"Brademas, John"
B000711,,Democratic,California,Senate,1993,2017,"Boxer, Barbara"
B000682,2.0,Democratic,Mississippi,House of Representatives,1973,1983,"Bowen, David R."
B000666,13.0,Republican,Texas,House of Representatives,1985,1989,"Boulter, Beau"
B000657,9.0,Democratic,Virginia,House of Representatives,1983,2011,"Boucher, Rick"
B000648,1.0,Democratic,California,House of Representatives,1983,1991,"Bosco, Douglas H."
B000644,3.0,Democratic,Pennsylvania,House of Representatives,1983,2003,"Borski, Robert A."
B000622,44.0,Republican,California,House of Representatives,1995,1999,"Bono, Sonny"
B000619,10.0,Democratic,Michigan,House of Representatives,1977,2003,"Bonior, David E."
B000617,23.0,Republican,Texas,House of Representatives,1993,2007,"Bonilla, Henry"
B000615,5.0,Democratic,Tennessee,House of Representatives,1979,1989,"Boner, William H."
B000605,5.0,Democratic,Missouri,House of Representatives,1949,1983,"Bolling, Richard"
B000600,2.0,Democratic,Massachusetts,House of Representatives,1953,1989,"Boland, Edward P."
B000592,2.0,Democratic,Louisiana,House of Representatives,1973,1991,"Boggs, Corinne C. (Lindy)"
B000589,8.0,Republican,Ohio,House of Representatives,1991,2015,"Boehner, John A."
B000586,24.0,Republican,New York,House of Representatives,1983,2007,"Boehlert, Sherwood"
B000576,3.0,Republican,Massachusetts,House of Representatives,1993,1997,"Blute, Peter I."
B000567,2.0,Democratic,Iowa,House of Representatives,1975,1979,"Blouin, Michael"
B000551,,Republican,Guam,House of Representatives,1985,1993,"Blaz, Ben G."
B000550,8.0,Democratic,Minnesota,House of Representatives,1947,1975,"Blatnik, John Anton"
B000538,18.0,Democratic,Michigan,House of Representatives,1975,1983,"Blanchard, James"
B000517,2.0,Democratic,Pennsylvania,House of Representatives,1991,1995,"Blackwell, Lucien E."
B000506,4.0,Republican,Georgia,House of Representatives,1967,1975,"Blackburn, Ben"
B000472,22.0,Democratic,New York,House of Representatives,1965,1983,"Bingham, Jonathan B."
B000463,9.0,Republican,Florida,House of Representatives,1983,2007,"Bilirakis, Michael"
B000462,1.0,Democratic,Nevada,House of Representatives,1987,1995,"Bilbray, James H."
B000451,8.0,Republican,Pennsylvania,House of Representatives,1967,1977,"Biester, Edward G., Jr."
B000432,19.0,Democratic,New York,House of Representatives,1969,1989,"Biaggi, Mario"
B000431,4.0,Democratic,Alabama,House of Representatives,1967,1997,"Bevill, Tom"
B000422,2.0,Republican,Arkansas,House of Representatives,1979,1985,"Bethune, Ed"
B000410,28.0,Democratic,California,House of Representatives,1983,2013,"Berman, Howard L."
B000408,7.0,Republican,Minnesota,House of Representatives,1971,1979,"Bergland, Bob"
B000403,1.0,Republican,Nebraska,House of Representatives,1979,2004,"Bereuter, Doug"
N000032,,Democratic,Florida,Senate,2001,2019,"Nelson, Bill"
N000028,2.0,Republican,Minnesota,House of Representatives,1959,1975,"Nelsen, Ancher"
N000027,11.0,Republican,Pennsylvania,House of Representatives,1981,1983,"Nelligan, James L."
N000019,14.0,Democratic,Michigan,House of Representatives,1961,1981,"Nedzi, Lucien N."
N000016,5.0,Democratic,North Carolina,House of Representatives,1975,1995,"Neal, Stephen L."
N000009,2.0,Democratic,Kentucky,House of Representatives,1953,1995,"Natcher, William H."
N000005,6.0,Republican,South Carolina,House of Representatives,1981,1983,"Napier, John L."
N000003,3.0,Democratic,Iowa,House of Representatives,1987,1993,"Nagle, Dave R,"
M001134,9.0,Republican,North Carolina,House of Representatives,1995,2013,"Myrick, Sue Wilkins"
M001132,1.0,Democratic,Pennsylvania,House of Representatives,1977,1981,"Myers, Michael O."
M001130,7.0,Republican,Indiana,House of Representatives,1967,1997,"Myers, John T."
M001128,25.0,Republican,Pennsylvania,House of Representatives,1975,1979,"Myers, Gary A."
M001123,11.0,Democratic,Pennsylvania,House of Representatives,1979,1981,"Musto,  Raphael"
M001101,2.0,Democratic,Illinois,House of Representatives,1971,1981,"Murphy, Morgan F."
M001098,17.0,Democratic,New York,House of Representatives,1963,1981,"Murphy, John M."
M001057,3.0,Democratic,New York,House of Representatives,1983,1993,"Mrazek, Robert J."
M001035,3.0,Democratic,California,House of Representatives,1953,1979,"Moss, John E."
M001031,13.0,Republican,Ohio,House of Representatives,1961,1977,"Mosher, Charles A."
M000999,4.0,Republican,Washington,House of Representatives,1981,1993,"Morrison, Sid"
M000992,3.0,Democratic,Connecticut,House of Representatives,1983,1991,"Morrison, Bruce A."
M000958,22.0,Democratic,Pennsylvania,House of Representatives,1963,1977,"Morgan, Thomas E."
M000941,8.0,Republican,Maryland,House of Representatives,1987,2003,"Morella, Constance A."
M000933,8.0,Democratic,Virginia,House of Representatives,1991,2015,"Moran, James P."
M000930,14.0,Democratic,Pennsylvania,House of Representatives,1959,1981,"Moorhead, William S."
M000926,27.0,Republican,California,House of Representatives,1973,1997,"Moorhead, Carlos J."
M000923,6.0,Republican,Louisiana,House of Representatives,1975,1987,"Moore, W. Henson"
M000881,5.0,Democratic,Wisconsin,House of Representatives,1983,1993,"Moody, Jim"
M000865,3.0,Democratic,Mississippi,House of Representatives,1967,1997,"Montgomery, G. V. (Sonny)"
M000860,2.0,Republican,Utah,House of Representatives,1985,1987,"Monson, David S."
M000845,1.0,Democratic,West Virginia,House of Representatives,1969,1983,"Mollohan, Robert H."
M000844,1.0,Democratic,West Virginia,House of Representatives,1983,2011,"Mollohan, Alan B."
M000843,13.0,Republican,New York,House of Representatives,1989,1999,"Molinari, Susan"
M000842,14.0,Republican,New York,House of Representatives,1981,1991,"Molinari, Guy"
M000839,6.0,Democratic,Connecticut,House of Representatives,1975,1983,"Moffett, Toby"
M000834,9.0,Democratic,Massachusetts,House of Representatives,1973,2001,"Moakley, John Joseph"
M000833,5.0,Republican,North Carolina,House of Representatives,1969,1975,"Mizell, Wilmer"
M000826,7.0,Democratic,Maryland,House of Representatives,1971,1987,"Mitchell, Parren J."
M000808,31.0,Republican,New York,House of Representatives,1973,1983,"Mitchell, Donald J."
M000799,23.0,Republican,Ohio,House of Representatives,1955,1975,"Minshall, William E."
M000797,2.0,Democratic,Hawaii,House of Representatives,1989,2002,"Mink, Patsy T."
M000796,11.0,Democratic,New Jersey,House of Representatives,1963,1985,"Minish, Joseph G."
M000795,2.0,Democratic,Minnesota,House of Representatives,1993,2001,"Minge, David"
M000794,15.0,Democratic,California,House of Representatives,1975,1997,"Mineta, Norman Y."
M000779,1.0,Republican,Maryland,House of Representatives,1971,1975,"Mills, William O."
M000778,2.0,Democratic,Arkansas,House of Representatives,1939,1977,"Mills, Wilbur D."
M000736,1.0,Republican,Washington,House of Representatives,1985,1993,"Miller, John R."
M000725,11.0,Democratic,California,House of Representatives,1975,2015,"Miller, George"
M000720,13.0,Republican,Florida,House of Representatives,1993,2003,"Miller, Dan"
M000718,10.0,Republican,Ohio,House of Representatives,1967,1993,"Miller, Clarence E."
M000714,37.0,Democratic,California,House of Representatives,1995,2007,"Millender-McDonald, Juanita"
M000708,24.0,Democratic,Texas,House of Representatives,1973,1979,"Milford, Dale"
M000703,10.0,Democratic,Illinois,House of Representatives,1975,1981,"Mikva, Abner J."
M000702,,Democratic,Maryland,Senate,1987,2017,"Mikulski, Barbara A."
M000692,18.0,Republican,Illinois,House of Representatives,1957,1995,"Michel, Robert H."
M000689,7.0,Republican,Florida,House of Representatives,1993,2017,"Mica, John L."
M000688,14.0,Democratic,Florida,House of Representatives,1979,1989,"Mica, Daniel Andrew"
M000129,13.0,Democratic,Pennsylvania,House of Representatives,1993,1995,"Margolies-Mezvinsky, Marjorie"
M000686,1.0,Democratic,Iowa,House of Representatives,1973,1977,"Mezvinsky, Edward"
M000685,13.0,Democratic,New Jersey,House of Representatives,1975,1979,"Meyner, Helen S."
M000684,3.0,Republican,Kansas,House of Representatives,1985,1997,"Meyers, Jan"
M000675,1.0,Democratic,Illinois,House of Representatives,1971,1979,"Metcalfe, Ralph H."
M000669,2.0,Republican,Washington,House of Representatives,1995,2001,"Metcalf, Jack"
M000635,,Democratic,Montana,Senate,1977,1989,"Melcher, John"
M000628,17.0,Democratic,Florida,House of Representatives,1993,2003,"Meek, Carrie P."
M000626,2.0,Democratic,Washington,House of Representatives,1965,1979,"Meeds, Lloyd"
M000603,2.0,Democratic,Oklahoma,House of Representatives,1973,1975,"McSpadden, Clem Rogers"
M000590,21.0,Democratic,New York,House of Representatives,1989,2009,"McNulty, Michael R."
M000589,5.0,Democratic,Arizona,House of Representatives,1983,1985,"McNulty, James F., Jr."
M000573,4.0,Democratic,Maryland,House of Representatives,1987,1993,"McMillen, Thomas"
M000566,9.0,Republican,North Carolina,House of Representatives,1985,1995,"McMillan, J. Alex"
M000527,4.0,Republican,Connecticut,House of Representatives,1971,1989,"McKinney, Stewart B."
M000523,4.0,Democratic,Georgia,House of Representatives,2005,2007,"McKinney, Cynthia A."
M000512,1.0,Republican,Maine,House of Representatives,1983,1987,"McKernan, John R., Jr."
M000508,25.0,Republican,California,House of Representatives,1993,2015,"McKeon, Howard P. ""Buck"""
M000490,1.0,Democratic,Utah,House of Representatives,1971,1981,"McKay, K. Gunn"
M000481,2.0,Republican,Indiana,House of Representatives,1995,2001,"McIntosh, David M."
M000477,3.0,Republican,Colorado,House of Representatives,1993,2005,"McInnis, Scott"
M000473,28.0,Democratic,New York,House of Representatives,1975,1993,"McHugh, Matthew F."
M000466,15.0,Democratic,Pennsylvania,House of Representatives,1993,1999,"McHale, Paul"
M000458,5.0,Republican,New York,House of Representatives,1981,1993,"McGrath, Raymond J."
M000436,14.0,Democratic,California,House of Representatives,1957,1979,"McFall, John J."
M000433,30.0,Republican,New York,House of Representatives,1965,1981,"McEwen, Robert C."
M000432,6.0,Republican,Ohio,House of Representatives,1981,1993,"McEwen, Bob"
M000413,7.0,Democratic,Georgia,House of Representatives,1975,1985,"McDonald, Lawrence P."
M000404,7.0,Democratic,Washington,House of Representatives,1989,2017,"McDermott, Jim"
M000399,10.0,Republican,Pennsylvania,House of Representatives,1963,1999,"McDade, Joseph M."
M000398,4.0,Democratic,Oklahoma,House of Representatives,1981,1995,"McCurdy, Dave"
M000388,4.0,Republican,Louisiana,House of Representatives,1987,2011,"McCrery, Jim"
