bioguideid,congress,introducedDate,actionDate,text,number,policyArea,title,type,url
I000024,113,2013-12-17,2013-12-17,Read twice and referred to the Committee on Finance. (text of measure as introduced: CR S8916),1834,{'name': 'Taxation'},A bill to amend the Internal Revenue Code of 1986 to permanently extend the depreciation rules for property used predominantly within an Indian reservation.,S,https://api.congress.gov/v3/bill/113/s/1834?format=json
I000024,113,2013-12-17,2013-12-17,Read twice and referred to the Committee on Finance.,1833,{'name': 'Taxation'},A bill to amend the Internal Revenue Code of 1986 to eliminate the taxable income limit on percentage depletion for oil and natural gas produced from marginal properties.,S,https://api.congress.gov/v3/bill/113/s/1833?format=json
I000024,113,2013-07-29,2013-07-29,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",1380,{'name': 'Transportation and Public Works'},Preserving Jobs in the Oilfield Act of 2013,S,https://api.congress.gov/v3/bill/113/s/1380?format=json
I000024,113,2013-07-24,2013-07-24,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",1355,{'name': 'Transportation and Public Works'},"A bill to provide regulatory parity among alternative fuel vehicles, and for other purposes.",S,https://api.congress.gov/v3/bill/113/s/1355?format=json
I000024,113,2013-06-26,2013-06-26,Read twice and referred to the Committee on Energy and Natural Resources.,1234,{'name': 'Energy'},Fracturing Regulations are Effective in State Hands Act,S,https://api.congress.gov/v3/bill/113/s/1234?format=json
I000024,113,2013-06-26,2013-06-26,Read twice and referred to the Committee on Energy and Natural Resources.,1233,{'name': 'Energy'},Federal Land Freedom Act of 2013,S,https://api.congress.gov/v3/bill/113/s/1233?format=json
I000024,113,2013-05-15,2013-05-15,Read twice and referred to the Committee on Energy and Natural Resources.,965,{'name': 'Energy'},Iran Sanctions Implementation Act of 2013,S,https://api.congress.gov/v3/bill/113/s/965?format=json
I000024,113,2013-04-25,2013-04-25,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,843,{'name': 'Crime and Law Enforcement'},Ammunition Management for More Obtainability Act of 2013,S,https://api.congress.gov/v3/bill/113/s/843?format=json
I000024,113,2013-04-24,2013-04-25,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 65.,799,{'name': 'Economics and Public Finance'},A bill to provide for a sequester replacement.,S,https://api.congress.gov/v3/bill/113/s/799?format=json
I000024,113,2013-03-19,2013-03-19,Read twice and referred to the Committee on Armed Services.,614,{'name': 'Armed Forces and National Security'},A bill to require the continuation of tuition assistance programs for members of the Armed Forces for the remainder of fiscal year 2013.,S,https://api.congress.gov/v3/bill/113/s/614?format=json
I000024,113,2013-03-11,2013-03-11,Read twice and referred to the Committee on Indian Affairs.,513,{'name': 'Water Resources Development'},A bill to clarify the role of the Cherokee Nation of Oklahoma regarding the maintenance of the W.D. Mayo Lock and Dam in the State of Oklahoma.,S,https://api.congress.gov/v3/bill/113/s/513?format=json
I000024,113,2013-03-07,2013-03-07,Read twice and referred to the Committee on Foreign Relations.,498,{'name': 'International Affairs'},Zimbabwe Sanctions Repeal Act of 2013,S,https://api.congress.gov/v3/bill/113/s/498?format=json
I000024,113,2013-03-06,2013-03-11,Sponsor introductory remarks on measure. (CR S1589),484,{'name': 'Environmental Protection'},Lead Exposure Reduction Amendments Act of 2013,S,https://api.congress.gov/v3/bill/113/s/484?format=json
I000024,113,2013-03-05,2013-03-05,Read twice and referred to the Committee on Homeland Security and Governmental Affairs. (text of measure as introduced: CR S1133),464,{'name': 'Government Operations and Politics'},English Language Unity Act of 2013,S,https://api.congress.gov/v3/bill/113/s/464?format=json
I000024,113,2013-01-31,2013-01-31,Read twice and referred to the Committee on Foreign Relations.,207,{'name': 'International Affairs'},"A bill to restrict the sale, lease, transfer, retransfer, or delivery of F-16 aircraft, M1 tanks, or certain other defense articles or services to the Government of Egypt.",S,https://api.congress.gov/v3/bill/113/s/207?format=json
I000024,113,2013-02-27,2013-02-28,Motion to proceed to consideration of measure withdrawn in Senate. (consideration: CR S991),16,{'name': 'Economics and Public Finance'},A bill to provide for a sequester replacement.,S,https://api.congress.gov/v3/bill/113/s/16?format=json
I000024,113,2014-09-08,2014-09-08,Read twice and referred to the Committee on Foreign Relations.,43,{'name': 'International Affairs'},Authorization for Use of Force Against the Organization Called the Islamic State,SJRES,https://api.congress.gov/v3/bill/113/sjres/43?format=json
I000024,113,2014-11-17,2014-11-20,Resolution agreed to in Senate without amendment and with a preamble by Unanimous Consent.,580,{'name': 'Families'},"A resolution expressing support for the goals of National Adoption Day and National Adoption Month by promoting national awareness of adoption and the children awaiting families, celebrating children and families involved in adoption, and encouraging the people of the United States to secure safety, permanency, and well-being for all children.",SRES,https://api.congress.gov/v3/bill/113/sres/580?format=json
I000024,113,2014-04-03,2014-04-03,Referred to the Committee on Foreign Relations. (text of measure as introduced: CR S2166),411,{'name': 'International Affairs'},A resolution expressing the sense of the Senate with respect to the territorial integrity and sovereignty of the Republic of Moldova.,SRES,https://api.congress.gov/v3/bill/113/sres/411?format=json
I000024,113,2014-02-27,2014-02-27,Referred to the Committee on Foreign Relations. (text of measure as introduced: CR S1237),364,{'name': 'International Affairs'},"A resolution expressing support for the internal rebuilding, resettlement, and reconciliation within Sri Lanka that are necessary to ensure a lasting peace.",SRES,https://api.congress.gov/v3/bill/113/sres/364?format=json
I000024,113,2013-06-27,2013-06-27,Referred to the Committee on Foreign Relations. (text of measure as introduced: CR S5506),190,{'name': 'International Affairs'},A resolution expressing the sense of the Senate that foreign assistance for child welfare should adhere to the goals of the United States Government Action Plan on Children in Adversity.,SRES,https://api.congress.gov/v3/bill/113/sres/190?format=json
I000024,113,2013-03-07,2013-03-07,Referred to the Committee on Foreign Relations. (text of measure as introduced: CR S1271-1272),69,{'name': 'International Affairs'},A resolution calling for the protections of religious minority rights and freedoms in the Arab world.,SRES,https://api.congress.gov/v3/bill/113/sres/69?format=json
I000024,112,2012-02-01,2012-02-02,"Amendment SA 1500, under the order of 2/2/2012, not having achieved 60 votes in the affirmative, was not agreed to in Senate by Yea-Nay Vote. 26 - 73. Record Vote Number: 9. ",,{},,,https://api.congress.gov/v3/amendment/112/samdt/1500?format=json
I000024,112,2011-11-28,,,,{},,,https://api.congress.gov/v3/amendment/112/samdt/1400?format=json
I000024,112,2011-11-28,,,,{},,,https://api.congress.gov/v3/amendment/112/samdt/1363?format=json
I000024,112,2011-11-28,,,,{},,,https://api.congress.gov/v3/amendment/112/samdt/1362?format=json
I000024,112,2011-11-28,,,,{},,,https://api.congress.gov/v3/amendment/112/samdt/1361?format=json
I000024,112,2011-11-18,,,,{},,,https://api.congress.gov/v3/amendment/112/samdt/1340?format=json
I000024,112,2011-11-18,,,,{},,,https://api.congress.gov/v3/amendment/112/samdt/1339?format=json
I000024,112,2011-11-18,,,,{},,,https://api.congress.gov/v3/amendment/112/samdt/1338?format=json
I000024,112,2011-11-18,,,,{},,,https://api.congress.gov/v3/amendment/112/samdt/1334?format=json
I000024,112,2011-11-18,,,,{},,,https://api.congress.gov/v3/amendment/112/samdt/1333?format=json
I000024,112,2011-11-18,,,,{},,,https://api.congress.gov/v3/amendment/112/samdt/1337?format=json
I000024,112,2011-11-18,,,,{},,,https://api.congress.gov/v3/amendment/112/samdt/1336?format=json
I000024,112,2011-11-17,,,,{},,,https://api.congress.gov/v3/amendment/112/samdt/1213?format=json
I000024,112,2011-11-17,,,,{},,,https://api.congress.gov/v3/amendment/112/samdt/1212?format=json
I000024,112,2011-11-17,2011-12-01,Proposed amendment SA 1093 withdrawn in Senate. (consideration: CR S8107),,{},,,https://api.congress.gov/v3/amendment/112/samdt/1093?format=json
I000024,112,2011-11-17,2011-11-30,Proposed amendment SA 1101 withdrawn in Senate. (consideration: CR S8062),,{},,,https://api.congress.gov/v3/amendment/112/samdt/1101?format=json
I000024,112,2011-11-17,2011-12-01,Amendment SA 1100 ruled non-germane by the chair. ,,{},,,https://api.congress.gov/v3/amendment/112/samdt/1100?format=json
I000024,112,2011-11-17,2011-12-01,Amendment SA 1099 ruled non-germane by the chair. ,,{},,,https://api.congress.gov/v3/amendment/112/samdt/1099?format=json
I000024,112,2011-11-17,2011-11-30,Amendment SA 1098 as modified agreed to in Senate by Voice Vote. (text as modified: CR S8061),,{},,,https://api.congress.gov/v3/amendment/112/samdt/1098?format=json
I000024,112,2011-11-17,2011-12-01,Amendment SA 1097 ruled non-germane by the chair. ,,{},,,https://api.congress.gov/v3/amendment/112/samdt/1097?format=json
I000024,112,2011-11-17,2011-11-30,"Proposed amendment SA 1096 withdrawn in Senate. (consideration: CR S8012, S8062)",,{},,,https://api.congress.gov/v3/amendment/112/samdt/1096?format=json
I000024,112,2011-11-17,2011-11-30,Proposed amendment SA 1095 withdrawn in Senate. (consideration: CR S8062),,{},,,https://api.congress.gov/v3/amendment/112/samdt/1095?format=json
I000024,112,2011-11-17,2011-11-30,"Proposed amendment SA 1094 withdrawn in Senate. (consideration: CR S8012, S8062)",,{},,,https://api.congress.gov/v3/amendment/112/samdt/1094?format=json
I000024,112,2011-11-17,2011-11-30,Amendment SA 1102 agreed to in Senate by Unanimous Consent. ,,{},,,https://api.congress.gov/v3/amendment/112/samdt/1102?format=json
I000024,112,2011-11-15,,,,{},,,https://api.congress.gov/v3/amendment/112/samdt/1001?format=json
I000024,112,2011-11-15,,,,{},,,https://api.congress.gov/v3/amendment/112/samdt/999?format=json
I000024,112,2011-10-04,,,,{},,,https://api.congress.gov/v3/amendment/112/samdt/718?format=json
I000024,112,2011-06-13,,,,{},,,https://api.congress.gov/v3/amendment/112/samdt/459?format=json
I000024,112,2011-06-09,2011-06-21,Considered by Senate. (consideration: CR S3962),,{},,,https://api.congress.gov/v3/amendment/112/samdt/438?format=json
I000024,112,2011-06-08,2011-06-21,Considered by Senate. (consideration: CR S3962),,{},,,https://api.congress.gov/v3/amendment/112/samdt/430?format=json
I000024,112,2011-06-08,,,,{},,,https://api.congress.gov/v3/amendment/112/samdt/429?format=json
I000024,112,2011-02-15,2011-02-17,Amendment SA 86 agreed to in Senate by Unanimous Consent. ,,{},,,https://api.congress.gov/v3/amendment/112/samdt/86?format=json
I000024,112,2011-02-01,2011-02-17,Amendment SA 7 as modified agreed to in Senate by Voice Vote. ,,{},,,https://api.congress.gov/v3/amendment/112/samdt/7?format=json
I000024,112,2011-02-01,2011-02-14,Proposed amendment SA 6 withdrawn in Senate. (consideration: CR S670-671),,{},,,https://api.congress.gov/v3/amendment/112/samdt/6?format=json
I000024,112,2012-09-20,2012-09-20,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry. (text of measure as introduced: CR S6554-6555)",3602,{'name': 'Agriculture and Food'},Food Stamp Restoration Act of 2012,S,https://api.congress.gov/v3/bill/112/s/3602?format=json
I000024,112,2012-08-01,2012-08-01,Read twice and referred to the Committee on Finance.,3473,{'name': 'Health'},Sequestration Prevention Act of 2012,S,https://api.congress.gov/v3/bill/112/s/3473?format=json
I000024,112,2012-07-19,2012-07-19,Read twice and referred to the Committee on the Judiciary.,3415,{'name': 'Government Operations and Politics'},Government Transparency and Recordkeeping Act of 2012,S,https://api.congress.gov/v3/bill/112/s/3415?format=json
I000024,112,2012-06-06,2012-06-07,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 422.,3268,{'name': 'Transportation and Public Works'},Pilot's Bill of Rights,S,https://api.congress.gov/v3/bill/112/s/3268?format=json
I000024,112,2012-05-16,2012-05-16,Read twice and referred to the Committee on Finance.,3195,{'name': 'Foreign Trade and International Finance'},A bill to suspend temporarily the duty on certain fishing reels.,S,https://api.congress.gov/v3/bill/112/s/3195?format=json
I000024,112,2012-05-09,2012-05-09,Read twice and referred to the Committee on Environment and Public Works.,3053,{'name': 'Environmental Protection'},EPA Regional Oversight Act of 2012,S,https://api.congress.gov/v3/bill/112/s/3053?format=json
I000024,112,2012-03-29,2012-09-19,Placed on Senate Legislative Calendar under General Orders. Calendar No. 519.,2282,{'name': 'Water Resources Development'},North American Wetlands Conservation Extension Act of 2012,S,https://api.congress.gov/v3/bill/112/s/2282?format=json
I000024,112,2012-03-29,2012-03-29,Read twice and referred to the Committee on Finance.,2265,{'name': 'Health'},CT Colonography Screening for Colorectal Cancer Act of 2012,S,https://api.congress.gov/v3/bill/112/s/2265?format=json
I000024,112,2012-03-28,2012-03-28,Read twice and referred to the Committee on Energy and Natural Resources. (text of measure as introduced: CR S2167-2168),2248,{'name': 'Energy'},Fracturing Regulations are Effective in State Hands Act,S,https://api.congress.gov/v3/bill/112/s/2248?format=json
I000024,112,2012-03-08,2012-03-08,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",2174,{'name': 'Transportation and Public Works'},"A bill to exempt natural gas vehicles from certain maximum fuel economy increase standards, and for other purposes.",S,https://api.congress.gov/v3/bill/112/s/2174?format=json
I000024,112,2012-03-01,2012-03-01,Read twice and referred to the Committee on Environment and Public Works.,2148,{'name': 'Environmental Protection'},Lead Exposure Reduction Amendments Act of 2012,S,https://api.congress.gov/v3/bill/112/s/2148?format=json
I000024,112,2011-12-08,2011-12-08,Read twice and referred to the Committee on Environment and Public Works.,1971,{'name': 'Environmental Protection'},Comprehensive Assessment of Regulations on the Economy Act of 2011,S,https://api.congress.gov/v3/bill/112/s/1971?format=json
I000024,112,2011-10-04,2011-10-04,Read twice and referred to the Committee on Foreign Relations.,1646,{'name': 'International Affairs'},Zimbabwe Sanctions Repeal Act of 2011,S,https://api.congress.gov/v3/bill/112/s/1646?format=json
I000024,112,2011-09-20,2011-09-20,Read twice and referred to the Committee on Finance.,1583,{'name': 'Taxation'},Storm Shelter Tax Relief Act,S,https://api.congress.gov/v3/bill/112/s/1583?format=json
I000024,112,2011-09-13,2011-09-13,Read twice and referred to the Committee on the Judiciary.,1545,{'name': 'Immigration'},A bill to designate Taiwan as a visa waiver program country under section 217(c) of the Immigration and Nationality Act.,S,https://api.congress.gov/v3/bill/112/s/1545?format=json
I000024,112,2011-07-06,2012-08-03,Became Public Law No: 112-153.,1335,{'name': 'Transportation and Public Works'},Pilot's Bill of Rights,S,https://api.congress.gov/v3/bill/112/s/1335?format=json
I000024,112,2011-05-26,2011-05-26,Read twice and referred to the Committee on Environment and Public Works.,1085,{'name': 'Environmental Protection'},"A bill to amend the Clean Air Act to define next generation biofuel, and to allow States the option of not participating in the corn ethanol portions of the renewable fuel standard due to conflicts with agricultural, economic, energy, and environmental goals.",S,https://api.congress.gov/v3/bill/112/s/1085?format=json
I000024,112,2011-05-23,2011-05-23,Read twice and referred to the Committee on Armed Services.,1046,{'name': 'Armed Forces and National Security'},Guantanamo Bay Detention Facility Detention Act of 2011,S,https://api.congress.gov/v3/bill/112/s/1046?format=json
I000024,112,2011-05-17,2011-05-18,Sponsor introductory remarks on measure. (CR S3107-3108),1008,{'name': 'Taxation'},A bill to amend the Internal Revenue Code of 1986 to permanently extend the depreciation rules for property used predominantly within an Indian reservation.,S,https://api.congress.gov/v3/bill/112/s/1008?format=json
I000024,112,2011-05-17,2011-05-18,Sponsor introductory remarks on measure. (CR S3107),1007,{'name': 'Taxation'},A bill to amend the Internal Revenue Code of 1986 to eliminate the taxable income limit on percentage depletion for oil and natural gas produced from marginal properties.,S,https://api.congress.gov/v3/bill/112/s/1007?format=json
I000024,112,2011-05-16,2011-05-16,Read twice and referred to the Committee on Environment and Public Works.,999,{'name': 'Environmental Protection'},Small System Safe Drinking Water Act of 2011,S,https://api.congress.gov/v3/bill/112/s/999?format=json
I000024,112,2011-04-13,2012-01-13,Placed on Senate Legislative Calendar under General Orders. Calendar No. 279.,802,{'name': 'Water Resources Development'},Lake Thunderbird Efficient Use Act of 2011,S,https://api.congress.gov/v3/bill/112/s/802?format=json
I000024,112,2011-03-17,2011-03-17,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",610,{'name': 'Public Lands and Natural Resources'},Help to Access Land for the Education of Scouts,S,https://api.congress.gov/v3/bill/112/s/610?format=json
I000024,112,2011-03-17,2011-03-17,Read twice and referred to the Committee on Environment and Public Works.,609,{'name': 'Environmental Protection'},Comprehensive Assessment of Regulations on the Economy Act of 2011,S,https://api.congress.gov/v3/bill/112/s/609?format=json
I000024,112,2011-03-08,2011-03-08,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,503,{'name': 'Government Operations and Politics'},English Language Unity Act of 2011,S,https://api.congress.gov/v3/bill/112/s/503?format=json
I000024,112,2011-03-03,2011-03-10,Sponsor introductory remarks on measure. (CR S1517-1518),482,{'name': 'Environmental Protection'},Energy Tax Prevention Act of 2011,S,https://api.congress.gov/v3/bill/112/s/482?format=json
I000024,112,2011-02-16,2011-02-16,Read twice and referred to the Committee on the Budget.,360,{'name': 'Economics and Public Finance'},Honest Expenditure Limitation Program Act of 2011,S,https://api.congress.gov/v3/bill/112/s/360?format=json
I000024,112,2012-02-16,2012-06-20,Motion to proceed to consideration of measure rejected in Senate by Yea-Nay Vote. 46 - 53. Record Vote Number: 139. (consideration: CR S4334),37,{'name': 'Environmental Protection'},A joint resolution to disapprove a rule promulgated by the Administrator of the Environmental Protection Agency relating to emission standards for certain steam generating units.,SJRES,https://api.congress.gov/v3/bill/112/sjres/37?format=json
I000024,112,2012-09-13,2012-09-13,Referred to the Committee on Foreign Relations. (text of measure as introduced: CR S6345),556,{'name': 'International Affairs'},A resolution expressing the sense of the Senate that foreign assistance funding to the Governments of Libya and Egypt should be suspended until the President certifies to Congress that both governments are providing proper security at United States embassies and consulates pursuant to the Vienna Convention on Consular Relations.,SRES,https://api.congress.gov/v3/bill/112/sres/556?format=json
I000024,112,2012-05-17,2012-09-22,Resolution agreed to in Senate with an amendment and an amended preamble by Unanimous Consent.,466,{'name': 'International Affairs'},A resolution calling for the release from prison of former Prime Minister of Ukraine Yulia Tymoshenko.,SRES,https://api.congress.gov/v3/bill/112/sres/466?format=json
I000024,112,2011-05-17,2011-05-17,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S3061; text as passed Senate: CR S3061; text of measure as introduced: CR S3059-3060)",186,{'name': 'Armed Forces and National Security'},"A resolution honoring the 100th anniversary of the United States Army Field Artillery School at Fort Sill, Oklahoma.",SRES,https://api.congress.gov/v3/bill/112/sres/186?format=json
I000024,112,2011-04-14,2011-04-14,Referred to the Committee on Foreign Relations. (text of measure as introduced: CR S2543),150,{'name': 'International Affairs'},A resolution calling for the protection of religious minority rights and freedoms in the Arab world.,SRES,https://api.congress.gov/v3/bill/112/sres/150?format=json
I000024,112,2011-01-25,2011-01-25,Referred to the Committee on Rules and Administration. (text of measure as introduced: CR S245),23,{'name': 'Congress'},A resolution to prohibit unauthorized earmarks.,SRES,https://api.congress.gov/v3/bill/112/sres/23?format=json
I000024,112,2011-04-06,2011-04-06,Referred to the Committee on the Judiciary. (text of measure as introduced: CR S2212),11,{'name': 'Law'},A concurrent resolution expressing the sense of Congress with respect to the Obama administration's discontinuing to defend the Defense of Marriage Act.,SCONRES,https://api.congress.gov/v3/bill/112/sconres/11?format=json
I000024,115,2018-05-24,2018-05-24,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S2942; text: CR S2940)",528,{'name': 'Transportation and Public Works'},"A resolution designating the week of May 20 through May 26, 2018, as ""National Public Works Week"".",SRES,https://api.congress.gov/v3/bill/115/sres/528?format=json
I000024,116,2019-02-07,,,,{},,,https://api.congress.gov/v3/amendment/116/samdt/163?format=json
I000024,116,2019-01-29,,,,{},,,https://api.congress.gov/v3/amendment/116/samdt/68?format=json
I000024,115,2018-08-23,2018-08-23,Read twice and referred to the Committee on the Judiciary.,3372,{'name': 'Immigration'},Asylum Abuse Reduction Act,S,https://api.congress.gov/v3/bill/115/s/3372?format=json
I000024,115,2018-12-17,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/4141?format=json
I000024,115,2018-01-11,2018-01-11,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,2299,{'name': 'Emergency Management'},Wildfire Regulatory Relief Act of 2018,S,https://api.congress.gov/v3/bill/115/s/2299?format=json
I000024,115,2017-01-30,2018-05-15,Committee on Small Business and Entrepreneurship. Hearings held. Hearings printed: S.Hrg. 115-322.,9,{'name': 'Finance and Financial Sector'},"A joint resolution providing for congressional disapproval under chapter 8, of title 5, United States Code, of the rule submitted by the Securities and Exchange Commission relating to the disclosure of payments by resource extraction issuers.",SJRES,https://api.congress.gov/v3/bill/115/sjres/9?format=json
I000024,115,2018-09-18,2018-09-18,Read twice and referred to the Committee on Finance.,3465,{'name': 'Health'},CT Colonography Screening for Colorectal Cancer Act of 2018,S,https://api.congress.gov/v3/bill/115/s/3465?format=json
I000024,115,2018-07-26,2018-07-26,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",3293,{'name': 'Transportation and Public Works'},A bill to provide for the use of unleaded aviation gasoline.,S,https://api.congress.gov/v3/bill/115/s/3293?format=json
I000024,115,2017-09-26,2017-10-03,Committee on Energy and Natural Resources Subcommittee on Energy. Hearings held. With printed Hearing: S.Hrg. 115-318.,1860,{'name': 'Energy'},PARs Act,S,https://api.congress.gov/v3/bill/115/s/1860?format=json
I000024,115,2018-08-16,2018-08-23,Amendment SA 3731 agreed to in Senate by Unanimous Consent. ,,{},,,https://api.congress.gov/v3/amendment/115/samdt/3731?format=json
I000024,115,2018-07-24,2018-07-31,Amendment SA 3480 agreed to in Senate by Voice Vote. ,,{},,,https://api.congress.gov/v3/amendment/115/samdt/3480?format=json
I000024,115,2018-07-26,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/3660?format=json
I000024,115,2018-07-24,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/3478?format=json
I000024,115,2018-07-24,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/3479?format=json
I000024,115,2018-05-10,2018-05-10,Read twice and referred to the Committee on Veterans' Affairs.,2819,{'name': 'Armed Forces and National Security'},A bill to require the Secretary of Veterans Affairs to report on opioid prescribing rates of physicians of the Veterans Health Administration and to conduct pain management training for those physicians with the highest rates of opioid prescribing.,S,https://api.congress.gov/v3/bill/115/s/2819?format=json
I000024,115,2017-06-08,2017-06-08,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",1320,{'name': 'Transportation and Public Works'},FLIGHT Act of 2017,S,https://api.congress.gov/v3/bill/115/s/1320?format=json
I000024,115,2018-06-27,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/3344?format=json
I000024,115,2018-06-27,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/3343?format=json
I000024,115,2018-06-26,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/3199?format=json
I000024,115,2018-06-26,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/3185?format=json
I000024,115,2018-06-06,2018-06-18,"Motion to waive section 4106(b)(1) of H. Con. Res. 71, 115th Congress, with respect to amendment SA 2282, as modified, as amended, agreed to in Senate by Yea-Nay Vote. 81 - 14. Record Vote Number: 127. ",,{},,,https://api.congress.gov/v3/amendment/115/samdt/2282?format=json
I000024,115,2018-06-12,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/2792?format=json
I000024,115,2018-06-11,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/2758?format=json
I000024,115,2018-06-11,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/2675?format=json
I000024,115,2018-06-11,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/2674?format=json
I000024,115,2018-06-07,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/2511?format=json
I000024,115,2018-06-07,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/2429?format=json
I000024,115,2018-06-07,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/2421?format=json
I000024,115,2018-06-07,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/2404?format=json
I000024,115,2018-06-07,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/2403?format=json
I000024,115,2018-06-07,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/2402?format=json
I000024,115,2018-06-06,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/2353?format=json
I000024,115,2018-06-06,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/2277?format=json
I000024,115,2018-06-06,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/2278?format=json
I000024,115,2018-06-06,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/2280?format=json
I000024,115,2018-06-06,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/2281?format=json
I000024,115,2018-06-06,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/2279?format=json
I000024,115,2018-04-16,2018-04-16,Read twice and referred to the Committee on Finance.,2675,{'name': 'Taxation'},A bill to amend the Internal Revenue Code of 1986 to permanently extend the depreciation rules for property used predominantly within an Indian reservation.,S,https://api.congress.gov/v3/bill/115/s/2675?format=json
I000024,115,2018-04-16,2018-04-16,Read twice and referred to the Committee on Finance.,2674,{'name': 'Taxation'},A bill to amend the Internal Revenue Code of 1986 to eliminate the taxable income limit on percentage depletion for oil and natural gas produced from marginal properties.,S,https://api.congress.gov/v3/bill/115/s/2674?format=json
I000024,115,2017-03-29,2017-03-29,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",755,{'name': 'Transportation and Public Works'},Fairness for Pilots Act,S,https://api.congress.gov/v3/bill/115/s/755?format=json
I000024,115,2017-05-25,2017-12-20,Became Public Law No: 115-95.,1266,{'name': 'Armed Forces and National Security'},An act to authorize the Secretary of Veterans Affairs to enter into contracts with nonprofit organizations to investigate medical centers of the Department of Veterans Affairs,S,https://api.congress.gov/v3/bill/115/s/1266?format=json
I000024,115,2017-04-04,2017-09-07,Placed on Senate Legislative Calendar under General Orders. Calendar No. 213.,822,{'name': 'Environmental Protection'},BUILD Act,S,https://api.congress.gov/v3/bill/115/s/822?format=json
I000024,115,2018-03-08,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/2186?format=json
I000024,115,2018-03-07,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/2102?format=json
I000024,115,2017-12-04,2017-12-04,Referred to the Committee on Foreign Relations. (text of measure as introduced: CR S7820-7821),348,{'name': 'International Affairs'},A resolution reaffirming the strategic partnership between the United States of America and the Federal Democratic Republic of Ethiopia and encouraging inclusive governance in the Federal Democratic Republic of Ethiopia.,SRES,https://api.congress.gov/v3/bill/115/sres/348?format=json
I000024,115,2018-02-13,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/1949?format=json
I000024,115,2018-02-13,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/1950?format=json
I000024,115,2017-06-26,2017-06-26,Read twice and referred to the Committee on the Judiciary.,1431,{'name': 'Law'},Volunteer Pilot Protection Act of 2017,S,https://api.congress.gov/v3/bill/115/s/1431?format=json
I000024,115,2017-06-26,2017-06-26,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",1432,{'name': 'Transportation and Public Works'},A bill to prevent the Federal Aviation Administration's Aircraft Registry Office from closing during a Government shutdown.,S,https://api.congress.gov/v3/bill/115/s/1432?format=json
I000024,114,2016-07-14,2016-07-14,Read twice and referred to the Committee on the Judiciary.,3260,{'name': 'Law'},Volunteer Pilot Protection Act of 2016,S,https://api.congress.gov/v3/bill/114/s/3260?format=json
I000024,115,2017-06-14,2017-06-14,Read twice and referred to the Committee on Veterans' Affairs.,1356,{'name': 'Armed Forces and National Security'},Veterans Education Improvement Act of 2017,S,https://api.congress.gov/v3/bill/115/s/1356?format=json
I000024,115,2017-12-01,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/1853?format=json
I000024,115,2017-12-01,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/1840?format=json
I000024,115,2017-12-01,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/1845?format=json
I000024,115,2017-12-01,,,,{},,,https://api.congress.gov/v3/amendment/115/samdt/1837?format=json
