bioguideid,congress,introducedDate,actionDate,text,number,policyArea,title,type,url
I000024,111,2009-02-03,,,,{},,,https://api.congress.gov/v3/amendment/111/samdt/188?format=json
I000024,111,2009-02-03,,,,{},,,https://api.congress.gov/v3/amendment/111/samdt/163?format=json
I000024,111,2009-02-03,,,,{},,,https://api.congress.gov/v3/amendment/111/samdt/130?format=json
I000024,111,2009-02-03,,,,{},,,https://api.congress.gov/v3/amendment/111/samdt/115?format=json
I000024,111,2010-11-15,2010-11-15,Read twice and referred to the Committee on Rules and Administration.,3939,{'name': 'Congress'},Earmark Reform and Federal Spending Transparency and Accountability Act of 2011,S,https://api.congress.gov/v3/bill/111/s/3939?format=json
I000024,111,2010-08-05,2010-08-05,Read twice and referred to the Committee on Environment and Public Works.,3736,{'name': 'Environmental Protection'},A bill to amend the Clean Air Act to allow States to opt out of the corn ethanol portions of the renewable fuel standard.,S,https://api.congress.gov/v3/bill/111/s/3736?format=json
I000024,111,2010-08-05,2010-08-05,Read twice and referred to the Committee on Foreign Relations.,3722,{'name': 'International Affairs'},Zimbabwe Sanctions Repeal Act of 2010,S,https://api.congress.gov/v3/bill/111/s/3722?format=json
I000024,111,2010-07-13,2010-07-13,Read twice and referred to the Committee on Energy and Natural Resources.,3573,{'name': 'Water Resources Development'},Lake Thunderbird Efficient Use Act of 2010,S,https://api.congress.gov/v3/bill/111/s/3573?format=json
I000024,111,2010-05-20,2010-05-20,Read twice and referred to the Committee on Armed Services.,3388,{'name': 'Armed Forces and National Security'},Service Member Second Amendment Protection Act of 2010,S,https://api.congress.gov/v3/bill/111/s/3388?format=json
I000024,111,2010-05-04,2010-05-04,Read twice and referred to the Committee on Environment and Public Works.,3296,{'name': 'Environmental Protection'},A bill to delay the implementation of certain final rules of the Environmental Protection Agency in States until accreditation classes are held in the States for a period of at least 1 year.,S,https://api.congress.gov/v3/bill/111/s/3296?format=json
I000024,111,2010-04-20,2010-04-20,Read twice and referred to the Committee on Environment and Public Works.,3230,{'name': 'Environmental Protection'},NEPA Certainty Act,S,https://api.congress.gov/v3/bill/111/s/3230?format=json
I000024,111,2010-03-09,2010-03-09,Read twice and referred to the Committee on the Budget.,3095,{'name': 'Economics and Public Finance'},Honest Expenditure Limitation Program Act of 2010,S,https://api.congress.gov/v3/bill/111/s/3095?format=json
I000024,111,2010-02-25,2010-02-25,Read twice and referred to the Committee on Environment and Public Works.,3038,{'name': 'Environmental Protection'},Small System Safe Drinking Water Act of 2010,S,https://api.congress.gov/v3/bill/111/s/3038?format=json
I000024,111,2009-10-29,2009-10-29,Read twice and referred to the Committee on Finance.,2083,{'name': 'Foreign Trade and International Finance'},A bill to suspend temporarily the duty on artificial flowers of manmade fibers assembled as swags.,S,https://api.congress.gov/v3/bill/111/s/2083?format=json
I000024,111,2009-10-29,2009-10-29,Read twice and referred to the Committee on Finance.,2084,{'name': 'Foreign Trade and International Finance'},A bill to suspend temporarily the duty on artificial flowers of manmade fibers assembled as wreaths.,S,https://api.congress.gov/v3/bill/111/s/2084?format=json
I000024,111,2009-10-29,2009-10-29,Read twice and referred to the Committee on Finance.,2082,{'name': 'Foreign Trade and International Finance'},A bill to suspend temporarily the duty on artificial flowers of manmade fibers assembled as floral sprays.,S,https://api.congress.gov/v3/bill/111/s/2082?format=json
I000024,111,2009-07-10,2009-07-10,Read twice and referred to the Committee on Rules and Administration.,1443,{'name': 'Government Operations and Politics'},A bill to amend the Uniformed and Overseas Citizens Absentee Voting Act to modify State responsibilities under such Act.,S,https://api.congress.gov/v3/bill/111/s/1443?format=json
I000024,111,2009-06-11,2010-04-28,Committee on Energy and Natural Resources Subcommittee on Public Lands and Forests. Hearings held.,1241,{'name': 'Public Lands and Natural Resources'},A bill to amend Public Law 106-206 to direct the Secretary of the Interior and the Secretary of Agriculture to require annual permits and assess annual fees for commercial filming activities on Federal land for film crews of 5 persons or fewer.,S,https://api.congress.gov/v3/bill/111/s/1241?format=json
I000024,111,2009-06-08,2009-06-08,"Read twice and referred to the Committee on Commerce, Science, and Transportation. (text of measure as introduced: CR S6266)",1205,{'name': 'Transportation and Public Works'},"A bill to exempt guides for hire and other operators of uninspected vessels on Lake Texoma from Coast Guard and other regulations, and for other purposes.",S,https://api.congress.gov/v3/bill/111/s/1205?format=json
I000024,111,2009-05-06,2009-05-06,Read twice and referred to the Committee on Homeland Security and Governmental Affairs. (text of measure as introduced: CR S5241),992,{'name': 'Government Operations and Politics'},National Language Act of 2009,S,https://api.congress.gov/v3/bill/111/s/992?format=json
I000024,111,2009-05-06,2009-05-06,Read twice and referred to the Committee on Homeland Security and Governmental Affairs. (text of measure as introduced: CR S5240-5241),991,{'name': 'Government Operations and Politics'},English Language Unity Act of 2009,S,https://api.congress.gov/v3/bill/111/s/991?format=json
I000024,111,2009-03-24,2009-03-24,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",680,{'name': 'Finance and Financial Sector'},A bill to limit Federal emergency economic assistance payments to certain recipients.,S,https://api.congress.gov/v3/bill/111/s/680?format=json
I000024,111,2009-03-19,2009-03-19,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",639,{'name': 'Transportation and Public Works'},"A bill to amend the definition of commercial motor vehicle in section 31101 of title 49, United States Code, to exclude certain farm vehicles, and for other purposes.",S,https://api.congress.gov/v3/bill/111/s/639?format=json
I000024,111,2009-03-03,2009-03-03,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",521,{'name': 'Finance and Financial Sector'},TARP Oversight Enhancement Act,S,https://api.congress.gov/v3/bill/111/s/521?format=json
I000024,111,2009-02-12,2009-02-12,Read twice and referred to the Committee on Environment and Public Works. (text of measure as introduced: CR S2243-2244),430,{'name': 'Economics and Public Finance'},Economic Development Administration Reauthorization Act of 2009,S,https://api.congress.gov/v3/bill/111/s/430?format=json
I000024,111,2009-02-03,2009-07-29,Star Print ordered on the bill.,370,{'name': 'Armed Forces and National Security'},Guantanamo Bay Detention Facility Safe Closure Act of 2009,S,https://api.congress.gov/v3/bill/111/s/370?format=json
I000024,111,2009-01-21,2009-01-21,Read twice and referred to the Committee on Finance.,288,{'name': 'Taxation'},A bill to amend the Internal Revenue Code of 1986 to permanently extend the depreciation rules for property used predominantly within an Indian reservation.,S,https://api.congress.gov/v3/bill/111/s/288?format=json
I000024,111,2009-01-21,2009-01-21,Read twice and referred to the Committee on Finance.,287,{'name': 'Taxation'},"A bill to amend the Internal Revenue Code of 1986 to provide for the full deduction allowable with respect to income attributable to domestic production activities, and for other purposes.",S,https://api.congress.gov/v3/bill/111/s/287?format=json
I000024,111,2009-01-21,2009-01-21,Read twice and referred to the Committee on Energy and Natural Resources.,290,{'name': 'Energy'},A bill to repeal a requirement with respect to the procurement and acquisition of alternative fuels.,S,https://api.congress.gov/v3/bill/111/s/290?format=json
I000024,111,2009-01-21,2009-01-21,Read twice and referred to the Committee on Finance.,289,{'name': 'Taxation'},A bill to amend the Internal Revenue Code of 1986 to eliminate the taxable income limit on percentage depletion for oil and natural gas produced from marginal properties.,S,https://api.congress.gov/v3/bill/111/s/289?format=json
I000024,111,2009-01-21,2009-01-21,Read twice and referred to the Committee on Finance.,286,{'name': 'Taxation'},Marginal Well Production Preservation and Enhancement Act,S,https://api.congress.gov/v3/bill/111/s/286?format=json
I000024,111,2009-01-09,2009-01-09,Read twice and referred to the Committee on Energy and Natural Resources.,192,{'name': 'Water Resources Development'},McGee Creek Project Pipeline and Associated Facilities Conveyance Act,S,https://api.congress.gov/v3/bill/111/s/192?format=json
I000024,111,2009-01-06,2009-01-06,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",62,"{'name': 'Science, Technology, Communications'}",Broadcaster Freedom Act of 2009,S,https://api.congress.gov/v3/bill/111/s/62?format=json
I000024,111,2009-01-06,2009-01-06,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",64,{'name': 'Finance and Financial Sector'},A bill to amend the Emergency Economic Stabilization Act to require approval by the Congress for certain expenditures for the Troubled Asset Relief Program.,S,https://api.congress.gov/v3/bill/111/s/64?format=json
I000024,111,2009-02-12,2009-02-12,Read twice and referred to the Committee on Armed Services.,10,{'name': 'Armed Forces and National Security'},A joint resolution supporting a base Defense Budget that at the very minimum matches 4 percent of gross domestic product.,SJRES,https://api.congress.gov/v3/bill/111/sjres/10?format=json
I000024,111,2010-09-15,2010-09-15,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S7140-7141; text as passed Senate: CR S7140-7141; text of measure as introduced: CR S7139)",624,{'name': 'Armed Forces and National Security'},"A resolution honoring the members of the Army National Guard and Air National Guard of the State of Oklahoma for their service and sacrifice on behalf of the United States since September 11, 2001.",SRES,https://api.congress.gov/v3/bill/111/sres/624?format=json
I000024,111,2010-03-03,2010-03-03,Referred to the Committee on Armed Services. (text of measure as introduced: CR S1030),430,{'name': 'Armed Forces and National Security'},"A resolution commending the members of the 45th Agri-Business Development Team of the Oklahoma National Guard, for their efforts to modernize agriculture and sustainable farming practices in Afghanistan and their dedication and service to the United States.",SRES,https://api.congress.gov/v3/bill/111/sres/430?format=json
I000024,111,2010-02-23,2010-02-23,Referred to the Committee on Armed Services. (text of measure as introduced: CR S711),420,{'name': 'Armed Forces and National Security'},"A resolution honoring the members of the Army National Guard and Air National Guard of the State of Oklahoma for their service and sacrifice on behalf of the United States since September 11, 2001.",SRES,https://api.congress.gov/v3/bill/111/sres/420?format=json
I000024,111,2009-09-10,2009-09-10,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S9273-9274; text as passed Senate: CR S9274; text of measure as introduced: CR S9269)",259,{'name': 'Health'},"A resolution designating September 13, 2009, as ""National Celiac Disease Awareness Day"".",SRES,https://api.congress.gov/v3/bill/111/sres/259?format=json
I000024,111,2009-06-08,2009-06-08,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S6316-6317; text as passed Senate: CR S6317; text of measure as introduced: CR S6273)",171,{'name': 'International Affairs'},"A resolution commending the people who have sacrificed their personal freedoms to bring about democratic change in the People's Republic of China and expressing sympathy for the families of the people who were killed, wounded, or imprisoned, on the occasion of the 20th anniversary of the Tiananmen Square Massacre in Beijing, China from June 3 through 4, 1989.",SRES,https://api.congress.gov/v3/bill/111/sres/171?format=json
I000024,111,2009-06-03,2009-06-03,Referred to the Committee on Foreign Relations. (text of measure as introduced: CR S6050),167,{'name': 'International Affairs'},"A resolution commending the people who have sacrificed their personal freedoms to bring about democratic change in the People's Republic of China and expressing sympathy for the families of the people who were killed, wounded, or imprisoned, on the occasion of the 20th anniversary of the Tiananmen Square Massacre in Beijing, China from June 3 through 4, 1989.",SRES,https://api.congress.gov/v3/bill/111/sres/167?format=json
I000024,111,2009-03-19,2009-03-19,Referred to the Committee on the Judiciary. (text of measure as introduced: CR S3575),79,{'name': 'Government Operations and Politics'},A resolution honoring the life of Paul M. Weyrich and expressing the condolences of the Senate on his passing.,SRES,https://api.congress.gov/v3/bill/111/sres/79?format=json
I000024,110,2008-09-17,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/5623?format=json
I000024,110,2008-09-11,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/5468?format=json
I000024,110,2008-09-11,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/5467?format=json
I000024,110,2008-09-10,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/5377?format=json
I000024,110,2008-09-10,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/5378?format=json
I000024,110,2008-07-24,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/5176?format=json
I000024,110,2008-07-24,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/5178?format=json
I000024,110,2008-07-24,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/5175?format=json
I000024,110,2008-07-24,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/5177?format=json
I000024,110,2008-06-19,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/5019?format=json
I000024,110,2008-06-05,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/4931?format=json
I000024,110,2008-06-05,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/4930?format=json
I000024,110,2008-06-05,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/4889?format=json
I000024,110,2008-06-05,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/4888?format=json
I000024,110,2008-05-21,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/4807?format=json
I000024,110,2008-04-30,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/4606?format=json
I000024,110,2008-04-22,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/4569?format=json
I000024,110,2008-04-22,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/4568?format=json
I000024,110,2008-03-12,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/4262?format=json
I000024,110,2008-03-12,2008-03-13,Proposed amendment SA 4239 withdrawn in Senate. ,,{},,,https://api.congress.gov/v3/amendment/110/samdt/4239?format=json
I000024,110,2007-12-11,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/3827?format=json
I000024,110,2007-11-15,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/3757?format=json
I000024,110,2007-10-19,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/3417?format=json
I000024,110,2007-10-19,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/3416?format=json
I000024,110,2007-10-03,2007-10-03,Amendment SA 3177 agreed to in Senate by Unanimous Consent. ,,{},,,https://api.congress.gov/v3/amendment/110/samdt/3177?format=json
I000024,110,2007-10-03,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/3178?format=json
I000024,110,2007-09-10,2007-09-11,Amendment SA 2796 as modified agreed to in Senate by Voice Vote. (text as modified: CR S11384),,{},,,https://api.congress.gov/v3/amendment/110/samdt/2796?format=json
I000024,110,2007-07-17,2007-09-20,Amendment SA 2293 agreed to in Senate by Unanimous Consent. ,,{},,,https://api.congress.gov/v3/amendment/110/samdt/2293?format=json
I000024,110,2007-07-17,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/2271?format=json
I000024,110,2007-07-16,2007-09-27,Amendment SA 2261 agreed to in Senate by Unanimous Consent. ,,{},,,https://api.congress.gov/v3/amendment/110/samdt/2261?format=json
I000024,110,2007-07-13,2007-09-17,Amendment SA 2201 agreed to in Senate by Unanimous Consent. ,,{},,,https://api.congress.gov/v3/amendment/110/samdt/2201?format=json
I000024,110,2007-07-13,2007-09-17,Amendment SA 2200 agreed to in Senate by Unanimous Consent. ,,{},,,https://api.congress.gov/v3/amendment/110/samdt/2200?format=json
I000024,110,2007-06-27,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/1952?format=json
I000024,110,2007-06-27,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/1951?format=json
I000024,110,2007-06-25,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/1877?format=json
I000024,110,2007-06-25,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/1876?format=json
I000024,110,2007-06-21,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/1856?format=json
I000024,110,2007-06-21,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/1857?format=json
I000024,110,2007-06-20,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/1720?format=json
I000024,110,2007-06-19,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/1667?format=json
I000024,110,2007-06-19,2007-06-20,Amendment SA 1666 ruled out of order by the chair. ,,{},,,https://api.congress.gov/v3/amendment/110/samdt/1666?format=json
I000024,110,2007-06-19,2007-06-21,Amendment SA 1660 agreed to in Senate by Unanimous Consent. ,,{},,,https://api.congress.gov/v3/amendment/110/samdt/1660?format=json
I000024,110,2007-06-19,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/1669?format=json
I000024,110,2007-06-19,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/1668?format=json
I000024,110,2007-06-15,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/1621?format=json
I000024,110,2007-06-15,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/1622?format=json
I000024,110,2007-06-15,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/1619?format=json
I000024,110,2007-06-15,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/1620?format=json
I000024,110,2007-06-15,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/1618?format=json
I000024,110,2007-06-14,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/1599?format=json
I000024,110,2007-06-14,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/1600?format=json
I000024,110,2007-06-14,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/1598?format=json
I000024,110,2007-06-14,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/1601?format=json
I000024,110,2007-06-14,2007-06-21,Amendment SA 1602 agreed to in Senate by Unanimous Consent. ,,{},,,https://api.congress.gov/v3/amendment/110/samdt/1602?format=json
I000024,110,2007-06-14,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/1570?format=json
I000024,110,2007-06-14,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/1576?format=json
I000024,110,2007-06-12,2007-06-13,Amendment SA 1505 not agreed to in Senate by Yea-Nay Vote. 43 - 52. Record Vote Number: 210. ,,{},,,https://api.congress.gov/v3/amendment/110/samdt/1505?format=json
I000024,110,2007-05-22,2007-06-06,Amendment SA 1151 agreed to in Senate by Yea-Nay Vote. 64 - 33. Record Vote Number: 198. ,,{},,,https://api.congress.gov/v3/amendment/110/samdt/1151?format=json
I000024,110,2007-05-01,2007-05-08,Amendment SA 987 as modified agreed to in Senate by Unanimous Consent. (text as modified: CR S5701-5702),,{},,,https://api.congress.gov/v3/amendment/110/samdt/987?format=json
I000024,110,2007-05-01,2007-05-08,Proposed amendment SA 988 withdrawn in Senate. ,,{},,,https://api.congress.gov/v3/amendment/110/samdt/988?format=json
I000024,110,2007-04-24,2007-04-25,Amendment SA 955 as modified agreed to in Senate by Unanimous Consent. (text as modified: CR S5033),,{},,,https://api.congress.gov/v3/amendment/110/samdt/955?format=json
I000024,110,2007-04-24,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/943?format=json
I000024,110,2007-04-16,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/879?format=json
I000024,110,2007-04-16,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/880?format=json
I000024,110,2007-03-27,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/654?format=json
I000024,110,2007-03-08,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/413?format=json
I000024,110,2007-03-07,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/381?format=json
I000024,110,2007-02-08,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/245?format=json
I000024,110,2007-02-08,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/244?format=json
I000024,110,2007-01-23,,,,{},,,https://api.congress.gov/v3/amendment/110/samdt/129?format=json
I000024,110,2008-11-19,2008-11-19,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",3697,{'name': 'Finance and Financial Sector'},A bill to amend the Emergency Economic Stabilization Act to require approval by the Congress for certain expenditures for the Troubled Asset Relief Program.,S,https://api.congress.gov/v3/bill/110/s/3697?format=json
I000024,110,2008-11-17,2008-11-17,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",3683,{'name': 'Finance and Financial Sector'},A bill to amend the Emergency Economic Stabilization Act to require approval by the Congress for certain expenditures for the Troubled Asset Relief Program.,S,https://api.congress.gov/v3/bill/110/s/3683?format=json
I000024,110,2008-07-31,2008-07-31,Read twice and referred to the Committee on Finance.,3395,{'name': 'Taxation'},Marginal Well Production Preservation and Enhancement Act,S,https://api.congress.gov/v3/bill/110/s/3395?format=json
I000024,110,2008-07-17,2008-07-17,Read twice and referred to the Committee on Finance.,3281,{'name': 'Energy'},Drive America on Natural Gas Act of 2008,S,https://api.congress.gov/v3/bill/110/s/3281?format=json
I000024,110,2008-07-17,2008-07-17,Read twice and referred to the Committee on Finance.,3280,{'name': 'Energy'},American Affordable Fuels Act of 2008,S,https://api.congress.gov/v3/bill/110/s/3280?format=json
I000024,110,2008-07-16,2008-07-16,"Read twice and referred to the Committee on Commerce, Science, and Transportation. (text of measure as introduced: CR S6872)",3271,{'name': 'Transportation and Public Works'},"A bill to amend the definition of commercial motor vehicle in section 31101 of title 49, United States Code, to exclude certain farm vehicles, and for other purposes.",S,https://api.congress.gov/v3/bill/110/s/3271?format=json
I000024,110,2008-07-15,2008-07-15,Read twice and referred to the Committee on Environment and Public Works. (text of measure as introduced: CR S6724-6725),3264,{'name': 'Economics and Public Finance'},Economic Development Administration Reauthorization Act of 2008,S,https://api.congress.gov/v3/bill/110/s/3264?format=json
I000024,110,2008-04-17,2008-04-17,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",2876,{'name': 'Public Lands and Natural Resources'},HALE Scouts Act,S,https://api.congress.gov/v3/bill/110/s/2876?format=json
I000024,110,2008-04-07,2008-04-07,Read twice and referred to the Committee on Energy and Natural Resources.,2827,{'name': 'Energy'},A bill to repeal a requirement with respect to the procurement and acquisition of alternative fuels.,S,https://api.congress.gov/v3/bill/110/s/2827?format=json
I000024,110,2008-03-06,2008-03-06,Read twice and referred to the Committee on Finance.,2727,{'name': 'Health'},Preserving Access to Hospice (PATH) Act of 2008,S,https://api.congress.gov/v3/bill/110/s/2727?format=json
I000024,110,2008-03-05,2008-03-06,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 600.,2715,{'name': 'Government Operations and Politics'},National Language Act of 2008,S,https://api.congress.gov/v3/bill/110/s/2715?format=json
I000024,110,2008-02-29,2008-02-29,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs. (text of measure as introduced: CR S1432-1433)",2681,{'name': 'Commemorations'},Code Talkers Recognition Act of 2008,S,https://api.congress.gov/v3/bill/110/s/2681?format=json
I000024,110,2008-02-14,2008-02-14,Read twice and referred to the Committee on Environment and Public Works.,2651,{'name': 'Environmental Protection'},A bill to amend the Clean Air Act to make technical corrections to the renewable fuel standard.,S,https://api.congress.gov/v3/bill/110/s/2651?format=json
I000024,110,2008-01-24,2008-01-24,Read twice and referred to the Committee on Environment and Public Works.,2551,{'name': 'Environmental Protection'},Nuclear Waste Policy Amendments Act of 2008,S,https://api.congress.gov/v3/bill/110/s/2551?format=json
I000024,110,2007-12-18,2007-12-18,Read twice and referred to the Committee on Environment and Public Works.,2509,{'name': 'Environmental Protection'},Small System Safe Drinking Water Act of 2007,S,https://api.congress.gov/v3/bill/110/s/2509?format=json
I000024,110,2007-10-23,2007-10-24,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 439.,2216,{'name': 'Taxation'},A bill to amend the Internal Revenue Code of 1986 to extend the Indian employment credit and the depreciation rules for property used predominantly within an Indian reservation.,S,https://api.congress.gov/v3/bill/110/s/2216?format=json
I000024,110,2007-10-22,2007-10-22,Read twice and referred to the Committee on Homeland Security and Governmental Affairs. (text of measure as introduced: CR S13195-13200),2214,{'name': 'Emergency Management'},FEMA Act,S,https://api.congress.gov/v3/bill/110/s/2214?format=json
I000024,110,2007-10-23,2007-10-24,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 440.,2217,{'name': 'Taxation'},A bill to amend the Internal Revenue Code of 1986 to extend the taxable income limit on percentage depletion for oil and natural gas produced from marginal properties.,S,https://api.congress.gov/v3/bill/110/s/2217?format=json
I000024,110,2007-10-18,2007-10-18,Read twice and referred to the Committee on Finance.,2195,{'name': 'Taxation'},A bill to amend the Internal Revenue Code of 1986 to extend the Indian employment credit and the depreciation rules for property used predominantly within an Indian reservation.,S,https://api.congress.gov/v3/bill/110/s/2195?format=json
I000024,110,2007-10-18,2007-10-18,Referred to the Committee on Finance.,2196,{'name': 'Taxation'},A bill to amend the Internal Revenue Code of 1986 to extend the taxable income limit on percentage depletion for oil and natural gas produced from marginal properties.,S,https://api.congress.gov/v3/bill/110/s/2196?format=json
I000024,110,2007-10-15,2007-10-15,"Read twice and referred to the Committee on Commerce, Science, and Transportation. (text of measure as introduced: CR S12873-12874)",2164,"{'name': 'Science, Technology, Communications'}",NOAA Scholarship Act of 2007,S,https://api.congress.gov/v3/bill/110/s/2164?format=json
I000024,110,2007-08-02,2007-08-02,Read twice and referred to the Committee on Environment and Public Works.,1968,{'name': 'Environmental Protection'},Water Security Act of 2007,S,https://api.congress.gov/v3/bill/110/s/1968?format=json
I000024,110,2007-07-25,2007-08-10,"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties.",1877,{'name': 'Commemorations'},"A bill to amend title 4, United States Code, to prescribe that members of the Armed Forces and veterans out of uniform may render the military salute during hoisting, lowering, or passing of flag.",S,https://api.congress.gov/v3/bill/110/s/1877?format=json
I000024,110,2007-07-19,2008-09-24,Placed on Senate Legislative Calendar under General Orders. Calendar No. 1070.,1828,{'name': 'Environmental Protection'},A bill to require the Administrator of the Environmental Protection Agency to conduct a study of the feasibility of increasing the consumption in the United States of certain ethanol-blended gasoline.,S,https://api.congress.gov/v3/bill/110/s/1828?format=json
I000024,110,2007-07-13,2007-07-13,Read twice and referred to the Committee on Environment and Public Works.,1786,{'name': 'Environmental Protection'},Clean Air Attainment Enforcement Act,S,https://api.congress.gov/v3/bill/110/s/1786?format=json
I000024,110,2007-06-19,2007-06-19,Read twice and referred to the Committee on Environment and Public Works.,1653,{'name': 'Energy'},Convention on Supplementary Compensation for Nuclear Damage Contingent Cost Allocation Act,S,https://api.congress.gov/v3/bill/110/s/1653?format=json
I000024,110,2007-06-15,2007-06-15,Read twice and referred to the Committee on Environment and Public Works.,1637,{'name': 'Government Operations and Politics'},A bill to establish a geothermal heat pump technology acceleration program relating to General Services Administration facilities.,S,https://api.congress.gov/v3/bill/110/s/1637?format=json
I000024,110,2007-06-14,2007-06-14,Read twice and referred to the Committee on Foreign Relations.,1623,{'name': 'International Affairs'},Helms-Biden Reauthorization Act of 2007,S,https://api.congress.gov/v3/bill/110/s/1623?format=json
I000024,110,2007-06-11,2007-12-17,Held at the desk.,1585,{'name': 'Commemorations'},"A bill to designate the Department of Veterans Affairs Outpatient Clinic in Tulsa, Oklahoma, as the ""Ernest Childers Department of Veterans Affairs Outpatient Clinic"".",S,https://api.congress.gov/v3/bill/110/s/1585?format=json
I000024,110,2007-06-07,2008-06-27,Placed on Senate Legislative Calendar under General Orders. Calendar No. 858.,1566,{'name': 'Environmental Protection'},"A bill to amend the Oil Pollution Act of 1990 to improve that Act, and for other purposes.",S,https://api.congress.gov/v3/bill/110/s/1566?format=json
I000024,110,2007-05-24,2007-05-24,Referred to the Committee on Environment and Public Works.,1503,{'name': 'Energy'},Gas Petroleum Refiner Improvement and Community Empowerment Act,S,https://api.congress.gov/v3/bill/110/s/1503?format=json
I000024,110,2007-05-17,2007-12-12,Placed on Senate Legislative Calendar under General Orders. Calendar No. 534.,1429,{'name': 'Environmental Protection'},A bill to amend the Safe Drinking Water Act to reauthorize the provision of technical assistance to small public water systems.,S,https://api.congress.gov/v3/bill/110/s/1429?format=json
I000024,110,2007-05-15,2007-05-15,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",1404,{'name': 'Foreign Trade and International Finance'},Foreign Investment Security Act of 2007,S,https://api.congress.gov/v3/bill/110/s/1404?format=json
I000024,110,2007-05-08,2007-05-08,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,1335,{'name': 'Government Operations and Politics'},S.I. Hayakawa Official English Language Act of 2007,S,https://api.congress.gov/v3/bill/110/s/1335?format=json
