bioguideid,congress,introducedDate,actionDate,text,number,policyArea,title,type,url
I000024,112,2012-08-01,blah,blha,3473,blah,Sequestration Prevention Act of 2012,S,https://api.congress.gov/v3/bill/112/s/3473?format=json
I000024,112,2012-07-19,blah,blha,3415,blah,Government Transparency and Recordkeeping Act of 2012,S,https://api.congress.gov/v3/bill/112/s/3415?format=json
I000024,112,2012-06-06,blah,blha,3268,blah,Pilot's Bill of Rights,S,https://api.congress.gov/v3/bill/112/s/3268?format=json
I000024,112,2012-05-16,blah,blha,3195,blah,A bill to suspend temporarily the duty on certain fishing reels.,S,https://api.congress.gov/v3/bill/112/s/3195?format=json
I000024,112,2012-05-09,blah,blha,3053,blah,EPA Regional Oversight Act of 2012,S,https://api.congress.gov/v3/bill/112/s/3053?format=json
I000024,112,2012-03-29,blah,blha,2282,blah,North American Wetlands Conservation Extension Act of 2012,S,https://api.congress.gov/v3/bill/112/s/2282?format=json
I000024,112,2012-03-29,blah,blha,2265,blah,CT Colonography Screening for Colorectal Cancer Act of 2012,S,https://api.congress.gov/v3/bill/112/s/2265?format=json
I000024,112,2012-03-28,blah,blha,2248,blah,Fracturing Regulations are Effective in State Hands Act,S,https://api.congress.gov/v3/bill/112/s/2248?format=json
I000024,112,2012-03-08,blah,blha,2174,blah,"A bill to exempt natural gas vehicles from certain maximum fuel economy increase standards, and for other purposes.",S,https://api.congress.gov/v3/bill/112/s/2174?format=json
I000024,112,2012-03-01,blah,blha,2148,blah,Lead Exposure Reduction Amendments Act of 2012,S,https://api.congress.gov/v3/bill/112/s/2148?format=json
I000024,112,2011-12-08,blah,blha,1971,blah,Comprehensive Assessment of Regulations on the Economy Act of 2011,S,https://api.congress.gov/v3/bill/112/s/1971?format=json
I000024,112,2011-10-04,blah,blha,1646,blah,Zimbabwe Sanctions Repeal Act of 2011,S,https://api.congress.gov/v3/bill/112/s/1646?format=json
I000024,112,2011-09-20,blah,blha,1583,blah,Storm Shelter Tax Relief Act,S,https://api.congress.gov/v3/bill/112/s/1583?format=json
I000024,112,2011-09-13,blah,blha,1545,blah,A bill to designate Taiwan as a visa waiver program country under section 217(c) of the Immigration and Nationality Act.,S,https://api.congress.gov/v3/bill/112/s/1545?format=json
I000024,112,2011-07-06,blah,blha,1335,blah,Pilot's Bill of Rights,S,https://api.congress.gov/v3/bill/112/s/1335?format=json
I000024,112,2011-05-26,blah,blha,1085,blah,"A bill to amend the Clean Air Act to define next generation biofuel, and to allow States the option of not participating in the corn ethanol portions of the renewable fuel standard due to conflicts with agricultural, economic, energy, and environmental goals.",S,https://api.congress.gov/v3/bill/112/s/1085?format=json
I000024,112,2011-05-23,blah,blha,1046,blah,Guantanamo Bay Detention Facility Detention Act of 2011,S,https://api.congress.gov/v3/bill/112/s/1046?format=json
I000024,112,2011-05-17,blah,blha,1008,blah,A bill to amend the Internal Revenue Code of 1986 to permanently extend the depreciation rules for property used predominantly within an Indian reservation.,S,https://api.congress.gov/v3/bill/112/s/1008?format=json
I000024,112,2011-05-17,blah,blha,1007,blah,A bill to amend the Internal Revenue Code of 1986 to eliminate the taxable income limit on percentage depletion for oil and natural gas produced from marginal properties.,S,https://api.congress.gov/v3/bill/112/s/1007?format=json
I000024,112,2011-05-16,blah,blha,999,blah,Small System Safe Drinking Water Act of 2011,S,https://api.congress.gov/v3/bill/112/s/999?format=json
I000024,112,2011-04-13,blah,blha,802,blah,Lake Thunderbird Efficient Use Act of 2011,S,https://api.congress.gov/v3/bill/112/s/802?format=json
I000024,112,2011-03-17,blah,blha,610,blah,Help to Access Land for the Education of Scouts,S,https://api.congress.gov/v3/bill/112/s/610?format=json
I000024,112,2011-03-17,blah,blha,609,blah,Comprehensive Assessment of Regulations on the Economy Act of 2011,S,https://api.congress.gov/v3/bill/112/s/609?format=json
I000024,112,2011-03-08,blah,blha,503,blah,English Language Unity Act of 2011,S,https://api.congress.gov/v3/bill/112/s/503?format=json
I000024,112,2011-03-03,blah,blha,482,blah,Energy Tax Prevention Act of 2011,S,https://api.congress.gov/v3/bill/112/s/482?format=json
I000024,112,2011-02-16,blah,blha,360,blah,Honest Expenditure Limitation Program Act of 2011,S,https://api.congress.gov/v3/bill/112/s/360?format=json
I000024,112,2012-02-16,blah,blha,37,blah,A joint resolution to disapprove a rule promulgated by the Administrator of the Environmental Protection Agency relating to emission standards for certain steam generating units.,SJRES,https://api.congress.gov/v3/bill/112/sjres/37?format=json
I000024,112,2012-09-13,blah,blha,556,blah,A resolution expressing the sense of the Senate that foreign assistance funding to the Governments of Libya and Egypt should be suspended until the President certifies to Congress that both governments are providing proper security at United States embassies and consulates pursuant to the Vienna Convention on Consular Relations.,SRES,https://api.congress.gov/v3/bill/112/sres/556?format=json
I000024,112,2012-05-17,blah,blha,466,blah,A resolution calling for the release from prison of former Prime Minister of Ukraine Yulia Tymoshenko.,SRES,https://api.congress.gov/v3/bill/112/sres/466?format=json
I000024,112,2011-05-17,blah,blha,186,blah,"A resolution honoring the 100th anniversary of the United States Army Field Artillery School at Fort Sill, Oklahoma.",SRES,https://api.congress.gov/v3/bill/112/sres/186?format=json
I000024,112,2011-04-14,blah,blha,150,blah,A resolution calling for the protection of religious minority rights and freedoms in the Arab world.,SRES,https://api.congress.gov/v3/bill/112/sres/150?format=json
I000024,112,2011-01-25,blah,blha,23,blah,A resolution to prohibit unauthorized earmarks.,SRES,https://api.congress.gov/v3/bill/112/sres/23?format=json
I000024,112,2011-04-06,blah,blha,11,blah,A concurrent resolution expressing the sense of Congress with respect to the Obama administration's discontinuing to defend the Defense of Marriage Act.,SCONRES,https://api.congress.gov/v3/bill/112/sconres/11?format=json
I000024,115,2018-05-24,blah,blha,528,blah,"A resolution designating the week of May 20 through May 26, 2018, as ""National Public Works Week"".",SRES,https://api.congress.gov/v3/bill/115/sres/528?format=json
I000024,116,2019-02-07,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/116/samdt/163?format=json
I000024,116,2019-01-29,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/116/samdt/68?format=json
I000024,115,2018-08-23,blah,blha,3372,blah,Asylum Abuse Reduction Act,S,https://api.congress.gov/v3/bill/115/s/3372?format=json
I000024,115,2018-12-17,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/4141?format=json
I000024,115,2018-01-11,blah,blha,2299,blah,Wildfire Regulatory Relief Act of 2018,S,https://api.congress.gov/v3/bill/115/s/2299?format=json
I000024,115,2017-01-30,blah,blha,9,blah,"A joint resolution providing for congressional disapproval under chapter 8, of title 5, United States Code, of the rule submitted by the Securities and Exchange Commission relating to the disclosure of payments by resource extraction issuers.",SJRES,https://api.congress.gov/v3/bill/115/sjres/9?format=json
I000024,115,2018-09-18,blah,blha,3465,blah,CT Colonography Screening for Colorectal Cancer Act of 2018,S,https://api.congress.gov/v3/bill/115/s/3465?format=json
I000024,115,2018-07-26,blah,blha,3293,blah,A bill to provide for the use of unleaded aviation gasoline.,S,https://api.congress.gov/v3/bill/115/s/3293?format=json
I000024,115,2017-09-26,blah,blha,1860,blah,PARs Act,S,https://api.congress.gov/v3/bill/115/s/1860?format=json
I000024,115,2018-08-16,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/3731?format=json
I000024,115,2018-07-24,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/3480?format=json
I000024,115,2018-07-26,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/3660?format=json
I000024,115,2018-07-24,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/3478?format=json
I000024,115,2018-07-24,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/3479?format=json
I000024,115,2018-05-10,blah,blha,2819,blah,A bill to require the Secretary of Veterans Affairs to report on opioid prescribing rates of physicians of the Veterans Health Administration and to conduct pain management training for those physicians with the highest rates of opioid prescribing.,S,https://api.congress.gov/v3/bill/115/s/2819?format=json
I000024,115,2017-06-08,blah,blha,1320,blah,FLIGHT Act of 2017,S,https://api.congress.gov/v3/bill/115/s/1320?format=json
I000024,115,2018-06-27,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/3344?format=json
I000024,115,2018-06-27,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/3343?format=json
I000024,115,2018-06-26,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/3199?format=json
I000024,115,2018-06-26,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/3185?format=json
I000024,115,2018-06-06,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/2282?format=json
I000024,115,2018-06-12,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/2792?format=json
I000024,115,2018-06-11,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/2758?format=json
I000024,115,2018-06-11,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/2675?format=json
I000024,115,2018-06-11,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/2674?format=json
I000024,115,2018-06-07,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/2511?format=json
I000024,115,2018-06-07,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/2429?format=json
I000024,115,2018-06-07,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/2421?format=json
I000024,115,2018-06-07,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/2404?format=json
I000024,115,2018-06-07,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/2403?format=json
I000024,115,2018-06-07,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/2402?format=json
I000024,115,2018-06-06,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/2353?format=json
I000024,115,2018-06-06,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/2277?format=json
I000024,115,2018-06-06,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/2278?format=json
I000024,115,2018-06-06,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/2280?format=json
I000024,115,2018-06-06,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/2281?format=json
I000024,115,2018-06-06,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/2279?format=json
I000024,115,2018-04-16,blah,blha,2675,blah,A bill to amend the Internal Revenue Code of 1986 to permanently extend the depreciation rules for property used predominantly within an Indian reservation.,S,https://api.congress.gov/v3/bill/115/s/2675?format=json
I000024,115,2018-04-16,blah,blha,2674,blah,A bill to amend the Internal Revenue Code of 1986 to eliminate the taxable income limit on percentage depletion for oil and natural gas produced from marginal properties.,S,https://api.congress.gov/v3/bill/115/s/2674?format=json
I000024,115,2017-03-29,blah,blha,755,blah,Fairness for Pilots Act,S,https://api.congress.gov/v3/bill/115/s/755?format=json
I000024,115,2017-05-25,blah,blha,1266,blah,An act to authorize the Secretary of Veterans Affairs to enter into contracts with nonprofit organizations to investigate medical centers of the Department of Veterans Affairs,S,https://api.congress.gov/v3/bill/115/s/1266?format=json
I000024,115,2017-04-04,blah,blha,822,blah,BUILD Act,S,https://api.congress.gov/v3/bill/115/s/822?format=json
I000024,115,2018-03-08,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/2186?format=json
I000024,115,2018-03-07,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/2102?format=json
I000024,115,2017-12-04,blah,blha,348,blah,A resolution reaffirming the strategic partnership between the United States of America and the Federal Democratic Republic of Ethiopia and encouraging inclusive governance in the Federal Democratic Republic of Ethiopia.,SRES,https://api.congress.gov/v3/bill/115/sres/348?format=json
I000024,115,2018-02-13,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/1949?format=json
I000024,115,2018-02-13,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/1950?format=json
I000024,115,2017-06-26,blah,blha,1431,blah,Volunteer Pilot Protection Act of 2017,S,https://api.congress.gov/v3/bill/115/s/1431?format=json
I000024,115,2017-06-26,blah,blha,1432,blah,A bill to prevent the Federal Aviation Administration's Aircraft Registry Office from closing during a Government shutdown.,S,https://api.congress.gov/v3/bill/115/s/1432?format=json
I000024,114,2016-07-14,blah,blha,3260,blah,Volunteer Pilot Protection Act of 2016,S,https://api.congress.gov/v3/bill/114/s/3260?format=json
I000024,115,2017-06-14,blah,blha,1356,blah,Veterans Education Improvement Act of 2017,S,https://api.congress.gov/v3/bill/115/s/1356?format=json
I000024,115,2017-12-01,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/1853?format=json
I000024,115,2017-12-01,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/1840?format=json
I000024,115,2017-12-01,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/1845?format=json
I000024,115,2017-12-01,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/1837?format=json
I000024,115,2017-12-01,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/1823?format=json
I000024,115,2017-12-01,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/1824?format=json
I000024,115,2017-11-30,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/1736?format=json
I000024,115,2017-11-29,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/1620?format=json
I000024,115,2017-11-29,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/1621?format=json
I000024,115,2017-11-29,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/1604?format=json
I000024,115,2017-11-29,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/1603?format=json
I000024,115,2017-11-29,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/1601?format=json
I000024,115,2017-11-29,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/1600?format=json
I000024,115,2017-11-29,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/1599?format=json
I000024,115,2017-11-29,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/1602?format=json
I000024,115,2017-09-05,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/780?format=json
I000024,115,2017-05-25,blah,blha,181,blah,"A resolution designating the week of May 21 through May 27, 2017, as ""National Public Works Week"".",SRES,https://api.congress.gov/v3/bill/115/sres/181?format=json
I000024,115,2017-03-21,blah,blha,678,blah,English Language Unity Act of 2017,S,https://api.congress.gov/v3/bill/115/s/678?format=json
I000024,115,2017-09-14,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/1076?format=json
I000024,115,2017-09-14,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/1070?format=json
I000024,115,2017-09-11,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/906?format=json
I000024,115,2017-07-27,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/556?format=json
I000024,115,2017-07-27,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/394?format=json
I000024,115,2017-07-27,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/393?format=json
I000024,115,2017-02-07,blah,blha,335,blah,Federal Land Freedom Act of 2017,S,https://api.congress.gov/v3/bill/115/s/335?format=json
I000024,115,2017-07-27,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/392?format=json
I000024,115,2017-07-27,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/115/samdt/395?format=json
I000024,115,2017-02-07,blah,blha,334,blah,Fracturing Regulations are Effective in State Hands Act,S,https://api.congress.gov/v3/bill/115/s/334?format=json
I000024,115,2017-03-02,blah,blha,28,blah,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Administrator of the Environmental Protection Agency relating to accidental release prevention requirements of risk management programs under the Clean Air Act.",SJRES,https://api.congress.gov/v3/bill/115/sjres/28?format=json
I000024,114,2016-04-13,blah,blha,2795,blah,Nuclear Energy Innovation and Modernization Act,S,https://api.congress.gov/v3/bill/114/s/2795?format=json
I000024,114,2016-06-06,blah,blha,3021,blah,VEI Act of 2016,S,https://api.congress.gov/v3/bill/114/s/3021?format=json
I000024,114,2016-04-25,blah,blha,2848,blah,Water Resources Development Act of 2016,S,https://api.congress.gov/v3/bill/114/s/2848?format=json
I000024,115,2017-01-05,blah,blha,36,blah,Keep Our Communities Safe Act of 2017,S,https://api.congress.gov/v3/bill/115/s/36?format=json
I000024,114,2015-06-02,blah,blha,1479,blah,"Brownfields Utilization, Investment, and Local Development Act of 2015",S,https://api.congress.gov/v3/bill/114/s/1479?format=json
I000024,114,2016-12-10,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/5182?format=json
I000024,114,2016-07-14,blah,blha,3217,blah,"A bill to amend title 5, United States Code, to provide for an annuity supplement for certain air traffic controllers.",S,https://api.congress.gov/v3/bill/114/s/3217?format=json
I000024,114,2016-05-18,blah,blha,471,blah,"A resolution designating the week of May 15 through May 21, 2016, as ""National Public Works Week"".",SRES,https://api.congress.gov/v3/bill/114/sres/471?format=json
I000024,114,2016-09-28,blah,blha,3425,blah,"A bill to amend the Internal Revenue Code of 1986 to permanently extend the depreciation rules for property used predominantly within an Indian reservation, and for other purposes.",S,https://api.congress.gov/v3/bill/114/s/3425?format=json
I000024,114,2016-09-07,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/4979?format=json
I000024,114,2016-09-07,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/4980?format=json
I000024,114,2016-09-12,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/5042?format=json
I000024,114,2016-05-23,blah,blha,2973,blah,"A bill to increase the micro-purchase threshold for universities, independent research institutes, and non-profit research organizations.",S,https://api.congress.gov/v3/bill/114/s/2973?format=json
I000024,114,2015-07-21,blah,blha,1805,blah,School Lunch Price Protection Act of 2015,S,https://api.congress.gov/v3/bill/114/s/1805?format=json
I000024,114,2016-04-11,blah,blha,2771,blah,"A bill to amend title 38, United States Code, to expand the qualifications for licensed mental health counselors of the Department of Veterans Affairs.",S,https://api.congress.gov/v3/bill/114/s/2771?format=json
I000024,114,2016-04-13,blah,blha,2788,blah,"A bill to prohibit closure of United States Naval Station, Guantanamo Bay, Cuba, to prohibit the transfer or release of detainees at that Naval Station to the United States, and for other purposes.",S,https://api.congress.gov/v3/bill/114/s/2788?format=json
I000024,114,2016-03-15,blah,blha,2684,blah,UAVs for Energy Infrastructure Act,S,https://api.congress.gov/v3/bill/114/s/2684?format=json
I000024,114,2015-08-05,blah,blha,1987,blah,Lead Exposure Reduction Amendments Act of 2015,S,https://api.congress.gov/v3/bill/114/s/1987?format=json
I000024,114,2016-06-16,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/4732?format=json
I000024,114,2016-04-18,blah,blha,2808,blah,John F. Kennedy Center Reauthorization Act of 2016,S,https://api.congress.gov/v3/bill/114/s/2808?format=json
I000024,114,2016-02-11,blah,blha,2554,blah,Department of Veterans Affairs Accountability Act of 2016,S,https://api.congress.gov/v3/bill/114/s/2554?format=json
I000024,114,2015-02-25,blah,blha,571,blah,Pilot's Bill of Rights 2,S,https://api.congress.gov/v3/bill/114/s/571?format=json
I000024,114,2016-06-09,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/4619?format=json
I000024,114,2016-06-07,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/4479?format=json
I000024,114,2016-05-26,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/4306?format=json
I000024,114,2016-05-25,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/4204?format=json
I000024,114,2016-04-20,blah,blha,2824,blah,Ariel Rios Federal Building Designation Act,S,https://api.congress.gov/v3/bill/114/s/2824?format=json
I000024,114,2016-05-26,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/4290?format=json
I000024,114,2016-05-26,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/4237?format=json
I000024,114,2016-05-24,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/4094?format=json
I000024,114,2015-11-10,blah,blha,2262,blah,CT Colonography Screening for Colorectal Cancer Act of 2015,S,https://api.congress.gov/v3/bill/114/s/2262?format=json
I000024,114,2016-05-18,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/4047?format=json
I000024,114,2016-05-17,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/3969?format=json
I000024,114,2016-01-19,blah,blha,2444,blah,Alternative Ammunition Manufacturing Act,S,https://api.congress.gov/v3/bill/114/s/2444?format=json
I000024,114,2016-05-17,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/3965?format=json
I000024,114,2016-05-12,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/3908?format=json
I000024,114,2016-02-03,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/3251?format=json
I000024,114,2016-04-13,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/3744?format=json
I000024,114,2016-04-13,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/3748?format=json
I000024,114,2016-04-13,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/3743?format=json
I000024,114,2016-04-13,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/3747?format=json
I000024,114,2016-04-13,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/3746?format=json
I000024,114,2016-04-13,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/3744?format=json
I000024,114,2016-04-12,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/3682?format=json
I000024,114,2016-04-12,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/3643?format=json
I000024,114,2016-04-12,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/3644?format=json
I000024,114,2016-04-11,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/3636?format=json
I000024,114,2016-04-11,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/3598?format=json
I000024,114,2016-04-11,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/3596?format=json
I000024,114,2016-04-11,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/3597?format=json
I000024,114,2016-04-06,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/3492?format=json
I000024,114,2016-04-06,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/3493?format=json
I000024,114,2015-06-23,blah,blha,1646,blah,Technical Clarification to Public Law 113-243 Act of 2015,S,https://api.congress.gov/v3/bill/114/s/1646?format=json
I000024,114,2015-08-05,blah,blha,1988,blah,Enhancing Security for Military Personnel Act of 2015,S,https://api.congress.gov/v3/bill/114/s/1988?format=json
I000024,110,2007-05-02,blah,blha,1269,blah,Engaging the Nation to Fight for Our Right to Control Entry Act,S,https://api.congress.gov/v3/bill/110/s/1269?format=json
I000024,109,2006-09-07,blah,blha,3873,blah,Private Property Rights Protection Act of 2006,S,https://api.congress.gov/v3/bill/109/s/3873?format=json
I000024,109,2005-12-15,blah,blha,2117,blah,Engaging the Nation to Fight for Our Right to Control Entry Act,S,https://api.congress.gov/v3/bill/109/s/2117?format=json
I000024,109,2006-05-10,blah,blha,2780,blah,Good Samaritan Clean Watershed Act,S,https://api.congress.gov/v3/bill/109/s/2780?format=json
I000024,108,2003-05-05,blah,blha,994,blah,Chemical Facilities Security Act of 2004,S,https://api.congress.gov/v3/bill/108/s/994?format=json
I000024,108,2003-05-15,blah,blha,1072,blah,"Safe, Accountable, Flexible, and Efficient Transportation Equity Act of 2004",S,https://api.congress.gov/v3/bill/108/s/1072?format=json
I000024,106,1999-04-26,blah,blha,880,blah,"Chemical Safety Information, Site Security and Fuels Regulatory Relief Act",S,https://api.congress.gov/v3/bill/106/s/880?format=json
I000024,106,1999-03-25,blah,blha,723,blah,Y2K Regulatory Amnesty Act of 1999,S,https://api.congress.gov/v3/bill/106/s/723?format=json
I000024,114,2016-02-03,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/3263?format=json
I000024,114,2016-02-02,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/3205?format=json
I000024,114,2016-02-02,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/3208?format=json
I000024,114,2016-02-01,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/3157?format=json
I000024,111,2009-02-11,blah,blha,412,blah,FEMA Act,S,https://api.congress.gov/v3/bill/111/s/412?format=json
I000024,114,2016-02-01,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/3148?format=json
I000024,114,2016-01-27,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/2991?format=json
I000024,114,2016-01-27,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/3009?format=json
I000024,114,2016-01-27,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/3006?format=json
I000024,114,2016-01-27,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/3007?format=json
I000024,114,2016-01-27,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/3008?format=json
I000024,114,2016-01-27,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/2981?format=json
I000024,114,2016-01-27,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/2983?format=json
I000024,114,2015-03-09,blah,blha,678,blah,English Language Unity Act of 2015,S,https://api.congress.gov/v3/bill/114/s/678?format=json
I000024,114,2015-05-19,blah,blha,1379,blah,African Free Trade Initiative Act,S,https://api.congress.gov/v3/bill/114/s/1379?format=json
I000024,114,2015-12-17,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/2932?format=json
I000024,114,2015-12-07,blah,blha,329,blah,A resolution expressing the sense of the Senate regarding an agreement reached at the United Nations Climate Change Conference held in Paris in December 2015.,SRES,https://api.congress.gov/v3/bill/114/sres/329?format=json
I000024,114,2015-11-19,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/2866?format=json
I000024,114,2015-11-18,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/2820?format=json
I000024,114,2015-07-28,blah,blha,1877,blah,"A bill to require the Attorney General to appoint a special prosecutor to investigate Planned Parenthood, and for other purposes.",S,https://api.congress.gov/v3/bill/114/s/1877?format=json
I000024,114,2015-01-27,blah,blha,261,blah,"A bill to designate the United States courthouse located at 200 NW 4th Street in Oklahoma City, Oklahoma, as the William J. Holloway, Jr. United States Courthouse.",S,https://api.congress.gov/v3/bill/114/s/261?format=json
I000024,114,2015-02-11,blah,blha,452,blah,Defense of Ukraine Act of 2015,S,https://api.congress.gov/v3/bill/114/s/452?format=json
I000024,114,2015-07-26,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/2527?format=json
I000024,114,2015-07-27,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/2533?format=json
I000024,114,2015-06-16,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/2054?format=json
I000024,114,2015-06-11,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/2015?format=json
I000024,114,2015-06-11,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/1997?format=json
I000024,114,2015-06-09,blah,blha,,blah,,,https://api.congress.gov/v3/amendment/114/samdt/1923?format=json
