57931,T000250,116,2019-06-05,2019-06-05,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs. (text: CR S3255-3256)",1722,Housing and Community Development,FHA Appraiser Eligibility Expansion Act,S,https://api.congress.gov/v3/bill/116/s/1722?format=json
57934,T000250,116,2020-06-04,2020-06-04,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry. (text: CR S2735-2736)",3893,Agriculture and Food,PASTURE Act,S,https://api.congress.gov/v3/bill/116/s/3893?format=json
57959,T000250,116,2019-05-07,2019-12-02,Placed on Senate Legislative Calendar under General Orders. Calendar No. 312.,1349,Transportation and Public Works,Secure Traveler Act,S,https://api.congress.gov/v3/bill/116/s/1349?format=json
57961,T000250,115,2018-08-22,2019-01-03,Became Public Law No: 115-420.,3367,Transportation and Public Works,"An act to amend certain transportation-related reporting requirements to improve congressional oversight, reduce reporting burdens, and promote transparency, and for other purposes",S,https://api.congress.gov/v3/bill/115/s/3367?format=json
57966,T000250,115,2018-05-23,2018-05-23,Read twice and referred to the Committee on Energy and Natural Resources.,2936,"Science, Technology, Communications",Improved Soil Moisture and Precipitation Monitoring Act of 2018,S,https://api.congress.gov/v3/bill/115/s/2936?format=json
57967,T000250,115,2018-05-23,2018-11-14,Placed on Senate Legislative Calendar under General Orders. Calendar No. 644.,2941,"Science, Technology, Communications",Strengthening the Cooperative Observer Program Act of 2018,S,https://api.congress.gov/v3/bill/115/s/2941?format=json
57969,T000250,115,2017-12-06,2019-01-07,Became Public Law No: 115-423.,2200,"Science, Technology, Communications","An act to reauthorize the National Integrated Drought Information System, and for other purposes",S,https://api.congress.gov/v3/bill/115/s/2200?format=json
57970,T000250,115,2017-01-05,2018-05-25,Became Public Law No: 115-175.,35,Public Lands and Natural Resources,An act to transfer administrative jurisdiction over certain Bureau of Land Management land from the Secretary of the Interior to the Secretary of Veterans Affairs for inclusion in the Black Hills ...,S,https://api.congress.gov/v3/bill/115/s/35?format=json
57975,T000250,116,2019-01-10,2019-01-10,Read twice and referred to the Committee on Energy and Natural Resources.,100,Public Lands and Natural Resources,Custer County Airport Conveyance Act,S,https://api.congress.gov/v3/bill/116/s/100?format=json
57976,T000250,115,2018-01-11,2018-11-15,Placed on Senate Legislative Calendar under General Orders. Calendar No. 654.,2297,Public Lands and Natural Resources,Custer County Airport Conveyance Act,S,https://api.congress.gov/v3/bill/115/s/2297?format=json
57977,T000250,115,2018-11-15,2018-11-15,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",3655,"Science, Technology, Communications",TRACED Act,S,https://api.congress.gov/v3/bill/115/s/3655?format=json
57982,T000250,115,2017-10-17,2017-10-17,Read twice and referred to the Committee on Energy and Natural Resources.,1972,Energy,"A bill to improve the monitoring and reporting of propane stocks and days of supply by the Administrator of the Energy Information Administration with regard to propane export volumes, and for oth...",S,https://api.congress.gov/v3/bill/115/s/1972?format=json
58078,T000250,113,2014-11-20,2014-11-20,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",2949,Transportation and Public Works,Motor Vehicle Safety Whistleblower Act,S,https://api.congress.gov/v3/bill/113/s/2949?format=json
58079,T000250,113,2014-09-17,2014-09-17,Read twice and referred to the Committee on Environment and Public Works.,2833,Environmental Protection,CASE Act,S,https://api.congress.gov/v3/bill/113/s/2833?format=json
58085,T000250,113,2014-03-06,2014-06-30,Became Public Law No: 113-125.,2086,Transportation and Public Works,Reliable Home Heating Act,S,https://api.congress.gov/v3/bill/113/s/2086?format=json
58090,T000250,113,2013-09-17,2013-09-17,Read twice and referred to the Committee on Environment and Public Works.,1505,Environmental Protection,"Hunting, Fishing, and Recreational Shooting Protection Act",S,https://api.congress.gov/v3/bill/113/s/1505?format=json
58092,T000250,113,2013-08-01,2013-08-01,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",1462,Transportation and Public Works,Railroad Safety and Positive Train Control Extension Act,S,https://api.congress.gov/v3/bill/113/s/1462?format=json
58096,T000250,113,2013-04-24,2013-04-24,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",801,Agriculture and Food,Prairie Protection Act of 2013,S,https://api.congress.gov/v3/bill/113/s/801?format=json
58097,T000250,113,2013-04-18,2013-04-18,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",762,Agriculture and Food,A bill to amend the Food and Nutrition Act of 2008 to improve the supplemental nutrition assistance program.,S,https://api.congress.gov/v3/bill/113/s/762?format=json
58099,T000250,113,2013-03-22,2013-03-22,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",661,Public Lands and Natural Resources,"A bill to amend the Health Forests Restoration Act of 2003 to promote timely emergency rehabilitation and restoration of Federal forest land impacted by catastrophic events, to redirect for a 5-ye...",S,https://api.congress.gov/v3/bill/113/s/661?format=json
58103,T000250,113,2013-03-05,2013-06-27,Placed on Senate Legislative Calendar under General Orders. Calendar No. 117.,447,Public Lands and Natural Resources,Black Hills Cemetery Act,S,https://api.congress.gov/v3/bill/113/s/447?format=json
58109,T000250,113,2013-10-30,2013-10-30,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S7685-7686; text as passed Senate: CR S7683)",278,Transportation and Public Works,"A resolution designating October 2013 as ""School Bus Safety Month"".",SRES,https://api.congress.gov/v3/bill/113/sres/278?format=json
58129,T000250,112,2012-06-13,2012-06-13,Read twice and referred to the Committee on Energy and Natural Resources.,3288,Public Lands and Natural Resources,Black Hills Cemetery Act,S,https://api.congress.gov/v3/bill/112/s/3288?format=json
58131,T000250,112,2012-03-29,2012-03-29,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",2277,Public Lands and Natural Resources,National Forest Emergency Response Act,S,https://api.congress.gov/v3/bill/112/s/2277?format=json
58136,T000250,112,2011-12-07,2012-11-27,Became Public Law No: 112-200.,1956,Transportation and Public Works,European Union Emissions Trading Scheme Prohibition Act of 2011,S,https://api.congress.gov/v3/bill/112/s/1956?format=json
58145,T000250,112,2011-04-08,2011-04-08,Read twice and referred to the Committee on Environment and Public Works.,781,Environmental Protection,A bill to amend the Clean Air Act to conform the definition of renewable biomass to the definition given the term in the Farm Security and Rural Investment Act of 2002.,S,https://api.congress.gov/v3/bill/112/s/781?format=json
58147,T000250,112,2011-03-31,2012-10-05,Became Public Law No: 112-195.,710,Environmental Protection,Hazardous Waste Electronic Manifest Establishment Act,S,https://api.congress.gov/v3/bill/112/s/710?format=json
58152,T000250,115,2017-12-06,2018-07-10,Placed on Senate Legislative Calendar under General Orders. Calendar No. 506.,2202,Transportation and Public Works,National Transportation Safety Board Reauthorization Act,S,https://api.congress.gov/v3/bill/115/s/2202?format=json
58153,T000250,115,2018-05-15,2018-06-27,Placed on Senate Legislative Calendar under General Orders. Calendar No. 491.,2848,Transportation and Public Works,Fighting Opioid Abuse in Transportation Act,S,https://api.congress.gov/v3/bill/115/s/2848?format=json
58154,T000250,116,2019-01-03,2019-01-04,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 2. (text: CR S27),21,Transportation and Public Works,Pay Our Coast Guard Act,S,https://api.congress.gov/v3/bill/116/s/21?format=json
58157,T000250,115,2018-03-22,2018-03-22,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",2614,Agriculture and Food,Conservation Reserve Program Improvement and Rural Water Systems Access Act of 2018,S,https://api.congress.gov/v3/bill/115/s/2614?format=json
58163,T000250,115,2018-06-26,2018-11-27,Placed on Senate Legislative Calendar under General Orders. Calendar No. 676.,3143,"Science, Technology, Communications",National Quantum Initiative Act,S,https://api.congress.gov/v3/bill/115/s/3143?format=json
58166,T000250,115,2017-09-28,2017-11-28,Placed on Senate Legislative Calendar under General Orders. Calendar No. 268.,1885,Transportation and Public Works,AV START Act,S,https://api.congress.gov/v3/bill/115/s/1885?format=json
58168,T000250,115,2017-03-29,2017-10-25,Placed on Senate Legislative Calendar under General Orders. Calendar No. 251.,763,Transportation and Public Works,Surface and Maritime Transportation Security Act,S,https://api.congress.gov/v3/bill/115/s/763?format=json
58170,T000250,115,2017-10-04,2017-10-04,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",1913,Agriculture and Food,American Prairie Conservation Act,S,https://api.congress.gov/v3/bill/115/s/1913?format=json
58171,T000250,115,2018-04-26,2018-04-26,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Voice Vote. (consideration: CR S2498; text: CR S2493)",492,"Science, Technology, Communications",A resolution supporting the goals and ideals of National Safe Digging Month.,SRES,https://api.congress.gov/v3/bill/115/sres/492?format=json
58173,T000250,115,2018-05-15,2018-08-16,Placed on Senate Legislative Calendar under General Orders. Calendar No. 556.,2844,Transportation and Public Works,STB Information Security Improvement Act,S,https://api.congress.gov/v3/bill/115/s/2844?format=json
58176,T000250,115,2017-06-22,2018-05-09,Placed on Senate Legislative Calendar under General Orders. Calendar No. 407.,1405,Transportation and Public Works,Federal Aviation Administration Reauthorization Act of 2017,S,https://api.congress.gov/v3/bill/115/s/1405?format=json
58177,T000250,115,2017-09-27,2018-06-06,Placed on Senate Legislative Calendar under General Orders. Calendar No. 444.,1872,Transportation and Public Works,TSA Modernization Act,S,https://api.congress.gov/v3/bill/115/s/1872?format=json
58191,T000250,115,2017-04-07,2017-04-07,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",909,Agriculture and Food,Conservation Program Improvement Act of 2017,S,https://api.congress.gov/v3/bill/115/s/909?format=json
58193,T000250,115,2017-08-02,2017-09-27,Committee on Environment and Public Works. Hearings held. Hearings printed: S.Hrg. 115-112.,1731,Public Lands and Natural Resources,Forest Management Improvement Act of 2017,S,https://api.congress.gov/v3/bill/115/s/1731?format=json
58194,T000250,115,2017-04-27,2017-04-27,Read twice and referred to the Committee on Environment and Public Works.,971,Environmental Protection,REPAIR Act,S,https://api.congress.gov/v3/bill/115/s/971?format=json
58195,T000250,114,2016-07-14,2016-09-22,Committee on Energy and Natural Resources. Hearings held. Hearings printed: S.Hrg. 114-509.,3254,Public Lands and Natural Resources,Spearfish Canyon and Bismarck Lake Land Exchange Act,S,https://api.congress.gov/v3/bill/114/s/3254?format=json
58196,T000250,115,2017-07-12,2018-01-08,Became Public Law No: 115-106.,1532,Transportation and Public Works,An act to disqualify from operating a commercial motor vehicle for life an individual who uses a commercial motor vehicle in committing a felony involving human trafficking,S,https://api.congress.gov/v3/bill/115/s/1532?format=json
58199,T000250,115,2017-06-29,2017-06-29,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",1479,Agriculture and Food,"A bill to amend the Agricultural Act of 2014 to improve the supplemental agricultural disaster assistance programs, and for other purposes.",S,https://api.congress.gov/v3/bill/115/s/1479?format=json
58202,T000250,115,2017-05-25,2017-05-25,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",1259,Agriculture and Food,Commodity Program Improvement Act of 2017,S,https://api.congress.gov/v3/bill/115/s/1259?format=json
58209,T000250,115,2017-04-24,2017-05-02,Resolution agreed to in Senate without amendment and with a preamble by Unanimous Consent. (consideration: CR S2684),137,"Science, Technology, Communications",A resolution supporting the goals and ideals of National Safe Digging Month.,SRES,https://api.congress.gov/v3/bill/115/sres/137?format=json
58216,T000250,115,2017-03-02,2017-03-02,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",499,Agriculture and Food,SHIPP Act of 2017,S,https://api.congress.gov/v3/bill/115/s/499?format=json
58217,T000250,115,2017-05-24,2017-05-24,Read twice and referred to the Committee on Environment and Public Works.,1214,Agriculture and Food,"Hunting, Fishing, and Recreational Shooting Protection Act",S,https://api.congress.gov/v3/bill/115/s/1214?format=json
58218,T000250,115,2017-03-06,2017-03-06,Read twice and referred to the Committee on Energy and Natural Resources.,535,Public Lands and Natural Resources,A bill to amend the Water Infrastructure Improvements for the Nation Act to make applicable to the State of South Dakota a provision relating to certain Bureau of Reclamation permit fees.,S,https://api.congress.gov/v3/bill/115/s/535?format=json
58220,T000250,114,2015-06-18,2015-11-30,Placed on Senate Legislative Calendar under General Orders. Calendar No. 302.,1611,Transportation and Public Works,Coast Guard Authorization Act of 2015,S,https://api.congress.gov/v3/bill/114/s/1611?format=json
58221,T000250,115,2017-03-08,2017-03-08,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",570,"Science, Technology, Communications",Weather Research and Forecasting Innovation Act of 2017,S,https://api.congress.gov/v3/bill/115/s/570?format=json
58223,T000250,114,2015-07-09,2016-05-23,Placed on Senate Legislative Calendar under General Orders. Calendar No. 478.,1732,Transportation and Public Works,Comprehensive Transportation and Consumer Protection Act of 2015,S,https://api.congress.gov/v3/bill/114/s/1732?format=json
58228,T000250,114,2016-09-21,2016-09-21,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",3379,Transportation and Public Works,Surface Transportation and Maritime Security Act,S,https://api.congress.gov/v3/bill/114/s/3379?format=json
58230,T000250,114,2016-09-27,2016-12-14,Became Public Law No: 114-275.,3395,Public Lands and Natural Resources,Prescribed Burn Approval Act of 2016,S,https://api.congress.gov/v3/bill/114/s/3395?format=json
58231,T000250,114,2016-04-28,2016-04-28,Read twice and referred to the Committee on Environment and Public Works.,2899,Environmental Protection,Zika Response and Regulatory Relief Act,S,https://api.congress.gov/v3/bill/114/s/2899?format=json
58236,T000250,114,2015-10-29,2016-09-06,Placed on Senate Legislative Calendar under General Orders. Calendar No. 598.,2223,Public Lands and Natural Resources,Black Hills National Cemetery Boundary Expansion Act,S,https://api.congress.gov/v3/bill/114/s/2223?format=json
58239,T000250,114,2016-03-07,2016-09-20,Placed on Senate Legislative Calendar under General Orders. Calendar No. 637.,2644,"Science, Technology, Communications",FCC Reauthorization Act of 2016,S,https://api.congress.gov/v3/bill/114/s/2644?format=json
58241,T000250,114,2015-08-03,2016-10-27,Placed on Senate Legislative Calendar under General Orders. Calendar No. 659.,1916,"Science, Technology, Communications",Rural Health Care Connectivity Act of 2015,S,https://api.congress.gov/v3/bill/114/s/1916?format=json
58244,T000250,114,2016-04-27,2016-04-27,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S2500-2501; text as passed Senate: CR S2496-2497)",445,Transportation and Public Works,A resolution recognizing the 100th anniversary of Coast Guard aviation and the contribution of Coast Guard aviators to naval aviation and the safety and security of the United States.,SRES,https://api.congress.gov/v3/bill/114/sres/445?format=json
58246,T000250,114,2015-03-23,2015-07-23,Placed on Senate Legislative Calendar under General Orders. Calendar No. 162.,834,Transportation and Public Works,Sport Fish Restoration and Recreational Boating Safety Act,S,https://api.congress.gov/v3/bill/114/s/834?format=json
58248,T000250,114,2015-01-29,2016-07-14,Message on House action received in Senate and at desk: House amendment to Senate bill.,304,Transportation and Public Works,Conscience Protection Act of 2016,S,https://api.congress.gov/v3/bill/114/s/304?format=json
58249,T000250,114,2015-11-19,2016-08-30,Placed on Senate Legislative Calendar under General Orders. Calendar No. 579.,2319,"Science, Technology, Communications",A bill to amend the Communications Act of 1934.,S,https://api.congress.gov/v3/bill/114/s/2319?format=json
58251,T000250,114,2015-05-20,2015-05-20,Read twice and referred to the Committee on Environment and Public Works.,1393,Environmental Protection,Real EPA Impact Reviews Act,S,https://api.congress.gov/v3/bill/114/s/1393?format=json
58257,T000250,114,2015-12-07,2016-03-07,Placed on Senate Legislative Calendar under General Orders. Calendar No. 382.,2361,Transportation and Public Works,Airport Security Enhancement and Oversight Act,S,https://api.congress.gov/v3/bill/114/s/2361?format=json
58260,T000250,114,2015-04-27,2015-07-16,"Committee on Agriculture, Nutrition, and Forestry. Hearings held.",1100,Public Lands and Natural Resources,Prescribed Burn Approval Act of 2015,S,https://api.congress.gov/v3/bill/114/s/1100?format=json
58294,T000250,114,2015-08-04,2015-08-04,Read twice and referred to the Committee on Energy and Natural Resources.,1924,Public Lands and Natural Resources,Black Hills National Cemetery Boundary Expansion Act,S,https://api.congress.gov/v3/bill/114/s/1924?format=json
58298,T000250,114,2015-05-12,2015-11-05,Placed on Senate Legislative Calendar under General Orders. Calendar No. 290.,1298,Transportation and Public Works,Port Performance Act,S,https://api.congress.gov/v3/bill/114/s/1298?format=json
58300,T000250,114,2015-03-19,2015-12-18,Became Public Law No: 114-110.,808,Transportation and Public Works,Surface Transportation Board Reauthorization Act of 2015,S,https://api.congress.gov/v3/bill/114/s/808?format=json
58303,T000250,114,2015-06-15,2015-10-19,Placed on Senate Legislative Calendar under General Orders. Calendar No. 268.,1573,"Science, Technology, Communications",Weather Alerts for a Ready Nation Act of 2015,S,https://api.congress.gov/v3/bill/114/s/1573?format=json
58342,T000250,114,2015-03-17,2015-06-03,Committee on Environment and Public Works. Hearings held. Hearings printed: S.Hrg. 114-47.,751,Environmental Protection,CASE Act,S,https://api.congress.gov/v3/bill/114/s/751?format=json
58345,T000250,114,2015-02-24,2015-02-24,Read twice and referred to the Committee on Appropriations.,545,Transportation and Public Works,Pay Our Coast Guard Act,S,https://api.congress.gov/v3/bill/114/s/545?format=json
58348,T000250,114,2015-01-21,2015-01-21,Read twice and referred to the Committee on Environment and Public Works.,225,Environmental Protection,"Hunting, Fishing, and Recreational Shooting Protection Act",S,https://api.congress.gov/v3/bill/114/s/225?format=json
58350,T000250,114,2015-04-23,2015-04-23,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S2417; text as passed Senate: CR S2407)",151,"Science, Technology, Communications",A resolution supporting the goals and ideals of National Safe Digging Month.,SRES,https://api.congress.gov/v3/bill/114/sres/151?format=json
58374,T000250,109,2006-09-29,2006-09-29,Read twice and referred to the Committee on Energy and Natural Resources.,4012,Energy,National Transitional Fuel Security Act of 2006,S,https://api.congress.gov/v3/bill/109/s/4012?format=json
58375,T000250,109,2006-09-07,2006-09-28,"Committee on Environment and Public Works Subcommittee on Superfund, Toxics and Environmental Health. Hearings held. With printed Hearing: S.Hrg. 109-1076.",3871,Environmental Protection,Hazardous Waste Electronic Manifest Establishment Act,S,https://api.congress.gov/v3/bill/109/s/3871?format=json
58379,T000250,109,2006-04-07,2006-04-07,Read twice and referred to the Committee on Environment and Public Works.,2613,Environmental Protection,Alternative Energy Refueling System Act,S,https://api.congress.gov/v3/bill/109/s/2613?format=json
58380,T000250,109,2006-04-07,2006-04-07,Read twice and referred to the Committee on Finance.,2614,Environmental Protection,Alternative Energy Refueling System Act of 2006,S,https://api.congress.gov/v3/bill/109/s/2614?format=json
58381,T000250,109,2006-03-06,2006-03-06,Read twice and referred to the Committee on Environment and Public Works.,2371,Water Resources Development,"A bill to permit the use of certain funds for recovery and mitigation activities in the upper basin of the Missouri River, and for other purposes.",S,https://api.congress.gov/v3/bill/109/s/2371?format=json
58382,T000250,109,2006-01-26,2006-12-22,Became Public Law No: 109-458.,2205,Water Resources Development,Blunt Reservoir and Pierre Canal Land Conveyance Act of 2006,S,https://api.congress.gov/v3/bill/109/s/2205?format=json
58391,T000250,109,2005-03-11,2005-05-26,Placed on Senate Legislative Calendar under General Orders. Calendar No. 116.,606,Environmental Protection,Reliable Fuels Act,S,https://api.congress.gov/v3/bill/109/s/606?format=json
58479,T000250,111,2009-10-29,2009-12-03,Committee on Energy and Natural Resources Subcommittee on National Parks. Hearings held. With printed Hearing: S.Hrg. 111-318.,2097,Public Lands and Natural Resources,Frank Buckles World War I Memorial Act,S,https://api.congress.gov/v3/bill/111/s/2097?format=json
58483,T000250,111,2009-04-30,2009-04-30,Read twice and referred to the Committee on Environment and Public Works.,943,Environmental Protection,A bill to amend the Clean Air Act to permit the Administrator of the Environmental Protection Agency to waive the lifecycle greenhouse gas emission reduction requirements for renewable fuel produc...,S,https://api.congress.gov/v3/bill/111/s/943?format=json
58487,T000250,111,2009-03-18,2009-03-18,Read twice and referred to the Committee on Environment and Public Works.,636,Environmental Protection,A bill to amend the Clean Air Act to conform the definition of renewable biomass to the definition given the term in the Farm Security and Rural Investment Act of 2002.,S,https://api.congress.gov/v3/bill/111/s/636?format=json
58488,T000250,111,2009-03-05,2009-03-05,Read twice and referred to the Committee on Environment and Public Works.,527,Environmental Protection,A bill to amend the Clean Air act to prohibit the issuance of permits under title V of that Act for certain emissions from agricultural production.,S,https://api.congress.gov/v3/bill/111/s/527?format=json
58536,T000250,110,2008-12-11,2008-12-11,Read twice and referred to the Committee on Environment and Public Works.,3741,Environmental Protection,A bill to amend the Clean Air Act to prohibit regulation of certain emissions from agricultural production.,S,https://api.congress.gov/v3/bill/110/s/3741?format=json
58537,T000250,110,2008-07-10,2008-07-10,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",3251,Agriculture and Food,A bill to amend the Federal Crop Insurance Act and the Trade Act of 1974 to authorize advance payments under the supplemental revenue assistance program.,S,https://api.congress.gov/v3/bill/110/s/3251?format=json
58538,T000250,110,2008-06-27,2008-06-27,Read twice and referred to the Committee on Energy and Natural Resources.,3222,Energy,Energy Transition Act of 2008,S,https://api.congress.gov/v3/bill/110/s/3222?format=json
58539,T000250,110,2008-06-10,2008-09-27,Referred to the Subcommittee on Environment and Hazardous Materials.,3109,Environmental Protection,Hazardous Waste Electronic Manifest Establishment Act,S,https://api.congress.gov/v3/bill/110/s/3109?format=json
58541,T000250,110,2008-01-25,2008-01-25,Read twice and referred to the Committee on Environment and Public Works.,2558,Environmental Protection,A bill to amend the Clean Air Act to modify a definition.,S,https://api.congress.gov/v3/bill/110/s/2558?format=json
58542,T000250,110,2007-10-30,2007-11-08,Message on House action received in Senate and at desk: House amendments to Senate bill.,2265,Transportation and Public Works,"An Act to extend the existing provisions regarding the eligibility for essential air service subsidies through fiscal year 2008, and for other purposes.",S,https://api.congress.gov/v3/bill/110/s/2265?format=json
58543,T000250,110,2007-10-30,2007-12-19,Held at the desk.,2260,Transportation and Public Works,A bill to extend the existing provisions regarding the eligibility for essential air service subsidies through fiscal year 2008.,S,https://api.congress.gov/v3/bill/110/s/2260?format=json
58544,T000250,110,2007-08-03,2007-08-03,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",2012,Agriculture and Food,Agricultural Emergency Financial Assistance Act of 2007,S,https://api.congress.gov/v3/bill/110/s/2012?format=json
58547,T000250,110,2007-06-28,2007-06-28,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",1742,"Science, Technology, Communications",Broadcaster Freedom Act of 2007,S,https://api.congress.gov/v3/bill/110/s/1742?format=json
58548,T000250,110,2007-06-27,2007-08-13,Became Public Law No: 110-80.,1716,Agriculture and Food,"A bill to amend the U.S. Troop Readiness, Veterans' Care, Katrina Recovery and Iraq Accountability Appropriations Act, 2007, to strike a requirement relating to forage producers.",S,https://api.congress.gov/v3/bill/110/s/1716?format=json
58549,T000250,110,2007-06-06,2007-06-06,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",1559,Housing and Community Development,"A bill to amend the Food, Agriculture, Conservation, and Trade Act of 1990 to reauthorize the provision of telemedicine and distance learning services in rural areas.",S,https://api.congress.gov/v3/bill/110/s/1559?format=json
58552,T000250,110,2007-04-11,2007-04-11,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",1085,Transportation and Public Works,Informed Air Traveler Act of 2007,S,https://api.congress.gov/v3/bill/110/s/1085?format=json
58554,T000250,110,2007-03-20,2007-03-20,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",944,Agriculture and Food,A bill to require that an independent review of the efficiency and effectiveness of all headquarters offices of the Farm Service Agency of the Department of Agriculture be carried out prior to the...,S,https://api.congress.gov/v3/bill/110/s/944?format=json
58555,T000250,110,2007-03-20,2007-03-20,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",922,Transportation and Public Works,A bill to extend the existing provisions regarding the eligibility for essential air service subsidies through fiscal year 2012.,S,https://api.congress.gov/v3/bill/110/s/922?format=json
58558,T000250,110,2007-01-18,2007-01-18,Read twice and referred to the Committee on Energy and Natural Resources.,331,Energy,A bill to provide grants from moneys collected from violations of the corporate average fuel economy program to be used to expand infrastructure necessary to increase the availability of alternati...,S,https://api.congress.gov/v3/bill/110/s/331?format=json
58561,T000250,110,2007-01-04,2008-09-25,Placed on Senate Legislative Calendar under General Orders. Calendar No. 1089.,160,Water Resources Development,Lower Brule and Crow Creek Tribal Compensation Act,S,https://api.congress.gov/v3/bill/110/s/160?format=json
58562,T000250,110,2007-05-23,2007-05-23,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",36,Agriculture and Food,"A bill to amend the Farm Security and Rural Investment Act to establish a biofuels promotion program to promote sustainable production of biofuels and biomass, and for other purposes.",S,https://api.congress.gov/v3/bill/110/s/36?format=json
58568,T000250,107,2002-10-16,2002-10-24,Referred to the Subcommittee on Water and Power.,5687,Water Resources Development,Blunt Reservoir and Pierre Canal Land Conveyance Act of 2002,HR,https://api.congress.gov/v3/bill/107/hr/5687?format=json
58571,T000250,107,2002-09-05,2002-09-11,Referred to the Subcommittee on Forests and Forest Health.,5342,Public Lands and Natural Resources,Black Hills Charter Forest Act of 2002,HR,https://api.congress.gov/v3/bill/107/hr/5342?format=json
58573,T000250,107,2002-07-26,2002-07-31,Executive Comment Requested from USDA.,5310,Agriculture and Food,Emergency Farmer and Rancher Assistance Act of 2002,HR,https://api.congress.gov/v3/bill/107/hr/5310?format=json
58574,T000250,107,2002-06-19,2002-06-27,Referred to the Subcommittee on Space and Aeronautics.,4969,"Science, Technology, Communications","To authorize funding for the development, launch, and operation of a Synthetic Aperture Radar satellite in support of a national energy policy.",HR,https://api.congress.gov/v3/bill/107/hr/4969?format=json
58575,T000250,107,2002-05-16,2002-05-21,Executive Comment Requested from USDA.,4766,Public Lands and Natural Resources,Black Hills National Forest Preservation and Public Safety Act of 2002,HR,https://api.congress.gov/v3/bill/107/hr/4766?format=json
58576,T000250,107,2002-05-01,2002-12-19,Became Public Law No: 107-367.,4638,Water Resources Development,To reauthorize the Mni Wiconi Rural Water Supply Project.,HR,https://api.congress.gov/v3/bill/107/hr/4638?format=json
58578,T000250,107,2002-03-05,2002-03-13,Referred to the Subcommittee on Space and Aeronautics.,3854,"Science, Technology, Communications","To authorize funding for the development, launch, and operation of a Synthetic Aperture Radar satellite in support of a national energy policy.",HR,https://api.congress.gov/v3/bill/107/hr/3854?format=json
58579,T000250,107,2002-02-07,2002-02-14,Executive Comment Requested from USDA.,3708,Agriculture and Food,Bioenergy Investment and Opportunity Act of 2002,HR,https://api.congress.gov/v3/bill/107/hr/3708?format=json
58581,T000250,107,2001-11-15,2001-11-28,Executive Comment Requested from EPA.,3299,Public Lands and Natural Resources,Homestake Mine Conveyance Act of 2001,HR,https://api.congress.gov/v3/bill/107/hr/3299?format=json
58583,T000250,107,2001-06-28,2001-07-06,Referred to the Subcommittee on Energy and Air Quality.,2423,Energy,Renewable Fuels for Energy Security Act of 2001,HR,https://api.congress.gov/v3/bill/107/hr/2423?format=json
58584,T000250,107,2001-05-22,2001-06-04,Executive Comment Requested from USDA.,1949,Agriculture and Food,Conservation Security Act of 2001,HR,https://api.congress.gov/v3/bill/107/hr/1949?format=json
58588,T000250,107,2001-03-29,2001-05-15,Executive Comment Requested from USDA.,1321,Agriculture and Food,Conservation Security Act,HR,https://api.congress.gov/v3/bill/107/hr/1321?format=json
58590,T000250,107,2001-03-19,2001-06-25,"Sponsor introductory remarks on measure. (CR H3505-3506, H3507-3508, H3510)",1093,Agriculture and Food,Value-Added Development Act for American Agriculture,HR,https://api.congress.gov/v3/bill/107/hr/1093?format=json
58592,T000250,106,2000-10-24,2000-10-30,"Referred to the Subcommittee on Fisheries Conservation, Wildlife and Oceans.",5527,Water Resources Development,Missouri River Restoration Act of 2000,HR,https://api.congress.gov/v3/bill/106/hr/5527?format=json
