bioguideid,congress,introducedDate,actionDate,actionText,billnumber,policyArea,title,billtype,url
B001126,108,2004-04-08,2004-05-18,Became Public Law No: 108-228.,2315,"Science, Technology, Communications",A bill to amend the Communications Satellite Act of 1962 to extend the deadline for the INTELSAT initial public offering.,S,https://api.congress.gov/v3/bill/108/s/2315?format=json
B001126,108,2004-03-23,2004-03-23,Read twice and referred to the Committee on Energy and Natural Resources.,2225,Public Lands and Natural Resources,Montana Mineral Exchange Act,S,https://api.congress.gov/v3/bill/108/s/2225?format=json
B001126,108,2003-06-24,2003-06-24,"Referred to the Committee on Commerce, Science, and Transportation.",1325,Transportation and Public Works,A bill to amend the National Highway System Designation Act of 1995 to modify the applicability of requirements concerning hours of service to operators of commercial motor vehicles transporting agricultural commodities and farm supplies.,S,https://api.congress.gov/v3/bill/108/s/1325?format=json
B001126,108,2003-06-12,2003-08-26,Placed on Senate Legislative Calendar under General Orders. Calendar No. 254.,1250,"Science, Technology, Communications",Enhanced 911 Emergency Communications Act of 2003,S,https://api.congress.gov/v3/bill/108/s/1250?format=json
B001126,108,2003-04-11,2003-10-23,"Committee on Commerce, Science, and Transportation Subcommittee on Surface Transportation and Merchant Marine. Hearings held. With printed Hearing: S.Hrg. 108-965.",919,Transportation and Public Works,Railroad Competition Act of 2003,S,https://api.congress.gov/v3/bill/108/s/919?format=json
B001126,108,2003-04-11,2004-05-19,Committee on Energy and Natural Resources Subcommittee on Water and Power. Hearings held. With printed Hearing: S.Hrg. 108-618.,900,Water Resources Development,Lower Yellowstone Reclamation Projects Conveyance Act,S,https://api.congress.gov/v3/bill/108/s/900?format=json
B001126,107,2002-05-14,2002-05-14,Read twice and referred to the Committee on Energy and Natural Resources.,2510,Public Lands and Natural Resources,Mineral Hill Historic Mining District Preservation Act of 2002,S,https://api.congress.gov/v3/bill/107/s/2510?format=json
B001126,107,2002-04-25,2002-04-25,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",2334,Public Lands and Natural Resources,Mineral Hill Historic Mining District Preservation Act of 2002,S,https://api.congress.gov/v3/bill/107/s/2334?format=json
B001126,107,2002-04-24,2002-04-24,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",2245,Transportation and Public Works,"Railroad Competition, Arbitration, and Service Act of 2002",S,https://api.congress.gov/v3/bill/107/s/2245?format=json
B001126,107,2001-08-03,2001-08-03,"Read twice and referred to the Committee on Commerce, Science, and Transportation. (text of measure as introduced: CR S8929-8930)",1359,"Science, Technology, Communications","Facilitating Access to Speedy Transmissions for Networks, E-commerce and Telecommunications (FASTNET) Act",S,https://api.congress.gov/v3/bill/107/s/1359?format=json
B001126,107,2001-06-29,2001-06-29,Read twice and referred to the Committee on Energy and Natural Resources.,1148,Water Resources Development,Lower Yellowstone Reclamation Projects Conveyance Act,S,https://api.congress.gov/v3/bill/107/s/1148?format=json
B001126,107,2001-05-22,2002-07-31,Committee on Energy and Natural Resources Subcommittee on Water and Power. Hearings held. With printed Hearing: S.Hrg. 107-853.,934,Water Resources Development,Rocky Boy's/North Central Montana Regional Water System Act of 2001,S,https://api.congress.gov/v3/bill/107/s/934?format=json
B001126,107,2001-03-15,2001-03-15,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry. (text of measure as introduced: CR S2397)",544,Agriculture and Food,USDA Grade Recission Act of 2001,S,https://api.congress.gov/v3/bill/107/s/544?format=json
B001126,107,2001-03-08,2001-03-08,"Read twice and referred to the Committee on Commerce, Science, and Transportation. (text of measure as introduced:  CR S2082)",500,"Science, Technology, Communications",Universal Service Support Act,S,https://api.congress.gov/v3/bill/107/s/500?format=json
B001126,106,2000-05-24,2000-05-24,Read twice and referred to the Committee on Energy and Natural Resources.,2627,Public Lands and Natural Resources,"A bill to direct the Secretary of the Interior to provide funding for rehabilitation of the Going-to-the-Sun Road in Glacier National Park, to authorize funds for maintenance of utilities related to the Park, and for other purposes.",S,https://api.congress.gov/v3/bill/106/s/2627?format=json
B001126,106,2000-05-16,2000-05-16,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",2572,"Science, Technology, Communications",FASTNET Act,S,https://api.congress.gov/v3/bill/106/s/2572?format=json
B001126,106,2000-04-27,2000-04-27,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",2476,"Science, Technology, Communications",Universal Service Support Act,S,https://api.congress.gov/v3/bill/106/s/2476?format=json
B001126,106,2000-04-13,2000-09-20,"Committee on Commerce, Science, and Transportation. Ordered to be reported with an amendment in the nature of a substitute favorably.",2454,"Science, Technology, Communications",A bill to amend the Communications Act of 1934 to authorize low-power television stations to provide digital data services to subscribers.,S,https://api.congress.gov/v3/bill/106/s/2454?format=json
B001126,106,2000-02-24,2000-04-03,Held at the desk.,2097,"Science, Technology, Communications",Launching Our Communities' Access to Local Television Act of 2000,S,https://api.congress.gov/v3/bill/106/s/2097?format=json
B001126,106,2000-02-22,2000-02-22,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",2079,Agriculture and Food,USDA Civil Rights Resolution Act of 2000,S,https://api.congress.gov/v3/bill/106/s/2079?format=json
B001126,106,2000-02-03,2000-04-29,"Subcommittee on Fisheries, Wildlife, and  Water. Hearings held at Glasgow, Montana. Hearings printed: S.Hrg. 106-1037.",2027,Water Resources Development,Fort Peck Fish Hatchery Authorization Act of 2000,S,https://api.congress.gov/v3/bill/106/s/2027?format=json
B001126,106,1999-09-29,2000-03-22,Subcommittee on Water and Power. Hearings held. With printed Hearing: S.Hrg. 106-607.,1659,Water Resources Development,Lower Yellowstone Irrigation Project Facilities Conveyance Act of 1999,S,https://api.congress.gov/v3/bill/106/s/1659?format=json
B001126,106,1999-08-05,1999-09-08,Star Print ordered on the bill.,1547,"Science, Technology, Communications",Community Broadcasters Protection Act of 1999,S,https://api.congress.gov/v3/bill/106/s/1547?format=json
B001126,106,1999-06-16,1999-06-16,Read twice and referred to the Committee on Agriculture.,1229,Agriculture and Food,"A bill to amend the Federal Insecticide, Fungicide, and Rodenticide Act to permit a State to register a foreign pesticide for distribution and use within that State.",S,https://api.congress.gov/v3/bill/106/s/1229?format=json
B001126,106,1999-06-14,2000-11-07,Became Public Law No: 106-460.,1218,Public Lands and Natural Resources,"A bill to direct the Secretary of the Interior to issue to the Landusky School District, without consideration, a patent for the surface and mineral estates of certain lots, and for other purposes.",S,https://api.congress.gov/v3/bill/106/s/1218?format=json
B001126,106,1999-05-11,1999-05-11,Read twice and referred to the Committee on Finance.,1004,"Science, Technology, Communications",Schools and Libraries Internet Access Act,S,https://api.congress.gov/v3/bill/106/s/1004?format=json
B001126,106,1999-05-05,2000-02-09,"Referred to the Subcommittee on General Farm Commodities, Resource Conservation and Credit.",961,Agriculture and Food,A bill to amend the Consolidated Farm and Rural Development Act to improve shared appreciation arrangements.,S,https://api.congress.gov/v3/bill/106/s/961?format=json
B001126,106,1999-04-14,1999-10-26,Became Public Law No: 106-81.,800,"Science, Technology, Communications",Wireless Communications and Public Safety Act of 1999,S,https://api.congress.gov/v3/bill/106/s/800?format=json
B001126,106,1999-04-13,1999-04-13,Read twice and referred to the Committee on Agriculture.,788,Agriculture and Food,USDA Grade Rescission Act of 1999,S,https://api.congress.gov/v3/bill/106/s/788?format=json
B001126,106,1999-03-16,2000-10-27,Became Public Law No: 106-382.,624,Water Resources Development,Fort Peck Reservation Rural Water System Act of 2000,S,https://api.congress.gov/v3/bill/106/s/624?format=json
B001126,106,1999-02-04,2000-03-17,Became Public Law No: 106-180.,376,"Science, Technology, Communications",ORBIT Act,S,https://api.congress.gov/v3/bill/106/s/376?format=json
B001126,106,1999-01-19,1999-01-19,Read twice and referred to the Committee on Agriculture.,251,Agriculture and Food,A bill to amend the Federal Meat Inspection Act to require that imported beef or lamb bear a label identifying the country of origin.,S,https://api.congress.gov/v3/bill/106/s/251?format=json
L000562,118,2023-12-07,2023-12-11,Referred to the Subcommittee on Water Resources and Environment.,6677,Water Resources Development,Seawall Expansion Act,HR,https://api.congress.gov/v3/bill/118/hr/6677?format=json
L000562,118,2023-04-10,2023-04-11,Referred to the Subcommittee on Aviation.,2564,Transportation and Public Works,Noise Data Collection Act,HR,https://api.congress.gov/v3/bill/118/hr/2564?format=json
L000562,118,2023-04-10,2023-04-11,Referred to the Subcommittee on Aviation.,2565,Transportation and Public Works,"To direct the Administrator of the Federal Aviation Administration to establish an advisory committee for communities impacted by aviation, and for other purposes.",HR,https://api.congress.gov/v3/bill/118/hr/2565?format=json
L000562,118,2023-04-10,2023-04-11,Referred to the Subcommittee on Aviation.,2562,Transportation and Public Works,Air Traffic Noise and Pollution Expert Consensus Act of 2023,HR,https://api.congress.gov/v3/bill/118/hr/2562?format=json
L000562,118,2023-04-10,2023-04-11,Referred to the Subcommittee on Aviation.,2561,Transportation and Public Works,Peer-Reviewed Report on Measuring Metrics and Thresholds,HR,https://api.congress.gov/v3/bill/118/hr/2561?format=json
L000562,118,2023-04-10,2023-04-11,Referred to the Subcommittee on Aviation.,2563,Transportation and Public Works,Aircraft Ownership Transparency Act of 2023,HR,https://api.congress.gov/v3/bill/118/hr/2563?format=json
L000562,118,2023-02-24,2023-02-27,Referred to the Subcommittee on Aviation.,1187,Transportation and Public Works,Civil Aviation Security and Safety Act of 2023,HR,https://api.congress.gov/v3/bill/118/hr/1187?format=json
L000562,117,2022-12-21,2022-12-22,Referred to the Subcommittee on Water Resources and Environment.,9665,Water Resources Development,"To amend the Water Infrastructure Finance and Innovation Act of 2014 to establish payment and performance security requirements for projects, and for other purposes.",HR,https://api.congress.gov/v3/bill/117/hr/9665?format=json
L000562,117,2021-03-08,2021-03-09,Referred to the Subcommittee on Highways and Transit.,1641,Transportation and Public Works,Promoting Infrastructure by Protecting Our Subcontractors and Taxpayers Act,HR,https://api.congress.gov/v3/bill/117/hr/1641?format=json
L000562,117,2021-03-01,2021-03-02,Referred to the Subcommittee on Health.,1463,Transportation and Public Works,Ensuring Health Safety in the Skies Act of 2021,HR,https://api.congress.gov/v3/bill/117/hr/1463?format=json
L000562,117,2021-03-01,2021-03-02,Referred to the Subcommittee on Aviation.,1462,Transportation and Public Works,Civil Aviation Security and Safety Act of 2021,HR,https://api.congress.gov/v3/bill/117/hr/1462?format=json
L000562,117,2021-02-18,2021-02-19,Referred to the Subcommittee on Highways and Transit.,1152,Transportation and Public Works,Green Buses for Every Community Act,HR,https://api.congress.gov/v3/bill/117/hr/1152?format=json
L000562,117,2021-02-02,2021-02-04,Referred to the Subcommittee on Aviation.,712,Transportation and Public Works,Air Traffic Noise and Pollution Expert Consensus Act of 2021,HR,https://api.congress.gov/v3/bill/117/hr/712?format=json
L000562,117,2021-01-13,2021-01-14,Referred to the Subcommittee on Energy.,309,Energy,Pipeline and Compressor Safety Verification Act of 2021,HR,https://api.congress.gov/v3/bill/117/hr/309?format=json
L000562,116,2020-07-01,2020-07-02,Referred to the Subcommittee on Highways and Transit.,7462,Transportation and Public Works,Pedestrian and Bicyclist Safety Improvement Act of 2020,HR,https://api.congress.gov/v3/bill/116/hr/7462?format=json
L000562,116,2020-06-25,2020-06-26,Referred to the Subcommittee on Highways and Transit.,7365,Transportation and Public Works,Green Buses for Every Community Act,HR,https://api.congress.gov/v3/bill/116/hr/7365?format=json
L000562,116,2020-06-11,2020-08-01,Referred to the Subcommittee on Transportation and Maritime Security.,7177,Transportation and Public Works,Ensuring Health Safety in the Skies Act of 2020,HR,https://api.congress.gov/v3/bill/116/hr/7177?format=json
L000562,116,2020-03-23,2020-03-23,Referred to the House Committee on Financial Services.,6358,Housing and Community Development,"To authorize supplemental appropriations for fiscal year 2020 for community development block grants, and for other purposes.",HR,https://api.congress.gov/v3/bill/116/hr/6358?format=json
L000562,116,2020-03-23,2020-03-24,Referred to the Subcommittee on Highways and Transit.,6359,Transportation and Public Works,Promoting Infrastructure by Protecting Our Subcontractors and Taxpayers Act,HR,https://api.congress.gov/v3/bill/116/hr/6359?format=json
L000562,116,2019-04-09,2019-04-10,Referred to the Subcommittee on Energy.,2152,Energy,Pipeline and Compressor Safety Verification Act of 2019,HR,https://api.congress.gov/v3/bill/116/hr/2152?format=json
L000562,113,2014-05-20,2014-05-30,Referred to the Subcommittee on Public Lands and Environmental Regulation.,4690,Public Lands and Natural Resources,"To authorize the National Emergency Medical Services Memorial Foundation to establish a memorial in the District of Columbia and its environs, and for other purposes.",HR,https://api.congress.gov/v3/bill/113/hr/4690?format=json
L000562,113,2013-12-19,2014-07-23,Received in the Senate and Read twice and referred to the Committee on Energy and Natural Resources.,3802,Public Lands and Natural Resources,"To extend the legislative authority of the Adams Memorial Foundation to establish a commemorative work in honor of former President John Adams and his legacy, and for other purposes.",HR,https://api.congress.gov/v3/bill/113/hr/3802?format=json
L000562,113,2013-01-15,2013-01-15,Referred to the House Committee on Financial Services.,264,Housing and Community Development,FHA Enhanced Oversight Act of 2013,HR,https://api.congress.gov/v3/bill/113/hr/264?format=json
L000562,112,2012-01-31,2012-02-09,"Referred to the Subcommittee on Insurance, Housing and Community Opportunity.",3853,Housing and Community Development,FHA Enhanced Oversight Act of 2012,HR,https://api.congress.gov/v3/bill/112/hr/3853?format=json
L000562,116,2019-02-13,2019-02-14,Referred to the Subcommittee on Environment and Climate Change.,1201,Environmental Protection,Climate Change National Security Strategy Act of 2019,HR,https://api.congress.gov/v3/bill/116/hr/1201?format=json
L000562,116,2019-02-05,2019-02-07,Referred to the Subcommittee on Aviation.,976,Transportation and Public Works,Air Traffic Noise and Pollution Expert Consensus Act of 2019,HR,https://api.congress.gov/v3/bill/116/hr/976?format=json
L000562,116,2019-01-09,2019-02-07,Referred to the Subcommittee on Aviation.,393,Transportation and Public Works,Aircraft Ownership Transparency Act of 2019,HR,https://api.congress.gov/v3/bill/116/hr/393?format=json
L000562,115,2017-11-13,2017-11-17,Referred to the Subcommittee on Energy.,4381,Energy,Natural Gas Pipeline Public Health Protection Act of 2017,HR,https://api.congress.gov/v3/bill/115/hr/4381?format=json
L000562,115,2017-10-04,2017-10-05,Referred to the Subcommittee on Aviation.,3938,Transportation and Public Works,Air Traffic Noise and Pollution Expert Consensus Act of 2017,HR,https://api.congress.gov/v3/bill/115/hr/3938?format=json
L000562,115,2017-07-28,2017-07-31,Referred to the Subcommittee on Aviation.,3544,Transportation and Public Works,Aircraft Ownership Transparency Act of 2017,HR,https://api.congress.gov/v3/bill/115/hr/3544?format=json
L000562,115,2017-06-15,2018-05-22,Referred to the Subcommittee on Environment.,2908,Environmental Protection,Climate Change National Security Strategy Act of 2017,HR,https://api.congress.gov/v3/bill/115/hr/2908?format=json
L000562,115,2017-02-14,2018-11-03,Became Public Law No: 115-275.,1037,Public Lands and Natural Resources,"An act to authorize the National Emergency Medical Services Memorial Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes",HR,https://api.congress.gov/v3/bill/115/hr/1037?format=json
L000562,115,2017-01-20,2017-01-23,Referred to the Subcommittee on Aviation.,598,Transportation and Public Works,AIM Act of 2017,HR,https://api.congress.gov/v3/bill/115/hr/598?format=json
L000562,114,2016-04-27,2016-04-28,Referred to the Subcommittee on Aviation.,5075,Transportation and Public Works,AIM Act of 2016,HR,https://api.congress.gov/v3/bill/114/hr/5075?format=json
L000562,114,2015-05-12,2015-06-04,Referred to the Subcommittee on Federal Lands.,2274,Public Lands and Natural Resources,"To authorize the National Emergency Medical Services Memorial Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes.",HR,https://api.congress.gov/v3/bill/114/hr/2274?format=json
L000562,109,2005-11-17,2005-12-08,Sponsor introductory remarks on measure. (CR E2200-2201),4372,Transportation and Public Works,Rail Worker Emergency Training Act of 2005,HR,https://api.congress.gov/v3/bill/109/hr/4372?format=json
L000562,109,2005-03-03,2005-03-17,"Referred to the Subcommittee on Emergency Preparedness, Science, and Technology.",1109,Transportation and Public Works,Rail Transit Security and Safety Act of 2005,HR,https://api.congress.gov/v3/bill/109/hr/1109?format=json
L000562,109,2005-01-26,2005-04-04,Referred to the Subcommittee on Housing and Community Opportunity.,393,Housing and Community Development,HUD Transparency and Accountability Act of 2005,HR,https://api.congress.gov/v3/bill/109/hr/393?format=json
L000562,111,2009-07-07,2009-07-07,Referred to the House Committee on Financial Services.,3117,Housing and Community Development,Georgetowne Houses Preservation Act of 2009,HR,https://api.congress.gov/v3/bill/111/hr/3117?format=json
L000562,111,2009-05-18,2009-05-18,Referred to the House Committee on Financial Services.,2467,Housing and Community Development,"To authorize appropriations for fiscal year 2010 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, to provide special pays and allowances to certain members of the Armed Forces, expand concurrent receipt of military retirement and VA disability benefits to disabled military retirees, and for other purposes.",HR,https://api.congress.gov/v3/bill/111/hr/2467?format=json
L000562,110,2007-01-17,2007-01-23,Referred to the Subcommittee on Transportation Security and Infrastructure Protection.,535,Transportation and Public Works,Rail Worker Emergency Training Act of 2007,HR,https://api.congress.gov/v3/bill/110/hr/535?format=json
L000562,110,2007-01-17,2007-01-29,Referred to the Subcommittee on Transportation Security and Infrastructure Protection.,534,Transportation and Public Works,Rail Transit Security and Safety Act of 2007,HR,https://api.congress.gov/v3/bill/110/hr/534?format=json
L000562,108,2004-06-01,2004-06-02,Referred to the Subcommittee on Railroads.,4476,Transportation and Public Works,Rail Transit Security and Safety Act of 2004,HR,https://api.congress.gov/v3/bill/108/hr/4476?format=json
P000600,111,2010-06-25,2010-07-21,"Received in the Senate and Read twice and referred to the Committee on Commerce, Science, and Transportation.",5604,Transportation and Public Works,Surface Transportation Savings Act of 2010,HR,https://api.congress.gov/v3/bill/111/hr/5604?format=json
P000600,111,2010-06-10,2010-06-11,"Referred to the Subcommittee on National Parks, Forests and Public Lands.",5512,Public Lands and Natural Resources,Booker T. Washington Boundary Expansion Act,HR,https://api.congress.gov/v3/bill/111/hr/5512?format=json
P000600,111,2009-06-03,2009-10-01,Subcommittee Hearings Held.,2689,Public Lands and Natural Resources,"To authorize the Secretary of the Interior to study the suitability and feasibility of designating the National D-Day Memorial in Bedford, Virginia, as a unit of the National Park System.",HR,https://api.congress.gov/v3/bill/111/hr/2689?format=json
P000600,111,2010-06-22,2010-07-20,Motion to reconsider laid on the table Agreed to without objection.,1463,Transportation and Public Works,Supporting the goals and ideals of Railroad Retirement Day.,HRES,https://api.congress.gov/v3/bill/111/hres/1463?format=json
P000600,111,2010-03-02,2010-03-25,"On motion to suspend the rules and agree to the resolution, as amended Failed by the Yeas and Nays: (2/3 required): 249 - 172 (Roll no. 191).",1125,Transportation and Public Works,"Supporting the goals and ideals of National Public Works Week, and for other purposes.",HRES,https://api.congress.gov/v3/bill/111/hres/1125?format=json
P000600,111,2010-06-30,2010-09-23,Received in the Senate and referred to the Committee on Energy and Natural Resources.,294,Transportation and Public Works,Commemorating the 75th Anniversary of the Blue Ridge Parkway.,HCONRES,https://api.congress.gov/v3/bill/111/hconres/294?format=json
W000826,117,2022-01-03,2022-09-20,Received in the Senate and Read twice and referred to the Committee on Energy and Natural Resources.,6353,Public Lands and Natural Resources,National Service Animals Memorial Act,HR,https://api.congress.gov/v3/bill/117/hr/6353?format=json
W000826,117,2021-07-20,2022-02-28,"Placed on the Union Calendar, Calendar No. 183.",4588,"Science, Technology, Communications",Regional Innovation Act of 2021,HR,https://api.congress.gov/v3/bill/117/hr/4588?format=json
W000826,117,2021-09-03,2021-09-03,Referred to the House Committee on Education and Labor.,5177,Agriculture and Food,SPARK Act,HR,https://api.congress.gov/v3/bill/117/hr/5177?format=json
W000826,116,2020-09-24,2020-09-24,Referred to the House Committee on Natural Resources.,8397,Public Lands and Natural Resources,National Service Animals Monument Act,HR,https://api.congress.gov/v3/bill/116/hr/8397?format=json
W000826,116,2019-01-09,2019-01-16,Sponsor introductory remarks on measure. (CR H665),421,Transportation and Public Works,Making continuing appropriations for the Coast Guard.,HR,https://api.congress.gov/v3/bill/116/hr/421?format=json
W000826,115,2019-01-02,2019-01-02,Referred to the House Committee on Appropriations.,7400,Transportation and Public Works,Making continuing appropriations for the Coast Guard.,HR,https://api.congress.gov/v3/bill/115/hr/7400?format=json
E000291,113,2014-06-26,2014-06-26,Referred to the House Committee on Energy and Commerce.,4978,Agriculture and Food,Bottled Water Quality Information Act,HR,https://api.congress.gov/v3/bill/113/hr/4978?format=json
E000291,112,2012-03-08,2012-03-09,Referred to the Subcommittee on Highways and Transit.,4174,Transportation and Public Works,No Tolls in North Carolina Act of 2012,HR,https://api.congress.gov/v3/bill/112/hr/4174?format=json
E000291,114,2016-07-18,2016-07-18,Referred to the House Committee on Energy and Commerce.,5913,Environmental Protection,Diesel Emissions Reduction Act of 2016,HR,https://api.congress.gov/v3/bill/114/hr/5913?format=json
E000291,114,2016-02-03,2016-07-14,Read twice and referred to the Committee on Energy and Natural Resources.,4444,Energy,EPS Improvement Act of 2016,HR,https://api.congress.gov/v3/bill/114/hr/4444?format=json
E000291,114,2015-06-01,2016-05-24,"Received in the Senate and Read twice and referred to the Committee on Commerce, Science, and Transportation.",2589,"Science, Technology, Communications",To amend the Communications Act of 1934 to require the Federal Communications Commission to publish on its Internet website the text of any item that is adopted by vote of  the Commission not later than 24 hours after receipt of dissenting statements from all Commissioners wishing to submit such a statement with respect to such item.,HR,https://api.congress.gov/v3/bill/114/hr/2589?format=json
E000291,114,2015-05-08,2015-05-15,Referred to the Subcommittee on Energy and Power.,2245,Energy,To require the Federal Trade Commission to consider including Smart Grid capability on Energy Guide labels for products.,HR,https://api.congress.gov/v3/bill/114/hr/2245?format=json
E000291,114,2015-05-08,2015-05-15,Referred to the Subcommittee on Energy and Power.,2244,Energy,"To establish a Strategic Transformer Reserve program, and for other purposes.",HR,https://api.congress.gov/v3/bill/114/hr/2244?format=json
F000461,116,2020-06-29,2020-06-29,Referred to the House Committee on Energy and Commerce.,7401,Energy,Promoting Interagency Coordination for Review of Natural Gas Pipelines Act,HR,https://api.congress.gov/v3/bill/116/hr/7401?format=json
F000461,116,2020-06-25,2020-09-11,Referred to the Subcommittee on Conservation and Forestry.,7349,Public Lands and Natural Resources,Enhancing Administrative Reviews for Broadband Deployment Act,HR,https://api.congress.gov/v3/bill/116/hr/7349?format=json
F000461,116,2019-12-09,2019-12-10,Referred to the Subcommittee on Communications and Technology.,5365,"Science, Technology, Communications",License Transfer Modernization Act of 2019,HR,https://api.congress.gov/v3/bill/116/hr/5365?format=json
F000461,116,2019-10-16,2019-10-17,Referred to the Subcommittee on Environment and Climate Change.,4690,Energy,21st Century Transportation Fuels Act,HR,https://api.congress.gov/v3/bill/116/hr/4690?format=json
F000461,116,2019-09-24,2020-01-08,The title of the measure was amended. Agreed to without objection.,575,"Science, Technology, Communications","Expressing the sense of the House of Representatives that all stakeholders in the deployment of 5G communications infrastructure should carefully consider adherence to the recommendations of ""The Prague Proposals"".",HRES,https://api.congress.gov/v3/bill/116/hres/575?format=json
F000461,116,2019-07-25,2019-07-26,Referred to the Subcommittee on Energy.,3983,Energy,Promoting Interagency Coordination for Review of Natural Gas Pipelines Act,HR,https://api.congress.gov/v3/bill/116/hr/3983?format=json
F000461,116,2019-05-07,2019-05-08,Referred to the Subcommittee on Environment and Climate Change.,2540,Environmental Protection,Food and Fuel Consumer Protection Act of 2019,HR,https://api.congress.gov/v3/bill/116/hr/2540?format=json
F000461,116,2019-03-14,2019-09-10,Received in the Senate and Read twice and referred to the Committee on Energy and Natural Resources.,1760,Energy,Advanced Nuclear Fuel Availability Act,HR,https://api.congress.gov/v3/bill/116/hr/1760?format=json
F000461,113,2013-07-18,2013-12-09,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 255.,2728,Energy,Protecting States' Rights to Promote American Energy Security Act,HR,https://api.congress.gov/v3/bill/113/hr/2728?format=json
F000461,113,2013-03-21,2014-09-09,Committee Hearings Held.,1314,Environmental Protection,To amend the Endangered Species Act of 1973 to establish a procedure for approval of certain settlements.,HR,https://api.congress.gov/v3/bill/113/hr/1314?format=json
F000461,113,2013-03-06,2013-03-08,Referred to the Subcommittee on Communications and Technology.,989,"Science, Technology, Communications","To prohibit the use of funds for the Lifeline program, and for other purposes.",HR,https://api.congress.gov/v3/bill/113/hr/989?format=json
F000461,112,2012-07-31,2012-08-08,Referred to the Subcommittee on Energy and Mineral Resources.,6235,Public Lands and Natural Resources,Federal Lands Energy Regulatory Certainty Act of 2012,HR,https://api.congress.gov/v3/bill/112/hr/6235?format=json
F000461,112,2011-04-14,2012-04-16,"Placed on the Union Calendar, Calendar No. 297.",1545,Public Lands and Natural Resources,Waco Mammoth National Monument Establishment Act of 2011,HR,https://api.congress.gov/v3/bill/112/hr/1545?format=json
F000461,112,2011-03-16,2011-03-18,Referred to the Subcommittee on Energy and Mineral Resources.,1115,Public Lands and Natural Resources,Expedited Offshore Permitting Act of 2011,HR,https://api.congress.gov/v3/bill/112/hr/1115?format=json
F000461,112,2011-03-10,2011-03-11,Referred to the Subcommittee on Energy and Mineral Resources.,993,Public Lands and Natural Resources,Lease Extension and Secure Energy Act of 2011,HR,https://api.congress.gov/v3/bill/112/hr/993?format=json
F000461,115,2018-12-20,2018-12-20,Referred to the House Committee on Energy and Commerce.,7365,"Science, Technology, Communications","To require the Federal Communications Commission to approve or deny a license transfer application within 180 days of submission, and for other purposes.",HR,https://api.congress.gov/v3/bill/115/hr/7365?format=json
F000461,115,2018-06-19,2018-12-12,Received in the Senate and Read twice and referred to the Committee on Energy and Natural Resources.,6140,Energy,Advanced Nuclear Fuel Availability Act,HR,https://api.congress.gov/v3/bill/115/hr/6140?format=json
F000461,115,2018-01-18,2018-01-23,Referred to the Subcommittee on Federal Lands.,701,"Science, Technology, Communications","Expressing the sense of the House of Representatives that with respect to any study required to be conducted by the Federal Communications Commission, or any entity regulated by the Commission under the Federal Communications Act of 1934, under the National Environmental Policy Act of 1969 or division A of subtitle III of title 54, United States Code (formerly known as the National Historic Preservation Act), for the provision of broadband infrastructure, the area to be studied should be limited to the area of impact.",HRES,https://api.congress.gov/v3/bill/115/hres/701?format=json
F000461,115,2017-09-06,2017-09-08,Referred to the Subcommittee on Communications and Technology.,3685,"Science, Technology, Communications",Radio Consumer Protection Act of 2017,HR,https://api.congress.gov/v3/bill/115/hr/3685?format=json
F000461,115,2017-06-15,2017-07-20,"Received in the Senate and Read twice and referred to the Committee on Commerce, Science, and Transportation.",2910,Energy,Promoting Interagency Coordination for Review of Natural Gas Pipelines Act,HR,https://api.congress.gov/v3/bill/115/hr/2910?format=json
F000461,114,2016-05-10,2016-05-13,Referred to the Subcommittee on Energy and Power.,5180,Environmental Protection,Food and Fuel Consumer Protection Act of 2016,HR,https://api.congress.gov/v3/bill/114/hr/5180?format=json
F000461,114,2015-11-16,2015-11-20,Referred to the Subcommittee on Energy and Power.,4000,Environmental Protection,Ozone National Ambient Air Quality Standard Deadline Harmonization Act of 2015,HR,https://api.congress.gov/v3/bill/114/hr/4000?format=json
F000461,114,2015-03-26,2015-06-05,Referred to the Subcommittee on Energy and Mineral Resources.,1647,Energy,Protecting States' Rights to Promote American Energy Security Act,HR,https://api.congress.gov/v3/bill/114/hr/1647?format=json
F000461,114,2015-01-28,2015-03-17,"Referred to the Subcommittee on Regulatory Reform, Commercial And Antitrust Law.",585,Environmental Protection,To amend the Endangered Species Act of 1973 to establish a procedure for approval of certain settlements.,HR,https://api.congress.gov/v3/bill/114/hr/585?format=json
G000560,113,2013-11-14,2013-11-15,Referred to the Subcommittee on Highways and Transit.,3486,Transportation and Public Works,Transportation Empowerment Act,HR,https://api.congress.gov/v3/bill/113/hr/3486?format=json
G000560,113,2013-04-11,2013-04-12,Referred to the Subcommittee on Energy and Power.,1496,Environmental Protection,Pest Free Food Supply Act,HR,https://api.congress.gov/v3/bill/113/hr/1496?format=json
