bioguideId,invertedOrderName,currentMember,terms,startYear,birthYear,sponsoredLegislation,cosponsoredLegislation
R000033,"Ramstad, Jim",False,9,1991,1946,180,2596
R000011,"Rahall, Nick J., II",False,19,1977,1949,410,6536
R000004,"Radanovich, George",False,8,1995,1955,102,1450
Q000016,"Quinn, Jack",False,6,1993,1951,59,1448
P000555,"Pryce, Deborah",False,8,1993,1951,204,1602
P000444,"Porter, John Edward",False,11,1979,1935,227,3408
P000422,"Pomeroy, Earl",False,9,1993,1952,166,1799
P000419,"Pombo, Richard W.",False,7,1993,1961,134,1181
P000326,"Pickett, Owen B.",False,7,1987,1930,62,1342
P000265,"Petri, Thomas E.",False,18,1979,1940,279,3581
P000258,"Peterson, Collin C.",False,15,1991,1944,210,4856
P000149,"Payne, Donald M.",False,12,1989,1934,170,6344
P000583,"Paul, Ron",False,12,1975,1935,667,3178
P000099,"Pastor, Ed",False,12,1991,1943,62,3270
P000005,"Packard, Ron",False,9,1983,1931,71,2574
O000163,"Oxley, Michael G.",False,13,1981,1944,109,2622
O000159,"Owens, Major R.",False,12,1983,1936,277,7946
O000107,"Ortiz, Solomon P.",False,14,1983,1937,117,3251
O000007,"Obey, David R.",False,21,1969,1938,428,1313
O000006,"Oberstar, James L.",False,18,1975,1934,748,6057
N000172,"Nussle, Jim",False,8,1991,1960,95,908
N000159,"Norwood, Charles W.",False,7,1995,1941,82,1774
I000055,"Isakson, Johnny",False,11,1999,1944,415,3365
D000595,"DeMint, Jim",False,7,1999,1951,753,1280
C001038,"Crowley, Joseph",False,10,1999,1962,249,3983
H001029,"Hayes, Robin",False,5,1999,1945,72,1102
W000791,"Walden, Greg",False,11,1999,1957,154,1845
U000038,"Udall, Mark",False,8,1999,1950,420,2669
T000458,"Tancredo, Thomas G.",False,5,1999,1945,163,1517
S001149,"Sweeney, John E.",False,4,1999,1955,134,869
S001146,"Sherwood, Don",False,4,1999,1941,15,341
R000569,"Reynolds, Thomas M.",False,5,1999,1950,177,759
P000584,"Phelps, David D.",False,2,1999,1947,5,588
O000164,"Ose, Doug",False,3,1999,1955,50,524
M001139,"Miller, Gary G.",False,8,1999,1948,109,1669
K000357,"Kuykendall, Steven T.",False,1,1999,1947,13,282
J000284,"Jones, Stephanie Tubbs",False,5,1999,1949,64,2426
H001032,"Holt, Rush",False,8,1999,1948,343,3911
H001031,"Hoeffel, Joseph M.",False,3,1999,1950,30,1155
H001030,"Hill, Baron P.",False,5,1999,1953,65,890
B001232,"Biggert, Judy",False,7,1999,1937,176,1534
B001231,"Berkley, Shelley",False,7,1999,1951,117,3308
V000126,"Voinovich, George V.",False,6,1999,1936,394,1367
E000286,"Edwards, John",False,3,1999,1953,159,646
B001233,"Bayh, Evan",False,6,1999,1955,314,1518
F000442,"Fitzgerald, Peter",False,3,1999,1960,442,536
V000127,"Vitter, David",False,9,1999,1961,1170,2461
U000039,"Udall, Tom",False,11,1999,1948,619,3323
T000459,"Terry, Lee",False,8,1999,1962,178,2652
S001147,"Shows, Ronnie",False,2,1999,1947,36,960
C001037,"Capuano, Michael E.",False,10,1999,1952,171,3957
F000441,"Fletcher, Ernie",False,3,1999,1952,25,459
L000558,"Lucas, Ken",False,3,1999,1933,11,657
M001140,"Moore, Dennis",False,6,1999,1945,108,2567
R000570,"Ryan, Paul D.",False,10,1999,1970,114,1074
G000545,"Green, Mark",False,4,1999,1960,113,1173
B001229,"Baird, Brian",False,6,1999,1956,111,1799
G000544,"Gonzalez, Charles A.",False,7,1999,1945,64,2973
S001141,"Sessions, Jeff",False,11,1997,1946,742,2020
H001028,"Hagel, Chuck",False,6,1997,1946,213,1770
E000285,"Enzi, Michael B.",False,12,1997,1944,659,2813
C001034,"Cleland, Max",False,3,1997,1942,199,909
W000789,"Wilson, Heather",False,6,1997,1960,127,772
W000315,"Weygand, Robert A.",False,2,1997,1948,47,474
T000424,"Turner, Jim",False,4,1997,1946,33,858
T000266,"Tierney, John F.",False,9,1997,1951,108,2817
S001078,"Sununu, John E.",False,6,1997,1964,114,1026
S000672,"Snyder, Vic",False,7,1997,1947,34,1615
S000364,"Shimkus, John",False,12,1997,1958,117,2881
S000112,"Schaffer, Bob",False,3,1997,1962,49,1013
S000044,"Sandlin, Max",False,4,1997,1952,25,1504
S000030,"Sanchez, Loretta",False,10,1997,1960,139,2759
R000566,"Ryun, Jim",False,5,1997,1947,85,842
R000462,"Rothman, Steven R.",False,8,1997,1952,117,3318
R000386,"Rogan, James E.",False,2,1997,1957,34,356
R000568,"Rodriguez, Ciro D.",False,6,1997,1946,77,1922
R000258,"Riley, Bob",False,3,1997,1944,20,530
R000170,"Reyes, Silvestre",False,8,1997,1944,119,2495
P000373,"Pitts, Joseph R.",False,10,1997,1939,178,2679
P000323,"Pickering, Charles W. ""Chip""",False,6,1997,1963,67,1585
P000263,"Peterson, John E.",False,6,1997,1938,62,1231
P000171,"Pease, Edward A.",False,2,1997,1951,6,116
N000143,"Northup, Anne M.",False,5,1997,1948,14,739
M000485,"McIntyre, Mike",False,9,1997,1956,79,2571
M000309,"McCarthy, Carolyn",False,9,1997,1944,228,3494
M000090,"Maloney, James H.",False,3,1997,1948,27,918
L000043,"Lampson, Nick",False,5,1997,1945,87,1514
K000336,"Kucinich, Dennis J.",False,8,1997,1946,236,4146
K000180,"Kilpatrick, Carolyn C.",False,7,1997,1945,56,3137
J000110,"John, Christopher",False,4,1997,1960,31,609
J000082,"Jenkins, William L.",False,5,1997,1936,38,776
H001014,"Hutchinson, Asa",False,3,1997,1950,45,533
H000948,"Hulshof, Kenny C.",False,6,1997,1958,97,672
H000762,"Hooley, Darlene",False,6,1997,1939,146,1783
H000636,"Hinojosa, Ruben",False,10,1997,1940,108,3231
H000605,"Hill, Rick",False,2,1997,1946,35,418
G000280,"Goode, Virgil H., Jr.",False,6,1997,1946,84,2227
G000152,"Gibbons, Jim",False,5,1997,1944,120,1113
F000440,"Fossella, Vito",False,6,1997,1965,119,1134
F000262,"Ford, Harold E., Jr.",False,5,1997,1970,48,1654
E000226,"Etheridge, Bob",False,7,1997,1941,68,1800
E000172,"Emerson, Jo Ann",False,9,1997,1950,139,2184
D000114,"Davis, Jim",False,5,1997,1957,29,877
C000735,"Cooksey, John",False,3,1997,1941,11,663
C000722,"Cook, Merrill",False,2,1997,1946,25,603
C000380,"Christensen, Donna M.",False,9,1997,1945,150,3770
C001036,"Capps, Lois",False,10,1997,1938,241,3763
B001227,"Brady, Robert A.",False,11,1997,1945,120,4012
B000716,"Boyd, Allen",False,7,1997,1945,33,1201
B000652,"Boswell, Leonard L.",False,8,1997,1934,106,2273
B001228,"Bono Mack, Mary",False,8,1997,1961,92,1583
B000518,"Blagojevich, Rod R.",False,3,1997,1956,46,994
A000357,"Allen, Thomas H.",False,6,1997,1945,89,2167
W000288,"Wellstone, Paul D.",False,6,1991,1944,608,1903
T000457,"Thompson, Fred",False,5,1994,1942,167,353
B000382,"Bennett, Robert F.",False,9,1993,1933,246,1426
A000356,"Ashcroft, John",False,3,1995,1942,201,593
A000355,"Abraham, Spencer",False,3,1995,1952,349,880
Y000031,"Young, C. W. Bill",False,22,1971,1930,573,3237
W000784,"Wynn, Albert Russell",False,8,1993,1951,129,3565
W000738,"Woolsey, Lynn C.",False,10,1993,1937,210,5493
W000672,"Wolf, Frank R.",False,17,1981,1939,249,5613
W000654,"Wise, Robert E., Jr.",False,9,1983,1948,145,2304
W000413,"Whitfield, Ed",False,11,1995,1943,133,1916
W000273,"Weller, Jerry",False,7,1995,1957,156,1611
W000267,"Weldon, Dave",False,7,1995,1953,102,1674
W000268,"Weldon, Curt",False,10,1987,1947,170,2577
W000215,"Waxman, Henry A.",False,20,1975,1939,635,8227
W000210,"Watts, J. C., Jr.",False,4,1995,1957,57,1011
W000207,"Watt, Melvin L.",False,11,1993,1945,201,2200
W000194,"Watkins, Wes",False,10,1977,1938,167,1649
W000119,"Wamp, Zach",False,8,1995,1957,48,2276
W000099,"Walsh, James T.",False,10,1989,1947,91,3654
V000108,"Visclosky, Peter J.",False,18,1985,1949,150,2372
U000014,"Underwood, Robert A.",False,5,1993,1948,65,1419
T000350,"Traficant, James A., Jr.",False,9,1985,1941,667,3395
T000326,"Towns, Edolphus",False,15,1983,1934,274,9766
T000317,"Torricelli, Robert G.",False,10,1983,1951,617,3681
T000260,"Tiahrt, Todd",False,8,1995,1951,136,1605
T000253,"Thurman, Karen L.",False,5,1993,1951,56,2114
T000238,"Thornberry, Mac",False,13,1995,1958,198,1590
T000162,"Thomas, Craig",False,10,1989,1933,313,1805
T000188,"Thomas, William M.",False,14,1979,1941,343,1647
T000074,"Taylor, Gene",False,11,1989,1953,78,1871
T000067,"Taylor, Charles H.",False,8,1991,1941,59,1287
T000058,"Tauzin, W. J. (Billy)",False,13,1979,1943,271,2472
T000038,"Tanner, John S.",False,11,1989,1944,72,1682
T000024,"Talent, Jim",False,7,1993,1956,219,1371
S001045,"Stupak, Bart",False,9,1993,1952,345,2613
S001044,"Stump, Bob",False,13,1977,1927,222,3377
S001004,"Strickland, Ted",False,6,1993,1941,75,1574
S000937,"Stockman, Steve",False,2,1995,1956,86,543
S000822,"Stearns, Cliff",False,12,1989,1941,360,2601
S000810,"Stark, Fortney Pete",False,20,1973,1931,922,8813
S000749,"Spratt, John M., Jr.",False,14,1983,1942,162,3068
S000718,"Spence, Floyd",False,16,1971,1928,143,2801
S001143,"Souder, Mark E.",False,8,1995,1950,126,3064
S000663,"Snowe, Olympia J.",False,17,1979,1947,1405,5264
S000606,"Smith, Bob",False,9,1985,1941,426,2349
S000597,"Smith, Nick",False,6,1993,1934,200,757
S000583,"Smith, Lamar",False,16,1987,1947,303,3392
S000480,"Slaughter, Louise McIntosh",False,16,1987,1929,442,6749
S000465,"Skelton, Ike",False,17,1977,1931,238,3479
S000463,"Skeen, Joe",False,11,1981,1927,90,2562
S000453,"Sisisky, Norman",False,10,1983,1927,24,1809
S001144,"Shays, Christopher",False,11,1987,1945,230,4764
S000303,"Shaw, E. Clay, Jr.",False,13,1981,1939,362,2800
S000275,"Shadegg, John B.",False,8,1995,1949,142,1487
S000248,"Serrano, Jose E.",False,16,1989,1943,267,6256
S000244,"Sensenbrenner, F. James, Jr.",False,21,1979,1943,525,3924
S000106,"Scarborough, Joe",False,4,1995,1963,63,585
S000097,"Saxton, Jim",False,12,1985,1943,333,3784
S000064,"Sarbanes, Paul S.",False,18,1971,1933,387,4413
S000059,"Santorum, Rick",False,8,1991,1958,708,1897
S000051,"Sanford, Mark",False,6,1995,1960,98,605
S000018,"Salmon, Matt",False,5,1995,1958,146,1071
S000005,"Sabo, Martin Olav",False,14,1979,1938,84,3369
R000487,"Royce, Edward R.",False,13,1993,1951,292,2523
R000465,"Roukema, Marge",False,11,1981,1929,215,2308
R000435,"Ros-Lehtinen, Ileana",False,15,1989,1952,373,3967
R000417,"Romero-Barcelo, Carlos A.",False,4,1993,1932,25,1027
R000409,"Rohrabacher, Dana",False,15,1989,1947,327,3786
R000385,"Roemer, Tim",False,6,1991,1956,89,761
R000307,"Roberts, Pat",False,20,1981,1936,572,4769
R000281,"Rivers, Lynn N.",False,4,1995,1956,52,1471
B000780,"Breaux, John B.",False,17,1971,1944,713,3057
B000711,"Boxer, Barbara",False,17,1983,1940,1550,8763
B000657,"Boucher, Rick",False,14,1983,1946,172,4185
B000644,"Borski, Robert A.",False,10,1983,1948,58,3181
B000619,"Bonior, David E.",False,13,1977,1945,237,5560
B000617,"Bonilla, Henry",False,7,1993,1954,53,1016
B000589,"Boehner, John A.",False,13,1991,1949,158,1725
B000586,"Boehlert, Sherwood",False,12,1983,1936,166,3823
B000463,"Bilirakis, Michael",False,12,1983,1930,312,3204
B000410,"Berman, Howard L.",False,15,1983,1941,221,7011
B000403,"Bereuter, Doug",False,13,1979,1939,353,3657
N000032,"Nelson, Bill",False,15,1979,1942,911,3691
M001134,"Myrick, Sue Wilkins",False,9,1995,1941,322,3044
M000941,"Morella, Constance A.",False,8,1987,1931,251,3785
M000933,"Moran, James P.",False,12,1991,1945,300,5780
M000844,"Mollohan, Alan B.",False,14,1983,1943,106,2095
M000834,"Moakley, John Joseph",False,15,1973,1927,783,4422
M000797,"Mink, Patsy T.",False,13,1965,1927,471,2737
M000795,"Minge, David",False,4,1993,1942,66,954
M000725,"Miller, George",False,20,1975,1945,606,6856
M000720,"Miller, Dan",False,5,1993,1942,48,785
M000714,"Millender-McDonald, Juanita",False,7,1995,1938,192,2199
M000702,"Mikulski, Barbara A.",False,20,1977,1936,612,8002
M000689,"Mica, John L.",False,12,1993,1943,148,1739
M000669,"Metcalf, Jack",False,3,1995,1927,50,754
M000628,"Meek, Carrie P.",False,5,1993,1926,62,1766
M000590,"McNulty, Michael R.",False,10,1989,1947,101,4806
M000523,"McKinney, Cynthia A.",False,6,1993,1955,74,2445
M000508,"McKeon, Howard P. ""Buck""",False,11,1993,1938,183,2023
M000481,"McIntosh, David M.",False,3,1995,1958,48,764
M000477,"McInnis, Scott",False,6,1993,1953,142,925
M000404,"McDermott, Jim",False,14,1989,1936,342,7216
M000388,"McCrery, Jim",False,12,1987,1949,121,1628
M000350,"McCollum, Bill",False,10,1981,1944,375,2736
M000316,"McCarthy, Karen",False,5,1995,1947,31,1158
M000303,"McCain, John",False,18,1983,1936,2684,4636
M000249,"Matsui, Robert T.",False,14,1979,1941,269,5343
M000212,"Mascara, Frank",False,4,1995,1930,8,879
M000206,"Martinez, Matthew G.",False,10,1981,1929,105,5501
M001138,"Manzullo, Donald A.",False,10,1993,1944,142,2727
M000019,"Mack, Connie, III",False,9,1983,1940,307,2243
L000521,"Luther, Bill",False,4,1995,1945,30,800
L000517,"Lungren, Daniel E.",False,9,1979,1946,168,2085
L000480,"Lowey, Nita M.",False,16,1989,1937,554,5599
L000447,"Lott, Trent",False,18,1973,1941,943,4114
S000888,"Stevens, Ted",False,21,1967,1923,1445,4361
S000709,"Specter, Arlen",False,15,1981,1930,1665,3947
R000460,"Roth Jr., William V.",False,17,1967,1921,961,2076
R000361,"Rockefeller, John D., IV",False,15,1985,1937,887,3749
R000295,"Robb, Charles S.",False,6,1989,1939,196,1730
N000102,"Nickles, Don",False,12,1981,1948,587,2631
M001085,"Murkowski, Frank H.",False,11,1981,1933,871,3148
M001054,"Moynihan, Daniel Patrick",False,12,1977,1927,1520,4079
L000504,"Lugar, Richard G.",False,18,1977,1932,789,4341
L000261,"Levin, Carl",False,18,1979,1934,1662,6423
L000123,"Lautenberg, Frank R.",False,15,1983,1924,1319,5512
K000148,"Kerry, John F.",False,15,1985,1943,1315,6369
K000146,"Kerrey, J. Robert",False,6,1989,1943,257,1166
K000105,"Kennedy, Edward M.",False,25,1961,1932,2552,6975
I000025,"Inouye, Daniel K.",False,27,1959,1924,2164,6253
H001016,"Hutchison, Kay Bailey",False,10,1993,1943,959,2287
H000725,"Hollings, Ernest F.",False,20,1965,1922,1066,4458
H000463,"Helms, Jesse",False,15,1973,1921,1977,3945
H000338,"Hatch, Orrin G.",False,21,1977,1934,5992,6066
G000333,"Gorton, Slade",False,9,1981,1928,616,2237
F000439,"Frist, William H.",False,6,1995,1952,548,959
F000061,"Feingold, Russell D.",False,9,1993,1953,1173,2657
D000407,"Domenici, Pete V.",False,18,1973,1932,1726,4349
C000705,"Conrad, Kent",False,13,1987,1948,609,3325
N000127,"Nolan, Richard M.",False,6,1975,1943,230,2061
N000081,"Ney, Robert W.",False,6,1995,1954,130,1483
C000567,"Cochran, Thad",False,23,1973,1937,810,6445
B001210,"Byrd, Robert C.",False,29,1953,1917,1501,2425
B001126,"Burns, Conrad R.",False,9,1989,1935,406,2465
B000993,"Bryan, Richard H.",False,6,1989,1937,455,1379
B000611,"Bond, Christopher S.",False,12,1987,1939,703,2667
B000468,"Bingaman, Jeff",False,15,1983,1943,1718,5158
B000444,"Biden, Joseph R., Jr.",False,19,1973,1942,1071,3383
W000154,"Warner, John",False,15,1979,1927,953,3938
S001142,"Smith, Gordon H.",False,6,1997,1952,505,1817
L000035,"Lincoln, Blanche L.",False,8,1993,1960,466,2286
L000550,"Landrieu, Mary L.",False,9,1997,1955,1080,3484
R000578,"Reichert, David G.",False,7,2005,1950,170,1307
D000605,"Drake, Thelma D.",False,2,2005,1949,29,666
M001158,"Marchant, Kenny",False,8,2005,1951,65,2231
C001062,"Conaway, K. Michael",False,8,2005,1948,137,2039
P000592,"Poe, Ted",False,7,2005,1948,344,2424
F000452,"Fortuno, Luis G.",False,2,2005,1960,44,621
D000604,"Dent, Charles W.",False,7,2005,1960,111,1414
S001162,"Schwartz, Allyson Y.",False,5,2005,1948,78,1617
F000451,"Fitzpatrick, Michael G.",False,4,2005,1963,122,1185
B001254,"Boren, Dan",False,4,2005,1973,76,1184
K000364,"Kuhl, John R. ""Randy"", Jr.",False,2,2005,1943,37,955
C001060,"Carnahan, Russ",False,4,2005,1958,71,1553
S001161,"Schwarz, John J.H. ""Joe""",False,1,2005,1937,9,303
B001255,"Boustany, Charles W., Jr.",False,6,2005,1956,136,1614
M001161,"Melancon, Charlie",False,3,2005,1947,54,705
D000603,"Davis, Geoff",False,4,2005,1958,50,928
S001160,"Sodrel, Michael E.",False,1,2005,1945,11,127
B001253,"Bean, Melissa L.",False,3,2005,1962,50,555
L000563,"Lipinski, Daniel",False,8,2005,1966,175,2672
B001252,"Barrow, John",False,5,2005,1955,81,1222
W000796,"Westmoreland, Lynn A.",False,6,2005,1950,38,1873
P000591,"Price, Tom",False,7,2005,1954,145,1168
M001155,"Mack, Connie",False,4,2005,1967,46,704
S001158,"Salazar, John T.",False,3,2005,1953,70,785
H001037,"Herseth Sandlin, Stephanie",False,4,2004,1970,116,1108
C001058,"Chandler, Ben",False,5,2004,1959,23,1186
B001250,"Bishop, Rob",False,9,2003,1951,216,1999
B001241,"Bell, Chris",False,1,2003,1959,13,353
H001036,"Hensarling, Jeb",False,8,2003,1957,124,1546
D000599,"Davis, Lincoln",False,4,2003,1943,24,1055
J000286,"Janklow, William J.",False,1,2003,1939,5,157
B001239,"Barrett, J. Gresham",False,4,2003,1961,45,1024
M001151,"Murphy, Tim",False,8,2003,1952,152,1734
G000549,"Gerlach, Jim",False,6,2003,1955,135,1771
B001242,"Bishop, Timothy H.",False,6,2003,1950,127,2382
P000589,"Porter, Jon C.",False,3,2003,1955,59,738
P000588,"Pearce, Stevan",False,7,2003,1947,186,1728
G000548,"Garrett, Scott",False,7,2003,1959,237,1734
B001246,"Bradley, Jeb",False,2,2003,1952,43,496
M001154,"Miller, Brad",False,5,2003,1953,48,1401
B001238,"Ballance, Frank W.,  Jr.",False,1,2003,1942,8,208
K000363,"Kline, John",False,7,2003,1947,73,1985
M001147,"McCotter, Thaddeus G.",False,5,2003,1965,83,2780
M001150,"Miller, Candice S.",False,7,2003,1954,93,1598
M001149,"Michaud, Michael H.",False,6,2003,1955,121,2987
A000361,"Alexander, Rodney",False,6,2003,1946,46,1394
C001052,"Chocola, Chris",False,2,2003,1962,21,312
E000287,"Emanuel, Rahm",False,3,2003,1959,87,1190
K000362,"King, Steve",False,9,2003,1949,315,2194
B001245,"Bordallo, Madeleine Z.",False,8,2003,1933,135,3531
B001249,"Burns, Max",False,1,2003,1948,18,188
G000550,"Gingrey, Phil",False,6,2003,1942,198,1698
M001145,"Majette, Denise L.",False,1,2003,1955,1,214
M001146,"Marshall, Jim",False,4,2003,1948,39,1141
F000447,"Feeney, Tom",False,3,2003,1958,36,975
M001148,"Meek, Kendrick B.",False,4,2003,1966,84,1228
H001035,"Harris, Katherine",False,2,2003,1957,25,551
B001247,"Brown-Waite, Ginny",False,4,2003,1943,105,1316
B001240,"Beauprez, Bob",False,2,2003,1948,31,476
M001152,"Musgrave, Marilyn N.",False,3,2003,1949,73,1079
C001050,"Cardoza, Dennis A.",False,5,2003,1959,103,1370
F000448,"Franks, Trent",False,8,2003,1957,116,2690
R000574,"Renzi, Rick",False,3,2003,1958,67,695
D000602,"Davis, Artur",False,4,2003,1967,55,1018
B001244,"Bonner, Jo",False,6,2003,1959,75,998
P000590,"Pryor, Mark L.",False,6,2003,1963,388,1433
N000182,"Neugebauer, Randy",False,7,2003,1949,111,1646
D000601,"Dole, Elizabeth",False,3,2003,1936,152,796
C001057,"Coleman, Norm",False,3,2003,1949,338,1222
A000360,"Alexander, Lamar",False,9,2003,1940,438,1759
B001237,"Barkley, Dean M.",False,1,2002,1950,1,2
S001155,"Sullivan, John",False,6,2002,1965,72,967
M001144,"Miller, Jeff",False,8,2001,1959,149,2785
F000445,"Forbes, J. Randy",False,8,2001,1952,119,1961
W000794,"Watson, Diane E.",False,5,2001,1933,84,2332
S001154,"Shuster, Bill",False,9,2001,1961,108,1585
A000359,"Acevedo-Vila, Anibal",False,2,2001,1962,38,465
C001046,"Cantor, Eric",False,7,2001,1963,81,1155
S001151,"Schrock, Edward L.",False,2,2001,1941,10,466
D000597,"Davis, Jo Ann",False,4,2001,1950,107,1232
M001142,"Matheson, Jim",False,7,2001,1960,107,1473
C001048,"Culberson, John Abney",False,9,2001,1956,94,1812
B001235,"Brown, Henry E., Jr.",False,5,2001,1935,126,1367
P000585,"Platts, Todd Russell",False,6,2001,1962,118,2562
H001033,"Hart, Melissa A.",False,3,2001,1962,59,1094
C001044,"Carson, Brad",False,2,2001,1967,24,503
T000462,"Tiberi, Patrick J.",False,9,2001,1962,109,1914
I000057,"Israel, Steve",False,8,2001,1958,336,3301
G000547,"Grucci, Felix J., Jr.",False,1,2001,1951,11,323
F000443,"Ferguson, Mike",False,4,2001,1970,68,775
O000165,"Osborne, Tom",False,3,2001,1937,39,567
A000358,"Akin, W. Todd",False,6,2001,1947,58,1580
C001049,"Clay, Wm. Lacy",False,10,2001,1956,180,4154
K000358,"Kennedy, Mark R.",False,3,2001,1957,67,678
R000572,"Rogers, Mike J.",False,7,2001,1963,129,1463
K000359,"Kerns, Brian D.",False,1,2001,1957,4,186
P000587,"Pence, Mike",False,6,2001,1959,103,1657
J000285,"Johnson, Timothy V.",False,6,2001,1946,47,1029
O000166,"Otter, C. L. (Butch)",False,3,2001,1942,56,801
P000586,"Putnam, Adam H.",False,5,2001,1974,87,1050
K000361,"Keller, Ric",False,4,2001,1964,46,688
C001045,"Crenshaw, Ander",False,8,2001,1944,39,1166
S001152,"Simmons, Rob",False,3,2001,1943,88,1221
D000598,"Davis, Susan A.",False,10,2001,1944,235,3505
H001034,"Honda, Michael M.",False,8,2001,1941,213,4938
F000444,"Flake, Jeff",False,9,2001,1962,809,1528
R000573,"Ross, Mike",False,6,2001,1961,93,1992
C001042,"Corzine, Jon S.",False,3,2001,1947,241,1523
N000180,"Nelson, Ben",False,6,2001,1941,291,1126
D000596,"Dayton, Mark",False,3,2001,1947,186,1143
V000087,"Vento, Bruce F.",False,12,1977,1940,324,5277
M001141,"Miller, Zell",False,3,2000,1932,63,699
B000229,"Bateman, Herbert H.",False,9,1983,1928,87,2295
B001234,"Baca, Joe",False,7,1999,1947,219,2402
C001040,"Chafee, Lincoln",False,4,1999,1953,66,883
C000868,"Cramer, Robert E. (Bud), Jr.",False,9,1991,1947,34,2007
C000858,"Craig, Larry E.",False,14,1981,1945,619,3663
C000846,"Coyne, William J.",False,11,1981,1936,123,2603
C000830,"Cox, Christopher",False,9,1989,1952,179,1991
C000794,"Costello, Jerry F.",False,13,1987,1949,75,3248
C000714,"Conyers, John, Jr.",False,27,1965,1929,800,10762
C000670,"Condit, Gary A.",False,7,1989,1948,103,1490
C000653,"Combest, Larry",False,10,1985,1945,67,1230
C000640,"Collins, Mac",False,6,1993,1944,114,916
C000560,"Coburn, Tom",False,8,1995,1948,1124,1917
C000556,"Coble, Howard",False,15,1985,1931,329,3405
C000542,"Coats, Daniel",False,12,1981,1943,427,2837
C000503,"Clement, Bob",False,8,1987,1943,66,2143
C000494,"Clayton, Eva M.",False,6,1991,1934,39,1537
C000488,"Clay, William (Bill)",False,16,1969,1931,241,3416
C000345,"Chenoweth-Hage, Helen",False,3,1995,1938,49,631
C000286,"Chambliss, Saxby",False,10,1995,1943,467,2611
C000243,"Castle, Michael N.",False,9,1993,1939,299,1502
C000107,"Canady, Charles T.",False,4,1993,1954,57,1068
C000100,"Campbell, Tom",False,5,1989,1952,152,1120
C000077,"Campbell, Ben Nighthorse",False,9,1987,1933,460,2158
C000071,"Camp, Dave",False,12,1991,1953,214,2365
C000052,"Callahan, Sonny",False,9,1985,1932,61,1657
B001203,"Buyer, Steve",False,9,1993,1958,145,1093
B001149,"Burton, Dan",False,15,1983,1938,470,6136
B001066,"Bunning, Jim",False,12,1987,1931,323,2471
B000996,"Bryant, Ed",False,4,1995,1948,40,662
B000953,"Brownback, Sam",False,9,1995,1956,736,1932
B000918,"Brown, George E., Jr.",False,18,1963,1920,430,5204
B000911,"Brown, Corrine",False,12,1993,1946,115,4748
B000400,"Bentsen, Ken",False,4,1995,1959,43,939
B000287,"Becerra, Xavier",False,13,1993,1958,130,1962
B000243,"Baucus, Max",False,20,1975,1941,1832,4951
B000220,"Bass, Charles F.",False,7,1995,1952,80,912
B000213,"Barton, Joe",False,17,1985,1949,224,2811
B000208,"Bartlett, Roscoe G.",False,10,1993,1926,148,3434
B000177,"Barrett, Thomas M.",False,5,1993,1953,50,1687
B000179,"Barrett, Bill",False,5,1991,1929,42,850
B000169,"Barr, Bob",False,4,1995,1948,102,868
B000134,"Barcia, James A.",False,5,1993,1952,38,1183
B000104,"Ballenger, Cass",False,10,1985,1926,91,2257
B000081,"Baldacci, John Elias",False,4,1995,1955,44,1328
B000072,"Baker, Richard H.",False,11,1987,1948,180,2670
B000013,"Bachus, Spencer",False,11,1993,1947,124,2896
A000217,"Armey, Richard K.",False,9,1985,1940,246,1960
A000215,"Archer, Bill",False,15,1971,1928,384,1761
A000210,"Andrews, Robert E.",False,13,1989,1957,701,3857
A000121,"Allen, George",False,4,1991,1952,212,1111
A000109,"Allard, Wayne",False,9,1991,1943,457,1737
A000069,"Akaka, Daniel K.",False,19,1977,1924,794,5331
A000022,"Ackerman, Gary L.",False,15,1983,1942,264,7056
A000014,"Abercrombie, Neil",False,11,1985,1938,133,4342
F000116,"Filner, Bob",False,10,1993,1942,424,6938
F000043,"Fattah, Chaka",False,11,1995,1956,134,3443
F000030,"Farr, Sam",False,12,1993,1941,147,4705
F000010,"Faleomavaega, Eni F. H.",False,13,1989,1943,165,3566
E000282,"Ewing, Thomas W.",False,5,1991,1935,54,1058
E000250,"Evans, Lane",False,12,1983,1951,212,6875
E000194,"Ensign, John",False,8,1995,1958,633,1549
E000187,"English, Phil",False,7,1995,1956,393,3747
E000179,"Engel, Eliot L.",False,16,1989,1947,528,7236
E000093,"Ehrlich, Robert L., Jr.",False,4,1995,1957,28,740
E000092,"Ehlers, Vernon J.",False,9,1993,1934,135,2065
E000063,"Edwards, Chet",False,10,1991,1951,76,1411
D000549,"Dunn, Jennifer",False,6,1993,1941,90,1250
D000533,"Duncan, John J., Jr.",False,16,1987,1947,271,3732
D000492,"Dreier, David",False,16,1981,1952,389,2429
D000432,"Dorgan, Byron L.",False,16,1981,1942,1092,4118
D000429,"Doolittle, John T.",False,9,1991,1950,134,2858
D000424,"Dooley, Calvin M.",False,7,1991,1954,40,1272
D000388,"Dodd, Christopher J.",False,18,1975,1944,1455,6015
D000373,"Dixon, Julian C.",False,12,1979,1934,86,3251
D000355,"Dingell, John D.",False,30,1955,1926,685,3309
D000327,"Dicks, Norman D.",False,18,1977,1940,194,3231
D000312,"Dickey, Jay",False,4,1993,1939,32,815
D000299,"Diaz-Balart, Lincoln",False,9,1993,1954,173,1883
D000275,"Deutsch, Peter",False,6,1993,1957,61,1759
D000168,"Deal, Nathan",False,9,1993,1942,94,1706
D000136,"Davis, Tom",False,7,1995,1949,222,1631
