bioguideId,invertedOrderName,currentMember,terms,startYear,birthYear,sponsoredLegislation,cosponsoredLegislation
G000352,"Graham, Bob",False,9,1987,1936,877,2376
D000210,"Delahunt, Bill",False,7,1997,1941,88,2593
L000304,"Lieberman, Joseph I.",False,12,1989,1942,861,4967
E000268,"Everett, Terry",False,8,1993,1937,33,1011
Y000064,"Young, Todd",True,7,2011,1972,350,1857
W000779,"Wyden, Ron",True,23,1981,1949,1760,7929
W000790,"Warnock, Raphael G.",True,2,2021,1969,147,808
W000817,"Warren, Elizabeth",True,6,2013,1949,620,3784
W000802,"Whitehouse, Sheldon",True,9,2007,1955,613,4380
W000805,"Warner, Mark R.",True,8,2009,1954,611,2111
W000437,"Wicker, Roger F.",True,16,1995,1951,695,4201
V000128,"Van Hollen, Chris",True,11,2003,1959,430,6081
T000278,"Tuberville, Tommy",True,2,2021,1954,245,425
S001203,"Smith, Tina",True,4,2018,1958,268,2284
T000476,"Tillis, Thomas",True,5,2015,1960,602,2200
S001198,"Sullivan, Dan",True,5,2015,1964,430,1472
T000464,"Tester, Jon",True,9,2007,1956,790,3074
T000250,"Thune, John",True,13,1997,1961,935,2720
S000770,"Stabenow, Debbie",True,14,1997,1950,730,5411
S001217,"Scott, Rick",True,3,2019,1952,457,1324
S001194,"Schatz, Brian",True,7,2012,1972,571,1945
S001184,"Scott, Tim",True,7,2011,1965,374,1715
S001181,"Shaheen, Jeanne",True,8,2009,1947,906,3698
S000148,"Schumer, Charles E.",True,22,1981,1950,2357,7835
S000033,"Sanders, Bernard",True,17,1991,1941,1087,7401
R000615,"Romney, Mitt",True,3,2019,1947,142,483
R000608,"Rosen, Jacky",True,4,2017,1957,271,2085
R000605,"Rounds, Mike",True,5,2015,1954,319,1589
R000595,"Rubio, Marco",True,7,2011,1971,1465,3272
R000584,"Risch, James E.",True,8,2009,1943,540,2484
P000145,"Padilla, Alex",True,2,2021,1973,272,1378
O000174,"Ossoff, Jon",True,2,2021,1987,180,526
P000603,"Paul, Rand",True,7,2011,1963,991,1044
M001169,"Murphy, Christopher",True,9,2007,1973,469,3146
P000595,"Peters, Gary C.",True,8,2009,1958,670,3109
M001111,"Murray, Patty",True,16,1993,1950,1094,6059
M001153,"Murkowski, Lisa",True,11,2003,1957,1118,3353
M001198,"Marshall, Roger",True,4,2017,1960,422,1500
M001176,"Merkley, Jeff",True,8,2009,1956,932,4229
M000934,"Moran, Jerry",True,14,1997,1954,665,3593
M000639,"Menendez, Robert",False,17,1993,1954,1954,5703
M000133,"Markey, Edward J.",True,25,1977,1946,1437,9650
M000355,"McConnell, Mitch",True,20,1985,1942,1278,2767
K000393,"Kennedy, John",True,4,2017,1951,524,947
K000383,"King, Angus S., Jr.",True,6,2013,1944,327,2666
K000367,"Klobuchar, Amy",True,9,2007,1960,1247,4923
L000577,"Lee, Mike",True,7,2011,1971,1849,1542
L000575,"Lankford, James",True,7,2011,1968,551,2013
L000571,"Lummis, Cynthia M.",True,6,2009,1954,181,1871
L000570,"Lujan, Ben Ray",True,8,2009,1972,333,2716
H000273,"Hickenlooper, John W.",True,2,2021,1952,108,607
K000384,"Kaine, Tim",True,6,2013,1958,368,2317
J000293,"Johnson, Ron",True,7,2011,1955,564,1266
H001042,"Hirono, Mazie K.",True,9,2007,1947,588,4473
H001046,"Heinrich, Martin",True,8,2009,1971,421,2816
H000601,"Hagerty, Bill",True,2,2021,1959,277,649
H001089,"Hawley, Josh",True,3,2019,1979,255,771
H001076,"Hassan, Margaret Wood",True,4,2017,1958,281,2121
F000463,"Fischer, Deb",True,6,2013,1951,303,1369
G000555,"Gillibrand, Kirsten E.",True,10,2007,1966,827,4692
G000386,"Grassley, Chuck",True,25,1975,1933,2342,7298
G000359,"Graham, Lindsey",True,15,1995,1955,710,3449
E000295,"Ernst, Joni",True,5,2015,1970,530,1679
C001098,"Cruz, Ted",True,6,2013,1970,906,1787
C001096,"Cramer, Kevin",True,6,2013,1961,213,2910
D000618,"Daines, Steve",True,6,2013,1962,536,2134
D000622,"Duckworth, Tammy",True,6,2013,1968,453,2710
D000563,"Durbin, Richard J.",True,21,1983,1944,1940,9909
C000880,"Crapo, Mike",True,16,1993,1951,579,4073
C001113,"Cortez Masto, Catherine",True,4,2017,1964,458,1825
C001095,"Cotton, Tom",True,6,2013,1977,459,1730
C001070,"Casey, Robert P., Jr.",True,9,2007,1960,1250,4111
C001088,"Coons, Christopher A.",True,8,2010,1963,624,3530
C001075,"Cassidy, Bill",True,8,2009,1957,563,2138
C001035,"Collins, Susan M.",True,14,1997,1952,1148,6247
C001056,"Cornyn, John",True,12,2002,1952,1408,3698
C000174,"Carper, Thomas R.",True,17,1983,1947,793,4548
C001047,"Capito, Shelley Moore",True,12,2001,1953,361,3592
C000141,"Cardin, Benjamin L.",True,19,1987,1943,1342,6234
C000127,"Cantwell, Maria",True,13,1993,1958,902,4005
B000944,"Brown, Sherrod",True,16,1993,1952,1458,8057
B001310,"Braun, Mike",True,3,2019,1954,454,1768
B001288,"Booker, Cory A.",True,6,2013,1969,726,3404
B001277,"Blumenthal, Richard",True,7,2011,1946,902,5333
B001261,"Barrasso, John",True,9,2007,1952,638,2209
B001267,"Bennet, Michael F.",True,8,2009,1964,613,2791
B001243,"Blackburn, Marsha",True,11,2003,1952,590,4329
B001236,"Boozman, John",True,12,2001,1950,375,3956
B001230,"Baldwin, Tammy",True,13,1999,1962,649,6379
M001200,"McEachin, A. Donald",False,3,2017,1961,70,976
S001222,"Santos, George",False,1,2023,1988,43,153
S001192,"Stewart, Chris",True,6,2013,1960,95,1158
C001043,"Carnahan, Jean",False,1,2001,1933,51,260
J000126,"Johnson, Eddie Bernice",False,15,1993,1935,347,5700
K000305,"Kohl, Herb",False,12,1989,1935,644,2655
B000556,"Bliley, Tom",False,10,1981,1932,142,2958
F000062,"Feinstein, Dianne",False,17,1992,1933,2211,6727
S000094,"Sawyer, Tom",False,8,1987,1945,104,1809
B000420,"Berry, Marion",False,7,1997,1942,101,1436
S000851,"Stenholm, Charles W.",False,13,1979,1938,183,3167
S000394,"Shuster, Bud",False,15,1973,1932,142,1052
O000085,"Olver, John W.",False,11,1991,1936,62,3742
N000192,"Newman, Marie",False,1,2021,1964,21,660
M001186,"Meijer, Peter",False,1,2021,1988,11,331
K000396,"Kahele, Kaiali'i",False,1,2021,1974,17,483
J000306,"Jones, Mondaire",False,1,2021,1987,14,803
H001084,"Herrell, Yvette",False,1,2021,1964,25,364
C001104,"Cawthorn, Madison",False,1,2021,1995,50,383
B001312,"Bourdeaux, Carolyn",False,1,2021,1970,16,296
J000020,"Jacobs, Chris",False,2,2020,1966,29,293
K000395,"Keller, Fred",False,2,2019,1965,32,520
L000591,"Luria, Elaine G.",False,2,2019,1975,47,1003
T000479,"Taylor, Van",False,2,2019,1972,16,612
G000588,"Gonzalez, Anthony",False,2,2019,1984,36,515
M001203,"Malinowski, Tom",False,2,2019,1965,62,959
A000378,"Axne, Cynthia",False,2,2019,1965,81,1149
S001204,"San Nicolas, Michael F. Q.",False,2,2019,1981,31,871
L000588,"Lamb, Conor",False,3,2018,1984,58,750
C001109,"Cheney, Liz",False,3,2017,1966,83,473
B001304,"Brown, Anthony G.",False,3,2017,1961,154,1347
H001074,"Hollingsworth, Trey",False,3,2017,1983,27,264
D000627,"Demings, Val Butler",False,3,2017,1957,39,1257
M001202,"Murphy, Stephanie N.",False,3,2017,1978,67,1027
L000586,"Lawson, Al, Jr.",False,3,2017,1948,60,1253
O000171,"O'Halleran, Tom",False,3,2017,1946,125,1218
S001197,"Sasse, Ben",False,5,2015,1972,182,557
K000386,"Katko, John",False,4,2015,1962,134,1447
R000602,"Rice, Kathleen M.",False,4,2015,1965,99,1733
Z000017,"Zeldin, Lee M.",False,4,2015,1980,94,1006
L000581,"Lawrence, Brenda L.",False,4,2015,1954,80,1711
H001071,"Hice, Jody B.",False,4,2015,1960,63,1153
R000597,"Rice, Tom",False,5,2013,1957,80,826
M001185,"Maloney, Sean Patrick",False,5,2013,1966,145,1945
W000813,"Walorski, Jackie",False,5,2013,1963,89,1301
B001286,"Bustos, Cheri",False,5,2013,1961,91,1617
D000619,"Davis, Rodney",False,5,2013,1970,139,1905
L000579,"Lowenthal, Alan S.",False,5,2013,1941,112,3589
S001175,"Speier, Jackie",False,8,2008,1950,284,2898
S001165,"Sires, Albio",False,9,2005,1951,110,3882
R000585,"Reed, Tom",False,7,2010,1971,178,1203
M001180,"McKinley, David B.",False,6,2011,1947,230,2010
H001056,"Herrera Beutler, Jaime",False,6,2011,1978,63,973
G000563,"Gibbs, Bob",False,6,2011,1954,62,1444
P000601,"Palazzo, Steven M.",False,6,2011,1970,54,1342
L000576,"Long, Billy",False,6,2011,1955,46,1438
H001053,"Hartzler, Vicky",False,6,2011,1960,98,1753
K000378,"Kinzinger, Adam",False,6,2011,1978,115,1332
B001270,"Bass, Karen",False,6,2011,1953,167,2661
B001274,"Brooks, Mo",False,6,2011,1954,67,1403
Y000062,"Yarmuth, John A.",False,8,2007,1947,111,2445
P000593,"Perlmutter, Ed",False,8,2007,1953,138,2506
M001166,"McNerney, Jerry",False,8,2007,1951,192,2904
S001180,"Schrader, Kurt",False,7,2009,1951,133,1426
K000368,"Kirkpatrick, Ann",False,5,2009,1950,82,1581
P000523,"Price, David E.",False,17,1987,1940,201,5330
P000449,"Portman, Rob",False,13,1993,1955,726,2615
T000461,"Toomey, Patrick",False,9,1999,1961,541,1533
K000188,"Kind, Ron",False,13,1997,1963,317,4074
B000755,"Brady, Kevin",False,13,1997,1955,213,2156
B000575,"Blunt, Roy",False,13,1997,1950,431,3548
Y000033,"Young, Don",False,25,1973,1933,1199,6264
U000031,"Upton, Fred",False,18,1987,1953,228,4385
S000320,"Shelby, Richard C.",False,22,1979,1934,666,3694
R000515,"Rush, Bobby L.",False,15,1993,1946,328,6591
R000486,"Roybal-Allard, Lucille",False,15,1993,1941,164,5442
M000087,"Maloney, Carolyn B.",False,15,1993,1946,927,7984
L000174,"Leahy, Patrick J.",False,24,1975,1940,1768,7520
G000552,"Gohmert, Louie",False,9,2005,1953,194,2408
B001251,"Butterfield, G. K.",False,10,2004,1947,134,3098
R000577,"Ryan, Tim",False,10,2003,1973,217,4658
L000559,"Langevin, James R.",False,11,2001,1964,318,3944
C000754,"Cooper, Jim",False,16,1983,1954,144,3660
C000266,"Chabot, Steve",False,13,1995,1953,289,3208
B001135,"Burr, Richard",False,14,1995,1955,659,3063
D000482,"Doyle, Michael F.",False,14,1995,1953,104,4336
D000191,"DeFazio, Peter A.",False,18,1987,1947,599,8108
K000306,"Kolbe, Jim",False,11,1985,1942,181,2205
L000592,"Levin, Andy",False,2,2019,1960,88,995
S001219,"Sempolinski, Joseph",False,1,2022,1983,1,16
F000473,"Flores, Mayra",False,1,2022,1986,2,63
C001128,"Conway, Connie",False,1,2022,1950,1,48
L000594,"Loeffler, Kelly",False,2,2020,1970,57,210
W000827,"Wright, Ron",False,2,2019,1953,14,383
D000630,"Delgado, Antonio",False,2,2019,1977,60,671
H001080,"Haaland, Debra A.",False,2,2019,1960,55,947
H001088,"Hagedorn, Jim",False,2,2019,1962,12,407
C001111,"Crist, Charlie",False,3,2017,1956,69,1107
H001075,"Harris, Kamala D.",False,3,2017,1964,164,1197
V000132,"Vela, Filemon",False,5,2013,1963,55,1284
D000610,"Deutch, Theodore E.",False,7,2010,1966,173,2577
S001187,"Stivers, Steve",False,6,2011,1965,120,1987
R000588,"Richmond, Cedric L.",False,6,2011,1973,93,1337
F000455,"Fudge, Marcia L.",False,8,2008,1952,116,2193
F000449,"Fortenberry, Jeff",False,9,2005,1960,173,1725
N000181,"Nunes, Devin",False,10,2003,1973,125,1364
H000324,"Hastings, Alcee L.",False,15,1993,1936,530,8275
H001092,"Hall, Kwanza",False,1,2020,1971,6,13
R000611,"Riggleman, Denver",False,1,2019,1970,15,352
M001209,"McAdams, Ben",False,1,2019,1974,19,194
C001122,"Cunningham, Joe",False,1,2019,1982,34,217
H001083,"Horn, Kendra S.",False,1,2019,1976,36,382
B001308,"Brindisi, Anthony",False,1,2019,1978,28,387
R000613,"Rose, Max",False,1,2019,1986,36,503
T000484,"Torres Small, Xochitl",False,1,2019,1984,23,291
W000824,"Watkins, Steve",False,1,2019,1976,13,296
F000467,"Finkenauer, Abby",False,1,2019,1988,41,425
S001206,"Shalala, Donna E.",False,1,2019,1941,34,466
M001207,"Mucarsel-Powell, Debbie",False,1,2019,1971,24,477
S001210,"Spano, Ross",False,1,2019,1966,11,261
R000616,"Rouda, Harley",False,1,2019,1961,42,648
C001123,"Cisneros, Gilbert Ray, Jr.",False,1,2019,1971,19,836
H001087,"Hill, Katie",False,1,2019,1987,7,350
C001124,"Cox, TJ",False,1,2019,1963,28,609
J000303,"Jones, Brenda",False,1,2018,1959,2,4
J000300,"Jones, Doug",False,2,2018,1954,82,808
H001078,"Handel, Karen C.",False,1,2017,1962,5,118
G000584,"Gianforte, Greg",False,2,2017,1961,37,372
S001202,"Strange, Luther",False,1,2017,1953,20,93
G000580,"Garrett, Thomas A., Jr.",False,1,2017,1972,21,230
T000477,"Taylor, Scott",False,1,2017,1979,20,117
F000464,"Faso, John J.",False,1,2017,1952,29,338
K000390,"Kihuen, Ruben J.",False,1,2017,1980,12,293
L000587,"Lewis, Jason",False,1,2017,1955,16,117
M001201,"Mitchell, Paul",False,2,2017,1956,27,443
R000607,"Rooney, Francis",False,2,2017,1953,46,418
D000625,"Donovan, Daniel M., Jr.",False,2,2015,1956,36,577
P000612,"Perdue, David",False,3,2015,1949,169,803
J000297,"Jenkins, Evan H.",False,2,2015,1960,25,334
C001105,"Comstock, Barbara",False,2,2015,1959,34,692
L000584,"Love, Mia B.",False,2,2015,1975,34,389
H001073,"Hurd, Will",False,3,2015,1977,43,562
R000601,"Ratcliffe, John",False,3,2015,1965,51,533
C001106,"Costello, Ryan A.",False,2,2015,1976,20,701
R000604,"Russell, Steve",False,2,2015,1963,46,304
H001070,"Hardy, Cresent",False,1,2015,1957,16,164
M001193,"MacArthur, Thomas",False,2,2015,1960,44,515
A000373,"Ashford, Brad",False,1,2015,1949,11,392
W000819,"Walker, Mark",False,3,2015,1969,50,491
T000475,"Trott, David A.",False,2,2015,1960,21,335
B001293,"Bishop, Mike",False,2,2015,1967,30,606
P000611,"Poliquin, Bruce",False,2,2015,1953,43,473
A000374,"Abraham, Ralph Lee",False,3,2015,1954,34,704
Y000066,"Young, David",False,2,2015,1968,36,573
B001294,"Blum, Rod",False,2,2015,1955,26,408
T000473,"Takai, Mark",False,1,2015,1967,13,301
C001107,"Curbelo, Carlos",False,2,2015,1980,49,705
G000575,"Graham, Gwen",False,1,2015,1963,12,189
W000820,"Walters, Mimi",False,2,2015,1962,17,319
K000387,"Knight, Stephen",False,2,2015,1966,45,442
M001197,"McSally, Martha",False,3,2015,1966,185,803
B001290,"Brat, Dave",False,3,2014,1964,50,483
C001102,"Clawson, Curt",False,2,2014,1959,21,186
J000296,"Jolly, David W.",False,2,2014,1972,40,446
W000818,"Walsh, John E.",False,1,2014,1960,33,141
B001289,"Byrne, Bradley",False,4,2014,1955,89,889
M001192,"McAllister, Vance M.",False,1,2013,1974,6,66
C001100,"Chiesa, Jeff",False,1,2013,1965,N/A,16
K000379,"Kennedy, Joseph P., III",False,4,2013,1980,77,1595
H001064,"Heck, Denny",False,4,2013,1952,62,1391
G000572,"Gallego, Pete P.",False,1,2013,1961,16,188
O000170,"O'Rourke, Beto",False,3,2013,1972,75,1036
R000598,"Rothfus, Keith J.",False,3,2013,1962,47,663
B001283,"Bridenstine, Jim",False,3,2013,1975,24,520
C001092,"Collins, Chris",False,4,2013,1950,58,1040
L000580,"Lujan Grisham, Michelle",False,3,2013,1959,94,1105
H001065,"Holding, George",False,4,2013,1968,45,570
M001187,"Meadows, Mark",False,4,2013,1959,143,1351
P000606,"Pittenger, Robert",False,3,2013,1948,33,813
C001099,"Cowan, William M.",False,1,2013,1969,7,82
H001069,"Heitkamp, Heidi",False,3,2013,1955,186,861
B001280,"Bentivolio, Kerry L.",False,1,2013,1951,21,308
D000620,"Delaney, John K.",False,3,2013,1963,59,1009
M001189,"Messer, Luke",False,3,2013,1969,80,843
B001284,"Brooks, Susan W.",False,4,2013,1960,49,987
E000292,"Enyart, William L.",False,1,2013,1949,9,487
G000571,"Gabbard, Tulsi",False,4,2013,1981,120,1289
C001093,"Collins, Doug",False,4,2013,1966,125,648
G000573,"Garcia, Joe",False,1,2013,1963,13,239
R000596,"Radel, Trey",False,1,2013,1976,12,163
M001191,"Murphy, Patrick",False,2,2013,1983,55,747
D000621,"DeSantis, Ron",False,3,2013,1978,52,552
Y000065,"Yoho, Ted S.",False,4,2013,1955,110,1264
E000293,"Esty, Elizabeth H.",False,3,2013,1959,85,1137
N000187,"Negrete McLeod, Gloria",False,1,2013,1941,8,329
C001094,"Cook, Paul",False,4,2013,1943,61,1120
B001279,"Barber, Ron",False,2,2012,1945,19,294
C001089,"Curson, David Alan",False,1,2012,1948,N/A,6
H000213,"Harman, Jane",False,9,1993,1945,87,1795
K000360,"Kirk, Mark Steven",False,9,2001,1959,371,2475
R000571,"Rehberg, Denny",False,6,2001,1955,108,1194
O000167,"Obama, Barack",False,2,2005,1961,282,977
C001073,"Cazayoux, Donald J., Jr.",False,1,2008,1964,11,49
C001071,"Corker, Bob",False,6,2007,1952,225,798
J000287,"Jindal, Bobby",False,2,2005,1971,68,394
W000803,"Webb, Jim",False,3,2007,1946,133,530
M001170,"McCaskill, Claire",False,6,2007,1953,367,1508
S001166,"Sekula Gibbs, Shelley",False,1,2005,1953,N/A,8
W000792,"Weiner, Anthony D.",False,7,1999,1964,242,2390
L000568,"Lee, Christopher J.",False,2,2009,1964,17,351
T000254,"Thurmond, Strom",False,25,1953,1902,1560,4472
A000368,"Ayotte, Kelly",False,3,2011,1968,235,1161
O000169,"Owens, William L.",False,3,2009,1949,63,712
T000471,"Turner, Robert L.",False,1,2011,1941,8,140
H001063,"Hahn, Janice",False,3,2011,1952,61,882
S001188,"Stutzman, Marlin A.",False,4,2010,1976,28,485
G000561,"Goodwin, Carte Patrick",False,1,2010,1974,1,9
G000560,"Graves, Tom",False,6,2010,1970,23,715
D000611,"Djou, Charles K.",False,1,2010,1970,12,74
C001081,"Critz, Mark S.",False,2,2010,1962,14,349
M001120,"Murtha, John P.",False,19,1973,1932,218,2845
B001268,"Brown, Scott P.",False,2,2010,1959,93,448
W000314,"Wexler, Robert",False,7,1997,1961,101,3555
L000572,"LeMieux, George S.",False,1,2009,1969,28,158
H001062,"Hochul, Kathleen C.",False,1,2011,1958,22,119
M001162,"Martinez, Mel",False,3,2005,1946,177,710
F000457,"Franken, Al",False,5,2009,1951,277,2019
T000057,"Tauscher, Ellen O.",False,7,1997,1951,144,2106
M000472,"McHugh, John M.",False,9,1993,1948,99,2897
W000793,"Wu, David",False,7,1999,1955,161,2185
C000191,"Carson, Julia",False,6,1997,1938,55,3005
R000587,"Ribble, Reid J.",False,3,2011,1956,44,958
D000614,"Duffy, Sean P.",False,5,2011,1971,123,713
H001060,"Hurt, Robert",False,3,2011,1969,25,347
R000589,"Rigell, E. Scott",False,3,2011,1960,36,480
F000460,"Farenthold, Blake",False,4,2011,1961,58,1232
C001082,"Canseco, Francisco ""Quico""",False,1,2011,1949,15,299
F000461,"Flores, Bill",False,5,2011,1954,99,1311
F000458,"Fincher, Stephen Lee",False,3,2011,1973,49,553
B001273,"Black, Diane",False,4,2011,1951,114,954
N000184,"Noem, Kristi L.",False,4,2011,1971,93,721
M001182,"Mulvaney, Mick",False,4,2011,1967,99,796
G000566,"Gowdy, Trey",False,4,2011,1964,18,550
B001269,"Barletta, Lou",False,4,2011,1956,75,1060
M001179,"Marino, Tom",False,5,2011,1952,86,945
M001181,"Meehan, Patrick",False,4,2011,1955,72,946
R000586,"Renacci, James B.",False,4,2011,1958,61,839
B001276,"Buerkle, Ann Marie",False,1,2011,1951,17,194
H001051,"Hanna, Richard L.",False,3,2011,1951,46,961
G000564,"Gibson, Christopher P.",False,3,2011,1964,64,875
H001054,"Hayworth, Nan A. S.",False,1,2011,1959,11,176
G000569,"Grimm, Michael G.",False,2,2011,1970,66,655
H001055,"Heck, Joseph J.",False,3,2011,1961,61,650
R000594,"Runyan, Jon",False,2,2011,1973,42,357
G000570,"Guinta, Frank C.",False,2,2011,1970,36,360
B001272,"Berg, Rick",False,1,2011,1959,7,159
E000291,"Ellmers, Renee L.",False,3,2011,1964,59,804
N000186,"Nunnelee, Alan",False,3,2011,1958,9,596
C001086,"Cravaack, Chip",False,1,2011,1959,20,170
C001085,"Clarke, Hansen",False,1,2011,1957,42,299
A000367,"Amash, Justin",False,5,2011,1980,74,283
B001271,"Benishek, Dan",False,3,2011,1952,52,792
L000574,"Landry, Jeffrey M.",False,1,2011,1970,19,196
P000602,"Pompeo, Mike",False,4,2011,1963,65,677
Y000063,"Yoder, Kevin",False,4,2011,1976,26,811
H001057,"Huelskamp, Tim",False,3,2011,1968,52,688
R000592,"Rokita, Todd",False,4,2011,1970,50,1195
S001182,"Schilling, Robert T.",False,1,2011,1964,11,210
H001059,"Hultgren, Randy",False,4,2011,1966,67,972
D000613,"Dold, Robert J.",False,2,2011,1969,64,498
W000811,"Walsh, Joe",False,1,2011,1961,17,259
L000573,"Labrador, Raul R.",False,4,2011,1967,33,509
H001050,"Hanabusa, Colleen",False,4,2011,1951,43,912
W000810,"Woodall, Rob",False,5,2011,1970,103,430
R000590,"Rivera, David",False,1,2011,1965,9,220
A000366,"Adams, Sandy",False,1,2011,1956,8,149
W000807,"West, Allen B.",False,1,2011,1961,11,313
R000593,"Ross, Dennis A.",False,4,2011,1959,79,1213
N000185,"Nugent, Richard B.",False,3,2011,1951,61,717
S001186,"Southerland, Steve II",False,2,2011,1965,19,456
C001083,"Carney, John C., Jr.",False,3,2011,1956,72,500
G000562,"Gardner, Cory",False,5,2011,1974,375,1358
T000470,"Tipton, Scott  R.",False,5,2011,1956,133,1232
D000612,"Denham, Jeff",False,4,2011,1967,83,640
Q000024,"Quayle, Benjamin",False,1,2011,1976,21,176
G000567,"Griffin, Tim",False,2,2011,1968,42,784
R000591,"Roby, Martha",False,5,2011,1976,30,559
K000374,"Kirk, Paul Grattan, Jr.",False,1,2009,1938,N/A,68
S001163,"Salazar, Ken",False,3,2005,1955,251,940
C001041,"Clinton, Hillary Rodham",False,5,2001,1947,713,2678
R000581,"Richardson, Laura",False,3,2007,1962,109,1434
B001262,"Broun, Paul C.",False,4,2007,1946,181,1187
M000627,"Meehan, Martin T.",False,8,1993,1956,105,2361
K000365,"Kagen, Steve",False,2,2007,1949,38,905
D000606,"Davis, David",False,1,2007,1959,19,387
C001065,"Carney, Christopher P.",False,2,2007,1959,40,846
M001168,"Murphy, Patrick J.",False,2,2007,1973,40,701
S001169,"Sestak, Joe",False,2,2007,1951,98,1289
A000362,"Altmire, Jason",False,3,2007,1968,67,1051
F000453,"Fallin, Mary",False,2,2007,1954,17,585
S001173,"Space, Zachary T.",False,2,2007,1961,55,677
S001174,"Sutton, Betty",False,3,2007,1963,66,1543
W000801,"Wilson, Charles A.",False,2,2007,1943,17,575
A000363,"Arcuri, Michael A.",False,2,2007,1959,75,847
H001039,"Hall, John J.",False,2,2007,1948,46,855
H001041,"Heller, Dean",False,7,2007,1960,488,1513
H001043,"Hodes, Paul W.",False,2,2007,1951,55,689
S001170,"Shea-Porter, Carol",False,4,2007,1952,104,2365
S001171,"Shuler, Heath",False,3,2007,1971,44,921
B001256,"Bachmann, Michele",False,4,2007,1956,67,1127
E000288,"Ellison, Keith",False,6,2007,1963,255,3714
W000799,"Walz, Timothy J.",False,6,2007,1964,85,2013
B001258,"Boyda, Nancy E.",False,1,2007,1955,19,459
E000289,"Ellsworth, Brad",False,2,2007,1958,34,547
D000607,"Donnelly, Joe",False,6,2007,1955,174,1246
H001040,"Hare, Phil",False,2,2007,1949,34,1341
R000580,"Roskam, Peter J.",False,6,2007,1961,120,1347
S001167,"Sali, Bill",False,1,2007,1954,20,305
L000565,"Loebsack, David",False,7,2007,1952,121,2746
B001259,"Braley, Bruce L.",False,4,2007,1957,114,1470
K000366,"Klein, Ron",False,2,2007,1957,39,702
M001164,"Mahoney, Tim",False,1,2007,1956,18,225
G000554,"Giffords, Gabrielle",False,3,2007,1970,61,696
M001167,"Mitchell, Harry E.",False,2,2007,1940,23,417
S001153,"Solis, Hilda L.",False,5,2001,1957,76,1835
M001178,"Murphy, Scott",False,1,2009,1970,19,240
P000600,"Perriello, Thomas S.P.",False,1,2009,1974,25,278
N000183,"Nye, Glenn C.",False,1,2009,1974,26,318
C001076,"Chaffetz, Jason",False,5,2009,1967,153,982
O000168,"Olson, Pete",False,6,2009,1962,99,1941
R000582,"Roe, David P.",False,6,2009,1945,144,2020
P000596,"Pierluisi, Pedro R.",False,4,2009,1959,63,820
D000608,"Dahlkemper, Kathleen A.",False,1,2009,1957,24,294
B001263,"Boccieri, John A.",False,1,2009,1969,13,232
K000372,"Kilroy, Mary Jo",False,1,2009,1949,21,333
A000365,"Austria, Steve",False,2,2009,1958,7,408
D000609,"Driehaus, Steve",False,1,2009,1966,18,226
M001173,"Massa, Eric J. J.",False,1,2009,1959,9,509
M001171,"Maffei, Daniel B.",False,2,2009,1968,35,568
M001174,"McMahon, Michael E.",False,1,2009,1957,20,390
T000466,"Teague, Harry",False,1,2009,1949,36,269
L000567,"Lance, Leonard",False,5,2009,1952,89,1397
A000364,"Adler, John H.",False,1,2009,1959,26,209
K000369,"Kissell, Larry",False,2,2009,1951,48,639
H001045,"Harper, Gregg",False,5,2009,1956,70,1115
P000594,"Paulsen, Erik",False,5,2009,1965,176,1088
S001178,"Schauer, Mark H.",False,1,2009,1961,20,276
K000371,"Kratovil, Frank,  Jr.",False,1,2009,1968,25,221
F000456,"Fleming, John",False,4,2009,1951,70,926
C001079,"Cao, Anh ""Joseph""",False,1,2009,1967,25,384
J000290,"Jenkins, Lynn",False,5,2009,1963,108,1486
S001179,"Schock, Aaron",False,4,2009,1981,84,1090
H001044,"Halvorson, Deborah L.",False,1,2009,1958,29,238
M001175,"Minnick, Walter",False,1,2009,1942,28,299
K000370,"Kosmas, Suzanne M.",False,1,2009,1944,21,265
R000583,"Rooney, Thomas J.",False,5,2009,1970,78,1264
G000556,"Grayson, Alan",False,3,2009,1958,290,1049
C001077,"Coffman, Mike",False,5,2009,1955,100,1641
M001172,"Markey, Betsy",False,1,2009,1956,29,318
P000598,"Polis, Jared",False,5,2009,1975,250,2249
H001048,"Hunter, Duncan D.",False,6,2009,1976,129,1209
G000557,"Griffith, Parker",False,1,2009,1942,11,244
B001264,"Bright, Bobby",False,1,2009,1952,18,177
K000373,"Kaufman, Edward E.",False,1,2009,1939,23,259
B001266,"Burris, Roland",False,1,2009,1937,60,357
H001049,"Hagan, Kay R.",False,3,2009,1953,266,603
J000291,"Johanns, Mike",False,3,2009,1950,169,928
B001265,"Begich, Mark",False,3,2009,1962,296,1579
E000290,"Edwards, Donna F.",False,5,2008,1958,58,1435
C001074,"Childers, Travis",False,2,2008,1958,19,247
T000465,"Tsongas, Niki",False,6,2007,1946,64,1704
D000217,"DeLay, Tom",False,11,1985,1947,159,1971
B000461,"Bilbray, Brian P.",False,7,1995,1951,118,1741
C001064,"Campbell, John",False,5,2005,1955,87,894
S001164,"Schmidt, Jean",False,4,2005,1951,32,811
D000294,"DeWine, Mike",False,10,1983,1947,504,3538
D000064,"Daschle, Thomas A.",False,13,1979,1947,973,4641
R000146,"Reid, Harry",False,17,1983,1939,1995,4949
R000141,"Regula, Ralph",False,18,1973,1924,241,2183
R000053,"Rangel, Charles B.",False,23,1971,1930,1048,11507
